Merge ID	Masuda_et_al_Supple_rev2009(5)F	OurStudy	# Identified
	1570	1729	Novel: 341
P0AG51	1	1	2	A_trl;157,49;9
P0AG67	1	1	2	A_trl;185,32;4,37
P0AG96	1	1	2	B;0,93;0,93
P0AGC5	1	0	1	F3;0,19
P0AGE4	0	1	1	B
P0AGE9	1	1	2	A;26,83;1,15
P0AGF4	0	0	0	B
P0AGH1	0	1	1	B
P0AGH8	0	1	1	B
P0AGI1	0	0	0	B
P0AGI4	0	0	0	B
P0AGI8	1	1	2	F1;0,32
P0AGJ9	1	1	2	A_trl;11,74;0,27
P0AGK1	1	1	2	B;0,93
P0AGK4	1	1	2	A;5,31
P0AGM2	0	0	0	B
P0C018	1	1	2	A_trl;30,62;4,62
P0C0L9	1	0	1	A;3,64
P0C0S1	1	1	2	B;1,89;7,38
P0C0T5	0	0	0	G
P0C0V0	1	1	2	G;4,62;0,41
P0C8J6	1	1	2	A;45,42;7,58
P0C8J8	1	1	2	A;43,67;11,59
P0CB62	0	0	0	A
P0CE44	0	0	0	B
P0CE47	1	0	1	F1;118;58,95
P0CE48	0	0	0	F1
P10100	1	1	2	I;0,93;7,48
P10151	0	0	0	A
P10371	0	1	1	A
P10384	1	1	2	H;1,74;2,16
P10902	0	0	0	A
P10903	1	0	1	B;1
P10908	0	0	0	A
P11286	0	0	0	B
P11553	0	0	0	A
P11557	1	1	2	B;1,68;23,04
P11664	0	0	0	A
P11667	0	0	0	B
P11864	0	0	0	A
P11865	0	0	0	A
P11866	0	0	0	A
P11868	0	0	0	A
P11988	0	0	0	A
P11989	0	0	0	A
P12998	0	0	0	A
P13035	1	1	2	F1;12,77;11,12
P13036	1	1	2	H;1,82;13,96
P13445	1	1	2	A;0,26
P13458	0	1	1	B
P13482	0	1	1	G
P13656	0	0	0	G
P13669	1	1	2	A;0,58
P13738	0	1	1	B
P13857	0	0	0	A
P14175	0	1	1	F1
P14176	0	1	1	B
P14375	1	0	1	A;0,19
P14377	0	1	1	B
P14900	1	1	2	A;0,22
P15005	1	0	1	A;0,19
P15006	0	0	0	A
P15028	1	1	2	G;1,05;1,05
P15029	0	0	0	B
P15030	0	0	0	B
P15031	1	1	2	F1;1,51
P15043	0	0	0	A
P15047	0	0	0	A
P15070	0	0	0	F1
P15081	0	0	0	A
P15082	0	0	0	A
P15286	1	1	2	B;0,26
P15373	0	0	0	A
P16256	0	0	0	B
P16429	0	0	0	B
P16681	0	0	0	A
P16683	0	0	0	B
P16688	0	0	0	A
P16690	0	0	0	A
P16692	0	0	0	G
P16694	0	0	0	A
P16701	0	0	0	B
P16869	1	1	2	H;0,18
P16926	1	1	2	B;0,43;3,92
P17117	1	1	2	A;9
P17169	1	1	2	A;17,74;4,34
P17315	1	1	2	H;3,83
P17444	0	1	1	F1
P17445	1	1	2	A;0,19
P17446	0	1	1	A
P17583	0	0	0	B
P17846	0	1	1	A
P17994	0	0	0	G
P18133	1	0	1	A;0,74;0,74
P18393	0	0	0	A
P18775	1	1	2	F2;0,11
P18777	0	0	0	B
P18811	0	0	0	A
P19317	0	0	0	A
P19636	0	0	0	A
P19642	1	0	1	B;1,03
P19925	0	0	0	A
P19926	1	1	2	G;1,02;0,22
P19930	0	0	0	A
P19934	1	1	2	B;0,35;2,32
P20099	0	0	0	A
P20605	0	0	0	A
P20966	1	1	2	B;2,98
P21189	1	0	1	A;0
P21361	0	0	0	A
P21362	0	0	0	A
P21363	0	0	0	A
P21365	1	1	2	B;0,93
P21367	1	1	2	B;1,51
P21437	0	0	0	A
P21507	1	1	2	A;5,42;0,56
P21513	1	1	2	F1;5,71;10,94
P21514	0	0	0	A
P21515	0	1	1	A
P21865	1	1	2	B;0,11;0,53
P22186	0	1	1	A
P22188	1	1	2	A;1,22;2,46
P22255	0	1	1	F1
P22564	1	1	2	A;2,59
P22586	0	0	0	B
P22729	0	0	0	B
P23173	0	0	0	B
P23200	0	1	1	B
P23305	1	1	2	A;0,31;0,31
P23481	0	0	0	A
P23482	0	0	0	B
P23484	0	0	0	A
P23485	0	0	0	B
P23827	1	1	2	G;2,59
P23840	0	0	0	A
P23842	0	1	1	B
P23869	1	1	2	A;45,42
P23873	0	0	0	A
P23874	0	0	0	A
P23876	0	0	0	B
P23877	0	0	0	B
P23883	0	0	0	A
P23890	0	1	1	B
P23910	0	0	0	B
P24077	0	0	0	B
P24169	0	0	0	A
P24180	0	0	0	E
P24181	0	0	0	B
P24183	0	0	0	F2
P24202	0	1	1	A
P24203	1	1	2	A;2,41;0,58
P24207	0	0	0	B
P24215	1	1	2	A;2,59
P24216	0	0	0	F4
P24224	1	0	1	A;0,78
P24240	0	0	0	A
P24241	0	1	1	B
P24242	0	0	0	A
P24244	0	0	0	B
P24251	1	1	2	A;4,01;1,51
P24255	0	1	1	A
P25396	0	0	0	B
P25397	1	1	2	A;0,97;1,25
P25516	1	1	2	A;0,95
P25524	1	0	1	A;9;0,97
P25526	1	0	1	A;1,35
P25549	0	0	0	G
P25552	0	1	1	B
P25553	1	1	2	A;5,21;1,21
P25736	0	0	0	G
P25740	1	1	2	A;0
P25741	1	1	2	A;0,23;0,52
P25742	1	0	1	A;0,41
P25744	0	0	0	B
P25747	0	0	0	B
P25798	1	0	1	B;0,68
P25894	1	1	2	I;1,51;9
P25907	0	0	0	G
P25960	0	0	0	B
P26218	0	0	0	H
P26266	0	1	1	B
P26281	0	0	0	A
P26602	1	1	2	A;0,87;1,31
P26608	0	0	0	A
P26612	0	0	0	A
P26646	1	1	2	A;2,16
P26649	0	0	0	A
P27111	0	1	1	A
P27125	0	0	0	B
P27128	0	0	0	A
P27129	1	0	1	A;0,82
P27240	1	0	1	A;0,43
P27243	0	0	0	B
P27247	1	1	2	A;0,62
P27248	1	1	2	A;5,16
P27250	0	0	0	B
P27253	0	0	0	A
P27254	0	0	0	F1
P27300	1	1	2	B;2,87
P27303	1	1	2	B;0,86;13,25
P27375	0	0	0	A
P27434	1	1	2	B;4,01;30,62
P27832	0	0	0	A
P27835	0	0	0	B
P27837	0	1	1	B
P27842	0	0	0	B
P27859	0	0	0	A
P28246	0	0	0	B
P28303	0	0	0	B
P28304	1	1	2	A;0,55
P28307	0	0	0	F4
P28629	0	0	0	A
P28630	0	1	1	A
P28631	0	1	1	A
P28632	0	0	0	A
P28911	0	0	0	B
P28915	0	0	0	G
P29131	1	1	2	B;0,25;9
P30015	0	1	1	B
P30125	0	0	0	A
P30126	0	1	1	B
P30130	1	0	1	H;1,64
P30131	0	0	0	A
P30147	0	0	0	A
P30149	0	1	1	B
P30176	0	0	0	A
P30235	0	0	0	A
P30744	1	1	2	A;15,68;4,99
P30748	0	0	0	A
P30855	0	0	0	B
P30860	0	1	1	G
P30979	0	0	0	A
P31057	1	0	1	A;25,83;1,68
P31058	0	0	0	G
P31063	1	0	1	I;2,16;18,95
P31064	0	0	0	B
P31068	0	0	0	A
P31121	0	0	0	G
P31122	0	0	0	B
P31126	0	0	0	B
P31130	0	0	0	G
P31131	0	0	0	B
P31135	0	0	0	B
P31224	0	1	1	B
P31434	0	0	0	A
P31436	0	0	0	B
P31437	0	0	0	B
P31441	1	0	1	B;0,17
P31442	0	0	0	B
P31446	0	0	0	B
P31447	0	0	0	A
P31448	0	0	0	B
P31449	0	0	0	A
P31456	0	0	0	A
P31459	0	0	0	B
P31460	0	0	0	A
P31463	0	0	0	A
P31467	0	0	0	A
P31468	0	0	0	B
P31469	0	0	0	A
P31470	0	0	0	A
P31471	0	0	0	G
P31473	1	0	1	A;0,15
P31547	1	1	2	B;3,64
P31548	1	1	2	F1;0,39
P31549	0	0	0	B
P31550	0	1	1	G
P31574	0	0	0	A
P31660	0	0	0	A
P31675	0	0	0	B
P31680	1	1	2	B;2,38
P31697	1	0	1	G;0,78
P31801	0	1	1	B
P31806	0	1	1	A
P31825	0	0	0	A
P31826	0	0	0	B
P31827	1	1	2	G;1,51
P31828	1	1	2	G;0,07
P31991	0	0	0	B
P31992	0	0	0	A
P32106	0	0	0	G
P32128	0	0	0	B
P32134	0	0	0	A
P32135	0	0	0	B
P32136	0	0	0	B
P32137	0	0	0	B
P32138	0	0	0	A
P32139	0	0	0	A
P32140	0	0	0	A
P32141	0	1	1	A
P32143	0	0	0	A
P32144	1	1	2	A;0,54;0,33
P32151	0	0	0	E
P32152	0	0	0	A
P32153	0	0	0	A
P32154	0	0	0	B
P32155	0	0	0	F1
P32167	0	0	0	G
P32176	1	1	2	G;4,57;3,24
P32668	0	0	0	G
P32672	0	0	0	B
P32685	0	1	1	A
P32688	0	0	0	G
P32693	0	0	0	A
P32694	0	0	0	A
P32701	0	0	0	B
P32703	1	1	2	B;2,41
P32705	1	1	2	B;1
P32709	0	0	0	B
P32710	0	0	0	B
P32711	0	0	0	B
P32716	0	0	0	B
P32717	0	0	0	G
P32718	0	0	0	A
P32719	0	0	0	A
P32720	0	0	0	B
P32721	0	0	0	F1
P33013	0	0	0	F2
P33014	0	0	0	A
P33015	0	0	0	B
P33020	0	0	0	A
P33021	0	0	0	B
P33025	0	0	0	B
P33026	0	0	0	B
P33029	0	0	0	A
P33030	1	1	2	A;0,73
P33128	0	0	0	G
P33129	0	0	0	H
P33135	0	0	0	B
P33218	0	1	1	B
P33221	1	1	2	A;0,23
P33222	0	0	0	A
P33231	1	0	1	B;1;0,58
P33234	0	0	0	A
P33236	0	0	0	B
P33346	0	0	0	A
P33347	0	0	0	A
P33348	0	0	0	A
P33349	0	0	0	A
P33352	0	0	0	A
P33354	0	0	0	I
P33359	0	0	0	B
P33361	0	0	0	B
P33366	0	0	0	B
P33369	0	0	0	I
P33595	0	1	1	A
P33634	0	0	0	B
P33667	0	0	0	A
P33668	0	0	0	I
P33898	0	0	0	A
P33913	0	1	1	G
P33931	1	0	1	F1;0,47
P33941	1	1	2	B;1,15
P36554	0	0	0	B
P36560	0	0	0	G
P36561	0	1	1	B
P36646	0	0	0	B
P36649	1	1	2	G;0,58
P36655	0	1	1	B
P36661	0	0	0	A
P36675	0	0	0	A
P36677	0	0	0	A
P36678	0	0	0	B
P36682	0	0	0	G
P37001	0	1	1	H
P37002	0	0	0	B
P37005	0	1	1	A
P37016	0	0	0	G
P37017	0	0	0	G
P37018	0	0	0	G
P37019	0	1	1	B
P37049	0	0	0	A
P37050	0	0	0	G
P37056	0	0	0	I
P37147	0	1	1	B
P37188	1	1	2	F1;99;16,78
P37197	0	0	0	E
P37305	0	0	0	B
P37327	0	1	1	B
P37330	1	1	2	A;2,07;0,12
P37342	0	0	0	A
P37349	1	1	2	F1;1,23;0,22
P37351	0	0	0	A
P37443	0	0	0	B
P37597	0	1	1	B
P37613	0	0	0	A
P37614	0	0	0	B
P37615	1	1	2	B;0,78
P37617	1	1	2	B;0,43;7,66
P37621	0	0	0	B
P37626	1	1	2	B;1,29;12,18
P37627	1	0	1	A;0,28
P37629	0	0	0	A
P37630	0	0	0	B
P37639	0	0	0	A
P37643	0	0	0	B
P37645	1	1	2	B;0,62
P37650	0	1	1	G
P37653	0	0	0	B
P37657	0	0	0	B
P37659	1	1	2	B;0,33;2,65
P37662	0	0	0	B
P37663	0	0	0	H
P37665	1	1	2	I;7;30,62
P37669	0	0	0	B
P37671	1	0	1	A;1
P37672	0	0	0	A
P37673	0	0	0	A
P37674	0	0	0	B
P37675	0	0	0	B
P37676	0	0	0	G
P37677	0	0	0	A
P37678	0	0	0	A
P37679	0	0	0	A
P37680	0	0	0	A
P37681	0	0	0	F3
P37682	0	0	0	B
P37683	0	0	0	B
P37685	0	0	0	A
P37744	1	1	2	B;10,29
P37745	1	0	1	A;1;1,03
P37750	1	0	1	A;1;1,89
P37751	1	0	1	F1;1,65
P37759	1	1	2	A;11,33;0,52
P37760	1	1	2	A;6,02;0,43
P37766	0	0	0	A
P37769	0	0	0	A
P37772	0	0	0	B
P37774	1	1	2	F1;0,78
P37902	0	1	1	G
P37906	0	1	1	A
P37909	0	0	0	G
P38035	0	0	0	A
P38052	0	0	0	G
P38097	0	1	1	B
P38101	0	0	0	B
P38104	0	0	0	A
P38105	0	0	0	B
P38134	1	1	2	B;0,38
P39099	1	1	2	G;1,02;0,35
P39160	1	1	2	A;0,91
P39161	0	0	0	A
P39172	1	1	2	G;0,36
P39196	0	0	0	B
P39208	0	1	1	A
P39263	0	0	0	B
P39264	0	0	0	G
P39265	0	0	0	G
P39270	0	0	0	B
P39274	0	0	0	A
P39277	0	0	0	B
P39280	0	1	1	A
P39282	0	0	0	B
P39295	0	0	0	B
P39297	1	1	2	I;1,51
P39310	1	1	2	B;1,37;7
P39328	0	0	0	B
P39332	0	0	0	A
P39333	0	0	0	A
P39334	1	0	1	A;0,52
P39336	0	0	0	A
P39338	0	0	0	B
P39343	0	0	0	A
P39344	0	0	0	B
P39346	0	0	0	B
P39352	0	0	0	B
P39353	1	0	1	A;0,33
P39361	0	0	0	A
P39362	0	0	0	A
P39363	0	0	0	A
P39364	0	0	0	A
P39365	0	0	0	B
P39366	0	0	0	A
P39367	0	0	0	A
P39368	0	0	0	A
P39370	0	0	0	A
P39371	0	0	0	G
P39374	0	0	0	A
P39375	0	0	0	A
P39376	0	0	0	B
P39377	1	1	2	A;1,98
P39379	0	0	0	B
P39380	0	0	0	A
P39381	0	0	0	B
P39382	0	1	1	B
P39383	0	0	0	A
P39384	0	0	0	A
P39385	0	0	0	B
P39386	0	0	0	B
P39394	0	0	0	A
P39396	1	1	2	B;2,59;2,59
P39398	0	0	0	B
P39400	0	0	0	B
P39401	1	1	2	B;0,28;2,69
P39414	0	0	0	B
P39451	0	1	1	B
P39830	1	1	2	B;1,68
P39832	0	0	0	B
P39834	0	0	0	G
P39835	0	1	1	B
P40120	1	1	2	G;0,15
P40876	0	0	0	G
P41036	1	0	1	B;1,15;1,78
P41039	0	0	0	A
P41407	1	1	2	A;0,78
P41441	0	0	0	B
P41442	0	0	0	B
P41443	0	0	0	G
P42589	0	0	0	A
P42597	0	1	1	A
P42615	0	0	0	B
P42619	0	0	0	B
P42620	0	0	0	A
P42625	0	0	0	A
P42628	0	0	0	B
P42630	0	0	0	B
P42641	1	1	2	A;1,85;0,23
P42905	0	0	0	B
P42909	0	0	0	A
P42910	0	0	0	B
P42912	0	0	0	B
P42913	0	0	0	G
P42914	0	0	0	G
P42915	0	0	0	H
P43319	0	0	0	G
P43340	0	0	0	B
P43672	1	1	2	F1;1,15;0,27
P43676	0	0	0	B
P45394	0	0	0	B
P45423	0	0	0	A
P45424	0	0	0	A
P45425	1	0	1	B;1,03
P45428	0	0	0	B
P45464	1	1	2	I;1,01;3,33
P45470	0	0	0	A
P45508	0	0	0	H
P45522	0	1	1	B
P45523	1	1	2	G;9
P45530	0	0	0	A
P45531	0	0	0	A
P45532	0	0	0	A
P45539	0	0	0	B
P45543	0	0	0	A
P45544	0	0	0	A
P45546	0	0	0	B
P45548	0	0	0	A
P45549	0	0	0	A
P45550	0	0	0	A
P45551	0	0	0	A
P45552	0	0	0	A
P45566	0	0	0	B
P45568	1	0	1	B;0,35;0,35
P45570	0	0	0	B
P45736	0	0	0	A
P45750	0	0	0	B
P45756	0	0	0	B
P45757	0	0	0	B
P45758	0	0	0	G
P45759	0	0	0	F1
P45760	0	0	0	G
P45761	0	0	0	G
P45762	0	0	0	G
P45763	0	0	0	B
P45795	0	0	0	A
P45804	1	0	1	B;0,26
P45807	0	0	0	A
P45955	1	1	2	G;1,15
P46068	0	0	0	A
P46119	0	0	0	B
P46121	0	0	0	A
P46122	1	1	2	I;0,78
P46125	1	0	1	B;1,15
P46133	0	0	0	B
P46144	0	0	0	B
P46187	0	0	0	B
P46474	1	1	2	H;1,56
P46481	0	0	0	B
P46846	0	0	0	A
P46849	0	0	0	A
P46854	0	0	0	A
P46855	0	0	0	A
P46857	0	0	0	A
P46887	0	0	0	A
P46923	0	0	0	G
P50457	0	0	0	A
P51020	0	1	1	A
P52006	0	0	0	A
P52037	1	0	1	A;0,67
P52043	0	0	0	A
P52045	0	0	0	A
P52060	0	0	0	A
P52067	0	1	1	B
P52073	0	0	0	A
P52074	0	0	0	A
P52094	0	1	1	B
P52096	0	0	0	A
P52097	0	0	0	A
P52101	1	1	2	B;0,47
P52106	0	0	0	A
P52119	1	0	1	A;0,78
P52598	0	1	1	A
P52600	0	0	0	B
P52612	0	0	0	A
P52613	0	0	0	F1
P52614	0	0	0	A
P52644	1	1	2	I;1,85
P54745	0	0	0	B
P54746	0	0	0	A
P55140	0	1	1	B
P55734	1	1	2	B;18,95
P55799	0	0	0	A
P55914	0	0	0	B
P56100	0	0	0	B
P56257	0	0	0	A
P56258	0	1	1	F1
P56579	1	0	1	B;1,15
P56580	1	0	1	B;4,41
P56976	0	0	0	B
P58034	0	0	0	B
P58035	0	0	0	F1
P58036	0	0	0	A
P58037	0	0	0	A
P58094	0	0	0	A
P60240	1	1	2	A;1,92;0,96
P60632	0	1	1	B
P60844	0	0	0	B
P60872	1	0	1	B;1,42
P62399	1	1	2	A_trl;411,46;82,77
P62617	1	0	1	A;2,16
P62723	0	1	1	B
P63235	1	0	1	B;0,78
P64429	1	1	2	B;2,46
P64432	0	1	1	B
P64442	0	0	0	B
P64448	1	1	2	I;1,51
P64451	1	1	2	I;0,72;4,08
P64453	0	0	0	B
P64455	1	0	1	A;1,15
P64459	0	0	0	G
P64461	0	0	0	A
P64463	0	0	0	A
P64467	0	0	0	A
P64471	0	0	0	B
P64474	0	0	0	A
P64483	1	1	2	A;2,83
P64488	0	0	0	A
P64493	1	0	1	I;3,64
P64496	0	0	0	A
P64499	1	1	2	B;2,98;38,81
P64503	0	0	0	A
P64506	0	0	0	G
P64508	0	0	0	A
P64512	0	0	0	G
P64517	0	0	0	A
P64519	0	0	0	A
P64536	0	0	0	B
P64542	0	0	0	G
P64545	0	0	0	B
P64564	1	1	2	B;2,16
P64572	0	0	0	B
P64578	0	0	0	A
P64581	1	1	2	B;12,89;99
P64585	1	1	2	B;1,15
P64592	0	0	0	B
P64596	1	1	2	I;3,64;7,25
P64602	1	0	1	F1;2,98;1,51
P64614	0	0	0	G
P64619	0	0	0	B
P64622	0	0	0	I
P64627	1	0	1	I;9
P64631	0	0	0	B
P64634	0	1	1	B
P64638	0	0	0	A
P64646	0	0	0	B
P65290	0	0	0	I
P65292	1	1	2	I;4,62
P65294	0	0	0	I
P65367	1	0	1	A;1,15
P67127	0	0	0	B
P67143	0	0	0	B
P67338	0	0	0	A
P67603	0	0	0	A
P67624	0	0	0	A
P67697	0	0	0	A
P67699	0	0	0	A
P67701	0	0	0	A
P67729	0	0	0	B
P68191	0	0	0	A
P68206	0	0	0	A
P68646	0	0	0	A
P68679	1	1	2	A_trl;2153,43;3,64
P68699	1	1	2	B;9;9
P68919	1	1	2	A_trl;132,35;1,37
P69210	0	0	0	B
P69212	0	0	0	B
P69222	1	1	2	A_trl;55,23;2,16
P69330	0	0	0	A
P69367	0	0	0	B
P69405	0	0	0	A
P69411	1	1	2	I;4,62;9
P69428	1	1	2	B;9;176,83
P69432	0	0	0	B
P69434	0	0	0	H
P69488	0	0	0	A
P69681	0	0	0	B
P69741	1	1	2	F2;1,15;0,36
P69776	1	1	2	I;9;629,96
P69795	0	0	0	F1
P69797	1	1	2	F1;12,69;3
P69808	0	0	0	G
P69811	1	1	2	F1;0,62;0,87
P69816	0	0	0	F1
P69820	0	0	0	F1
P69822	0	0	0	A
P69824	0	0	0	F1
P69826	0	0	0	B
P69828	1	1	2	F1;14,85;13,68;24,12;1,15
P69831	1	1	2	B;2,59;26,83
P69856	1	0	1	G;1,58
P69913	1	1	2	A;1,51;1,51
P69937	0	0	0	B
P71229	0	0	0	A
P71238	0	0	0	B
P71301	0	0	0	A
P75617	0	0	0	A
P75620	0	0	0	F1
P75685	0	0	0	B
P75687	0	0	0	G
P75691	1	1	2	B;3,08
P75692	0	0	0	A
P75693	0	0	0	B
P75694	0	0	0	G
P75712	0	0	0	B
P75715	0	0	0	G
P75737	0	0	0	I
P75746	0	1	1	A
P75747	0	0	0	B
P75748	0	0	0	G
P75749	0	0	0	G
P75750	1	0	1	H;0,16
P75757	0	0	0	B
P75767	0	0	0	A
P75769	0	0	0	B
P75770	0	0	0	B
P75777	1	1	2	B;9
P75782	1	1	2	A_trl;0,36;0,36
P75783	0	1	1	B
P75788	0	0	0	B
P75791	0	0	0	A
P75798	0	1	1	B
P75810	0	0	0	B
P75818	1	1	2	I;1,85;5,58
P75821	0	1	1	A
P75826	0	1	1	B
P75831	1	1	2	B;0,23
P75835	0	0	0	B
P75836	0	0	0	A
P75843	0	0	0	A
P75851	0	0	0	B
P75855	0	0	0	G
P75856	0	0	0	G
P75857	0	0	0	H
P75858	0	0	0	G
P75859	0	0	0	G
P75860	0	0	0	G
P75882	0	0	0	G
P75883	0	0	0	G
P75884	0	0	0	I
P75885	0	0	0	B
P75892	0	0	0	B
P75895	0	0	0	A
P75905	0	0	0	B
P75906	0	0	0	I
P75908	0	0	0	B
P75913	1	1	2	A;1,15;0,73
P75917	0	0	0	G
P75925	0	0	0	B
P75931	0	0	0	A
P75933	0	0	0	G
P75937	0	0	0	F4
P75955	0	0	0	B
P75958	1	1	2	B;0,33;1,74
P75961	0	0	0	B
P75962	0	0	0	B
P75987	0	0	0	A
P75988	0	0	0	A
P75989	0	1	1	A
P75990	0	0	0	A
P75991	0	0	0	A
P75992	0	0	0	A
P75993	0	0	0	A
P75994	0	0	0	A
P75995	0	0	0	A
P76002	0	1	1	G
P76007	1	1	2	B;0,78
P76011	0	0	0	B
P76012	0	0	0	A
P76014	1	1	2	A;0,93;0,39
P76015	1	0	1	A;1,58
P76016	0	1	1	A
P76017	0	0	0	H
P76035	0	0	0	A
P76037	0	0	0	B
P76038	0	0	0	A
P76041	0	0	0	A
P76042	0	0	0	I
P76043	0	0	0	B
P76044	0	0	0	A
P76045	0	0	0	H
P76049	0	0	0	A
P76052	0	0	0	A
P76076	0	0	0	G
P76082	0	0	0	A
P76090	0	0	0	B
P76091	0	0	0	B
P76092	0	0	0	A
P76093	0	0	0	B
P76096	0	0	0	A
P76097	0	0	0	B
P76100	0	0	0	A
P76103	0	0	0	B
P76104	1	1	2	A;0,32;0,12
P76106	0	0	0	A
P76108	0	0	0	G
P76111	0	0	0	B
P76112	0	0	0	A
P76113	0	0	0	A
P76114	0	0	0	A
P76115	1	1	2	H;3,64
P76116	1	1	2	G;0,37
P76117	0	0	0	A
P76118	0	0	0	B
P76128	0	0	0	G
P76129	0	0	0	A
P76136	0	0	0	B
P76142	0	0	0	G
P76143	0	0	0	A
P76145	0	0	0	A
P76146	0	0	0	B
P76148	0	0	0	A
P76150	0	0	0	A
P76170	1	1	2	F3;1,15;67,13
P76172	0	0	0	G
P76173	0	0	0	B
P76175	0	0	0	B
P76177	1	1	2	G;3,81;0,37
P76180	0	0	0	B
P76185	1	1	2	B;2,73
P76186	0	0	0	B
P76190	0	0	0	G
P76192	0	0	0	A
P76194	0	0	0	F1
P76196	0	0	0	A
P76210	0	0	0	A
P76217	0	0	0	A
P76219	0	0	0	B
P76220	1	0	1	E;4,62
P76223	0	1	1	G
P76224	0	0	0	B
P76226	0	0	0	B
P76227	0	0	0	G
P76228	0	0	0	B
P76230	0	0	0	B
P76231	0	0	0	A
P76237	1	1	2	B;0,93
P76241	0	0	0	A
P76242	0	0	0	B
P76250	0	1	1	B
P76251	0	1	1	A
P76254	0	0	0	A
P76270	1	0	1	A;0,78
P76296	0	0	0	G
P76298	0	1	1	B
P76299	0	0	0	B
P76308	0	0	0	I
P76316	1	0	1	A;0,43
P76318	0	0	0	A
P76319	0	0	0	A
P76329	0	0	0	A
P76330	1	0	1	B;0,23
P76334	0	0	0	B
P76342	0	0	0	F2
P76345	0	1	1	B
P76347	0	0	0	H
P76352	0	0	0	B
P76372	1	1	2	B;14;55,23
P76395	0	0	0	A
P76396	0	0	0	A
P76399	1	1	2	B;0,38
P76407	0	0	0	A
P76417	0	0	0	B
P76419	0	0	0	A
P76423	0	0	0	B
P76458	0	0	0	A
P76459	0	0	0	A
P76460	0	0	0	B
P76461	0	0	0	A
P76464	0	0	0	G
P76469	0	0	0	B
P76470	0	0	0	B
P76471	1	1	2	H;13,68
P76474	0	0	0	B
P76498	0	0	0	G
P76499	0	0	0	G
P76500	0	0	0	G
P76501	0	0	0	G
P76520	0	0	0	G
P76521	0	0	0	B
P76536	1	1	2	A;1
P76538	0	0	0	B
P76540	0	0	0	A
P76551	0	0	0	B
P76562	0	0	0	B
P76569	1	0	1	A;4,18
P76573	0	0	0	G
P76575	1	0	1	A;2,16
P76621	1	0	1	A;1,07
P76655	0	0	0	H
P76656	0	0	0	G
P76657	0	0	0	B
P76773	0	0	0	H
P76909	0	1	1	F1
P77031	0	0	0	B
P77044	0	0	0	A
P77091	0	0	0	B
P77129	0	0	0	A
P77148	0	0	0	A
P77154	0	0	0	A
P77156	0	0	0	B
P77161	0	0	0	A
P77165	0	0	0	G
P77171	1	1	2	A;0,47;0,29
P77172	0	0	0	B
P77179	0	1	1	B
P77180	0	0	0	B
P77182	1	0	1	A;0,17;0,27
P77183	0	0	0	A
P77187	0	0	0	A
P77188	0	0	0	G
P77196	0	0	0	G
P77211	0	0	0	I
P77212	0	0	0	A
P77215	0	0	0	A
P77219	0	0	0	B
P77221	0	0	0	A
P77231	0	0	0	B
P77234	0	0	0	A
P77243	0	0	0	A
P77245	0	0	0	B
P77249	0	0	0	G
P77252	1	0	1	A;0,36;1,15
P77256	0	0	0	G
P77263	0	0	0	G
P77268	0	0	0	F1
P77272	0	1	1	B
P77288	0	0	0	G
P77294	0	0	0	G
P77295	0	0	0	A
P77297	0	0	0	A
P77301	0	1	1	A
P77302	0	1	1	A
P77306	0	0	0	B
P77307	1	1	2	B;2,16
P77308	0	0	0	B
P77309	0	0	0	B
P77315	0	0	0	B
P77316	0	0	0	B
P77318	1	1	2	G;0,75
P77319	0	0	0	A
P77324	0	0	0	G
P77329	0	0	0	B
P77333	0	1	1	B
P77339	0	0	0	I
P77348	0	1	1	G
P77357	0	0	0	A
P77364	0	0	0	A
P77366	0	0	0	A
P77374	0	0	0	F2
P77375	0	0	0	G
P77379	0	0	0	B
P77389	0	0	0	B
P77390	0	0	0	A
P77393	0	0	0	A
P77395	1	1	2	A;9
P77397	0	0	0	B
P77400	0	0	0	B
P77409	0	0	0	B
P77416	0	0	0	B
P77423	0	0	0	A
P77425	0	0	0	A
P77432	0	0	0	A
P77433	1	1	2	A;0,31
P77437	0	0	0	B
P77439	0	0	0	F1
P77445	0	0	0	A
P77453	0	0	0	A
P77454	0	0	0	A
P77463	0	0	0	B
P77468	0	0	0	H
P77485	1	1	2	B;1,42
P77489	0	0	0	G
P77495	0	0	0	A
P77503	0	0	0	A
P77504	0	1	1	B
P77506	0	0	0	B
P77519	0	0	0	G
P77529	1	1	2	B;2,98
P77536	1	0	1	A;0,35
P77541	0	0	0	B
P77549	0	1	1	B
P77554	0	0	0	G
P77562	1	1	2	I;2,16
P77564	0	0	0	A
P77569	0	1	1	A
P77580	0	0	0	A
P77588	0	0	0	G
P77589	0	0	0	B
P77599	0	0	0	G
P77608	0	0	0	A
P77610	0	0	0	B
P77611	1	1	2	F1;0,11
P77615	0	0	0	A
P77616	0	0	0	H
P77622	0	0	0	F1
P77624	0	0	0	A
P77626	0	0	0	A
P77627	0	0	0	A
P77646	0	0	0	A
P77649	0	1	1	A
P77650	0	0	0	A
P77668	0	0	0	A
P77674	0	0	0	A
P77690	0	1	1	A
P77694	0	0	0	H
P77700	0	0	0	A
P77704	0	0	0	A
P77712	0	0	0	A
P77716	0	0	0	B
P77717	1	1	2	I;5,31;157,49
P77718	1	1	2	A_trl;2,65;1,05
P77730	0	1	1	A
P77731	0	0	0	A
P77732	0	0	0	A
P77733	0	0	0	B
P77736	0	1	1	A
