Accession number	ECK	Gene	Protein name	emPAI Value	mRNA expression level	Copy number per cell	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
JW1863	ECK1875	cutC	copper homeostasis protein	0,36	-	-	16,53	2	196	0	0,016	GO:0005737 cytoplasm
JW0944	ECK0952	yccF	conserved inner membrane protein	9	0,19	1,93	22	3	195	3	0,777	0
JW2505	ECK2517	sseA	3-mercaptopyruvate sulfurtransferase	1,15	9,73	199,06	23,49	5	195	0	-0,083	0
JW1316	ECK1319	tyrR	DNA-binding transcriptional dual regulator, tyrosine-binding	0,36	0,33	22,71	10,53	4	194	0	-0,208	GO:0005737 cytoplasm
JW0932	ECK0940	uup	fused predicted transporter subunits -!- ATP-binding components of ABC superfamily	0,27	0,63	54,08	9,13	4	194	0	-0,467	GO:0005737 cytoplasm
JW4346	ECK4375	deoB	phosphopentomutase	0,33	2,17	358,47	8,85	3	194	0	-0,271	0
JW1715	ECK1724	yniB	predicted inner membrane protein	9	0,53	1,93	17,42	4	191	3	0,504	0
JW0662	ECK0664	nagC	DNA-binding transcriptional dual regulator	0,37	0,72	8,47	12,56	4	191	0	-0,006	GO:0005737 cytoplasm
JW1267	ECK1269	cysB	DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding	0,87	0,32	50,89	20,06	6	191	0	-0,077	GO:0005737 cytoplasm
JW2571	ECK2585	kgtP	alpha-ketoglutarate transporter	1,15	1,24	1,37	6,02	3	190	12	0,617	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0712	ECK0711	sdhD	succinate dehydrogenase, membrane subunit, binds cytochrome b556	99	3,87	4	17,39	3	190	3	1,369	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0740	ECK0746	galK	galactokinase	1,15	2	165,27	15,97	5	190	0	-0,105	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1718	ECK1727	ydjN	predicted transporter	2,98	0,54	1,63	10,58	4	189	9	0,816	0
JW0078	ECK0081	fruR	DNA-binding transcriptional dual regulator	1	0,51	54,08	16,17	5	189	0	-0,346	GO:0005737 cytoplasm
JW3662	ECK3677	yidE	predicted transporter	1,42	1	1,43	6,33	5	188	10	0,694	0
JW1224	ECK1231	galU	glucose-1-phosphate uridylyltransferase	1,15	3,68	550	23,84	4	188	0	0,031	GO:0030113 capsule (sensu Bacteria)
JW2773	ECK2797	fucI	L-fucose isomerase	0,56	0,18	9,44	10,83	5	187	0	0.000	0
JW0590	ECK0591	cstA	carbon starvation protein	0,78	5,04	1,27	5,85	4	186	18	0,782	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1266	ECK1268	topA	DNA topoisomerase I, omega subunit	0,17	0,82	55,45	4,86	4	186	0	-0,609	GO:0005737 cytoplasm
JW2026	ECK2035	rfbB	dTDP-glucose 4,6 dehydratase, NAD(P)-binding	0,52	1,14	496,91	16,07	4	186	0	-0,449	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0851	ECK0858	ybjR	predicted amidase and lipoprotein	0,64	-	-	16,67	3	185	0	-0,339	0
JW2962	ECK2988	hybC	hydrogenase 2, large subunit	0	0,51	39	10,23	4	184	0	0.000	GO:0019866 inner membrane
JW0661	ECK0663	nagD	UMP phosphatase	0,87	0,25	115,26	24	3	184	0	0,109	0
JW3264	ECK3289	rpmD	50S ribosomal subunit protein L30	9	7,55	6374,36	76,27	5	184	0	-0,137	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5837	ECK2081	yegR	predicted protein	2,16	-	-	42	4	183	0	0.000	0
JW4025	ECK4057	yjcD	predicted permease	0,93	0,87	1,31	6,68	2	181	13	1,121	0
JW3863	ECK3885	fdoI	formate dehydrogenase-O, cytochrome b556 subunit	1,68	2,61	1,48	9,48	3	181	4	0,499	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0966	ECK0974	yccZ	predicted exopolysaccharide export protein	0,58	-	-	18,21	4	181	0	-0,138	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW1805	ECK1814	yoaE	fused predicted membrane proteins	0,64	-	1,21	6,76	3	180	7	0,452	GO:0009274 cell wall (sensu Bacteria)
JW3315	ECK3340	yheS	fused predicted transporter subunits -!- ATP-binding components of ABC superfamily	0,28	0,17	26,45	5,97	3	180	0	-0,463	GO:0005737 cytoplasm
JW5431	ECK2703	gutQ	predicted phosphosugar-binding protein	0,62	0,93	76,29	11,84	4	180	0	0,144	GO:0030113 capsule (sensu Bacteria)
JW0658	ECK0653	miaB	isopentenyl-adenosine A37 tRNA methylthiolase	0,37	1,89	432,99	12	4	180	0	-0,378	GO:0005737 cytoplasm
JW0818	ECK0824	yliF	predicted diguanylate cyclase	0,82	-	1,28	16,74	5	179	2	0,144	0
JW0887	ECK0895	focA	formate transporter	20,54	1,33	2,16	9,12	3	179	6	0,772	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1531	ECK1531	dcp	dipeptidyl carboxypeptidase II	0,32	0,29	94,72	4,41	4	179	0	-0,331	0
JW2659	ECK2678	mprA	DNA-binding transcriptional regulator	1,31	1,29	196	24,43	4	179	0	-0,638	GO:0005737 cytoplasm
JW4020	ECK4051	ssb	Single-stranded DNA-binding protein	1,15	3,08	300,32	14,61	2	179	0	-0,708	GO:0005737 cytoplasm
JW3152	ECK3174	rpmA	50S ribosomal subunit protein L27	9	4,59	8598,07	34,12	3	179	0	-0,638	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3582	ECK3597	cysE	serine acetyltransferase	0,64	1,07	44,02	15,38	3	178	0	0,002	GO:0005737 cytoplasm
JW1370	ECK1371	uspF	stress-induced protein, ATP-binding protein	0,78	4,39	540	18,06	2	178	0	0,022	0
JW3275	ECK3300	rplP	50S ribosomal subunit protein L16	6	5,43	563,11	38,97	4	178	0	-0,384	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW4086	ECK4118	dcuS	sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration	0,45	0,26	1,12	12	5	177	2	-0,109	GO:0009274 cell wall (sensu Bacteria)
JW0459	ECK0464	dnaX	DNA polymerase III/DNA elongation factor III, tau and gamma subunits	0,16	2,11	7,99	4,04	3	176	0	-0,258	GO:0005737 cytoplasm
JW0804	ECK0810	ybiT	fused predicted transporter subunits -!- ATP-binding components of ABC superfamily	0,23	0,39	52,26	7,92	3	176	0	-0,381	GO:0005737 cytoplasm
JW0230	ECK0241	crl	DNA-binding transcriptional regulator	1,51	1,44	181,53	22,56	4	176	0	-0,511	GO:0009289 fimbria -!- GO:0005737 cytoplasm
JW2236	ECK2234	glpB	sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit	0,83	-	-	17,42	5	176	0	0,062	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1849	ECK1861	ruvB	ATP-dependent DNA helicase, component of RuvABC resolvasome	0,62	0,24	-	17,86	4	176	0	-0,089	GO:0005737 cytoplasm
JW1629	ECK1633	tyrS	tyrosyl-tRNA synthetase	0,27	3,62	514,33	6,13	2	175	0	-0,334	GO:0005737 cytoplasm
JW0749	ECK0755	ybhA	predicted hydrolase	3,64	1	596,53	18,38	4	175	0	-0,126	0
JW3612	ECK3627	rpmB	50S ribosomal subunit protein L28	4,18	7,03	1104,73	32,05	4	174	0	-0.001	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1081	ECK1081	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II	0,62	2,02	398	11,38	4	173	0	0,002	GO:0005737 cytoplasm
JW2273	ECK2272	nuoL	NADH:ubiquinone oxidoreductase, membrane subunit L	1	3,94	1,33	6,36	3	172	16	0,868	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3823	ECK3839	pepQ	proline dipeptidase	0,47	3,47	233,11	10,84	4	171	0	-0,241	0
JW5353	ECK2118	yehU	predicted sensory kinase in two-component system with YehT	0,41	1,43	1,09	8,02	4	170	6	0,175	0
JW5550	ECK3959	murI	glutamate racemase	0,85	0,59	27,85	15,44	4	170	0	0,187	GO:0009274 cell wall (sensu Bacteria)
JW5854	ECK3820	yigL	predicted hydrolase	1	-	73,59	21,05	3	170	0	-0,185	0
JW1998	ECK2010	yeeZ	predicted epimerase, with NAD(P)-binding Rossmann-fold domain	0,97	1,97	131,26	24,45	5	170	0	0.000	0
JW0599	ECK0600	ahpF	alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding	0,47	-	431,71	14	5	170	0	-0,123	0
JW3269	ECK3294	rpsN	30S ribosomal subunit protein S14	2,73	15,83	2.128	36,63	3	170	0	-0,795	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW2833	ECK2861	ygeR	Tetratricopeptide repeat transcriptional regulator	0,83	0,37	-	22,31	5	170	0	-0,254	GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW0915	ECK0923	pepN	aminopeptidase N	0,25	1,52	142,33	5,86	5	169	0	-0,325	0
JW1225	ECK1232	hns	global DNA-binding transcriptional dual regulator H-NS	1,03	19,14	578,35	35,04	4	169	0	-0,751	GO:0019861 flagellum -!- GO:0005737 cytoplasm
JW3997	ECK4029	malM	maltose regulon periplasmic protein	1,51	1	308,96	10,46	4	168	0	-0,021	GO:0042597 periplasmic space
JW3601	ECK3616	rfaJ	UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase	0,82	0,83	1,28	16,57	5	166	1	-0,152	0
JW4166	ECK4204	cycA	D-alanine/D-serine/glycine transporter	1,15	0,18	1,37	5,96	3	165	12	0,831	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1899	ECK1913	uvrY	DNA-binding response regulator in two-component regulatory system with BarA	1,93	0,62	17,54	35,78	6	165	0	-0,056	0
JW0022	ECK0024	rpsT	30S ribosomal subunit protein S20	9	2,49	12491,64	43,68	4	165	0	-0,705	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW2883	ECK2912	argP	DNA-binding transcriptional activator, replication initiation inhibitor	0,58	0,17	-	13,47	3	165	0	-0,173	GO:0005737 cytoplasm
JW3941	ECK3965	birA	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase -!- DNA-binding transcriptional repressor, bio-5'-AMP-binding	0,44	0,39	13,27	16,51	3	164	0	-0,031	GO:0005737 cytoplasm
JW1077	ECK1077	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III	1,05	1,61	339,99	16,09	4	164	0	0,143	GO:0005737 cytoplasm
JW2100	ECK2106	mrp	antiporter inner membrane protein	1,05	1	289,95	14,63	4	163	0	-0,002	0
JW2054	ECK2063	yegD	predicted chaperone	0,37	0,28	-	9,78	3	162	0	-0,118	0
JW3578	ECK3593	lldP	L-lactate permease	0,58	0,08	1,67	5,99	2	161	12	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2338	ECK2335	yfcX	fused enoyl-CoA hydratase-!-epimerase-!-isomerase -!- 3-hydroxyacyl-CoA dehydrogenase, subunit of anaerobic fatty acid oxidation complex	0,25	0,39	-	5	4	161	0	0.000	0
JW0438	ECK0442	mdlA	fused predicted multidrug transporter subunits -!- ATP-binding components of ABC superfamily	0,49	1,55	1,14	6,27	4	160	6	0,085	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5330	ECK2008	yeeF	predicted amino-acid transporter	2,73	-	1,89	9,73	4	160	12	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5156	ECK1076	plsX	fatty acid/phospholipid synthesis protein	0,62	1,03	-	15,73	4	160	0	0,113	0
JW0649	ECK0647	gltJ	glutamate and aspartate transporter subunit -!- membrane component of ABC superfamily	1,15	0,25	1,37	17,48	3	159	5	0,605	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3243	ECK3269	yrdC	dsRNA-binding protein	0,58	0,32	27,85	21,05	3	159	0	-0,057	0
JW2078	ECK2087	gatA	galactitol-specific enzyme IIA component of PTS	1,15	24,44	596,53	29,25	2	159	0	-0,056	0
JW0179	ECK0183	dnaE	DNA polymerase III alpha subunit	0,17	0,42	-	4,31	5	158	0	-0,241	GO:0005737 cytoplasm
JW3161	ECK3183	yrbE	predicted toluene transporter subunit-!- membrane component of ABC superfamily	2,16	0,25	1,54	11,92	3	157	5	0,847	0
JW5298	ECK1825	yobH	predicted protein	9	0,13	1,93	41,77	3	157	1	0,601	0
JW5713	ECK4031	ubiC	chorismate pyruvate lyase	1,31	1	41,26	23,64	4	157	0	-0,155	GO:0005737 cytoplasm
JW2889	ECK2918	yggE	conserved protein	1,31	0,98	1446,53	17,89	4	157	0	-0,252	0
JW5878	ECK2532	csiE	stationary phase inducible protein	0,26	1,17	-	7,98	2	157	0	-0,231	0
JW5184	ECK1179	cvrA	predicted cation/proton antiporter	0,78	-	1,27	7,27	3	156	11	0,668	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0130	ECK0133	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	1,68	2,02	1104,73	15,91	3	156	0	0,138	GO:0005737 cytoplasm
JW0723	ECK0722	cydB	cytochrome d terminal oxidase, subunit II	3,64	2,91	2,22	10	4	155	8	0,658	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5309	ECK1876	yecM	predicted metal-binding enzyme	0,58	0,44	27,85	19,15	2	155	0	0.000	0
JW3465	ECK3483	prlC	oligopeptidase A	0,25	1,36	161,74	11,62	4	155	0	-0,416	0
JW5448	ECK2805	ygdI	predicted protein	4,62	0,96	1,75	41,33	3	154	1	-0,523	0
JW5641	ECK3631	ttk	division inhibitor	0,78	0,55	74,94	14,65	2	154	0	-0,306	0
JW0108	ECK0111	aroP	aromatic amino acid transporter	1,68	0,15	1,48	5,47	3	153	12	0,812	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2986	ECK3009	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	1,03	0	1,69	12,24	3	153	1	0,073	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0427	ECK0431	clpP	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	4,18	3	791,36	29	5	153	0	-0,154	GO:0005737 cytoplasm
JW3153	ECK3175	rplU	50S ribosomal subunit protein L21	1,68	6,88	791,36	29,13	3	153	0	-0,369	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5062	ECK0451	ylaB	conserved inner membrane protein	0,37	0,58	1,06	4,84	3	152	2	-0,136	0
JW1175	ECK1174	nhaB	sodium:proton antiporter	1,03	0	1,34	8	4	152	12	0,806	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5380	ECK2318	trmC	fused 5-methylaminomethyl-2-thiouridine forming enzyme methyltransferase -!- FAD-dependent demodification enzyme	0,27	1,42	8,47	7,19	3	152	0	0.000	0
JW1698	ECK1706	nlpC	predicted lipoprotein	1,31	0,29	-	35,71	4	152	0	-0,292	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4028	ECK4060	actP	acetate transporter	1	0,86	1,33	5,28	3	151	13	0,793	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2389	ECK2388	nupC	nucleoside (except guanosine) transporter	2,16	1,93	1,54	9	3	151	8	0,903	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0003	ECK0004	thrC	threonine synthase	0,32	1,16	81,25	12,38	3	151	0	-0,097	GO:0005737 cytoplasm
JW4352	ECK4381	radA	predicted repair protein	0	0,46	9,44	7,83	3	150	0	0,038	0
JW0168	ECK0172	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	0,35	1	17,07	10	3	150	0	0.000	0
JW5344	ECK2090	fbaB	fructose-bisphosphate aldolase class I	0,62	1,31	76,29	14,57	4	150	0	-0,148	0
JW3278	ECK3303	rpsS	30S ribosomal subunit protein S19	2,98	10,63	15625,86	36,96	3	150	0	-0.001	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW2598	ECK2613	smpA	small membrane lipoprotein	99	0,41	-	48,67	2	150	0	-0,087	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5382	ECK2346	yfdI	"CPS-53 (KpLE1) prophage; predicted inner membrane protein"	0,44	1	1,11	9	3	149	10	0,488	0
JW2486	ECK2497	ppk	polyphosphate kinase, component of RNA degradosome	0,24	1,13	7,02	7,85	5	149	0	-0,341	0
JW0685	ECK0685	kdpB	potassium translocating ATPase, subunit B	0,24	0,28	0,94	6,89	3	148	7	0,358	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0795	ECK0799	glnP	glutamine transporter subunit -!- membrane component of ABC superfamily	1,51	0,44	1,44	17,35	4	148	3	0,877	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1084	ECK1084	tmk	thymidylate kinase	0,85	0,36	40,34	26,76	4	148	0	-0,202	0
JW1650	ECK1654	purR	DNA-binding transcriptional repressor, hypoxanthine-binding	0,25	1	92,03	6,74	2	148	0	0.000	GO:0005737 cytoplasm
JW0781	ECK0786	rhlE	RNA helicase	0,27	0,71	-	9,25	3	148	0	-0,506	0
JW3605	ECK3620	rfaP	kinase that phosphorylates core heptose of lipopolysaccharide	0,52	0,67	11,36	14,72	4	147	0	-0,275	GO:0019866 inner membrane
JW2023	ECK2032	rfbC	dTDP-4-deoxyrhamnose-3,5-epimerase	1,03	1,05	33,42	27,57	4	147	0	-0,204	GO:0005737 cytoplasm -!- GO:0005737 cytoplasm
JW3142	ECK3164	secG	preprotein translocase membrane subunit	315,23	0,92	3	30	4	146	2	0,375	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3811	ECK3828	yigP	conserved protein	1,37	0,73	37,12	19	3	146	0	0,021	0
JW3268	ECK3293	rpsH	30S ribosomal subunit protein S8	1,61	11,32	727,17	33,08	4	146	0	0.000	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0797	ECK0801	dps	Fe-binding and storage protein	1,15	13,68	1302,81	20,36	3	146	0	-0,214	GO:0005737 cytoplasm
JW0227	ECK0238	pepD	aminoacyl-histidine dipeptidase (peptidase D)	0,45	3,93	941,79	10	4	145	0	-0,146	GO:0005737 cytoplasm
JW1236	ECK1238	oppB	oligopeptide transporter subunit -!- membrane component of ABC superfamily	4,18	3,28	2	19,61	5	144	6	0,767	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3393	ECK3416	glgC	glucose-1-phosphate adenylyltransferase	0,41	0,79	54,08	12,76	4	143	0	-0,267	GO:0005737 cytoplasm
JW1216	ECK1219	narH	nitrate reductase 1, beta (Fe-S) subunit	0,31	1,39	66	7,42	4	143	0	-0,477	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1212	ECK1215	narL	DNA-binding response regulator in two-component regulatory system with NarX (or NarQ)	1,78	1,57	521,98	25	4	143	0	-0,153	GO:0005737 cytoplasm
JW3584	ECK3599	secB	protein export chaperone	2,98	9,85	2585,84	20	3	143	0	-0,188	GO:0005737 cytoplasm
JW2796	ECK2824	lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	1,37	-	1,57	17,87	3	141	5	0,444	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3129	ECK3148	yhbW	predicted enzyme	0,64	0,46	18,96	14,63	3	141	0	-0,166	0
JW5608	ECK3749	yieP	predicted transcriptional regulator	1,37	0,84	99,64	19,13	3	141	0	-0,079	0
JW1803	ECK1812	sdaA	L-serine deaminase I	0,78	0,35	117,04	9,69	4	141	0	-0,051	0
JW3607	ECK3622	rfaQ	lipopolysaccharide core biosynthesis protein	0,41	0,33	-	14,24	3	141	0	-0,164	GO:0019866 inner membrane
JW3150	ECK3172	obgE	GTPase involved in cell partioning and DNA repair	0,23	0,22	85,75	9,74	2	140	0	-0,452	0
JW2173	ECK2179	rplY	50S ribosomal subunit protein L25	1,37	4	5385,32	45,74	3	139	0	-0,468	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1714	ECK1723	yniA	predicted phosphotransferase/kinase	0,64	1,67	30,64	15,03	3	138	0	-0,314	0
JW2875	ECK2902	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	0,33	0,64	-	18,37	3	138	0	0,023	0
JW1214	ECK1217	narK	nitrate/nitrite transporter	1	7,54	1,33	6,26	2	137	12	0,678	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5578	ECK3837	fadA	3-ketoacyl-CoA thiolase (thiolase I)	0,31	1,69	24,12	7,75	2	137	0	0,131	GO:0005737 cytoplasm
JW2662	ECK2681	luxS	S-ribosylhomocysteinase	1,15	1,13	596,53	22,81	4	137	0	-0,323	0
JW0800	ECK0804	ybiP	predicted hydrolase, inner membrane	0,55	-	1,17	10,82	4	136	4	-0,117	GO:0009274 cell wall (sensu Bacteria)
JW2362	ECK2361	dsdX	predicted transporter	0,78	-	1,27	3,82	2	136	12	1,122	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5856	ECK3773	trxA	thioredoxin 1	1,15	2,04	1909,42	25,69	2	136	0	0,025	0
JW2647	ECK2666	ygaM	predicted protein	1,37	4,32	1,81	29	3	135	1	-0,501	0
JW0513	ECK0517	lpxH	UDP-2,3-diacylglucosamine pyrophosphatase	0,64	-	-	11,25	3	135	0	0,004	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria)
JW2183	ECK2187	ccmG	periplasmic thioredoxin of cytochrome c-type biogenesis	13,68	-	2,05	24,32	4	134	1	-0,188	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0092	ECK0095	ftsA	ATP-binding cell division protein involved in recruitment of FtsK to Z ring	0,58	4,44	84	18	3	134	0	-0,025	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0047	ECK0049	folA	dihydrofolate reductase	4,62	0,85	208,24	37,11	4	134	0	-0,294	0
JW1218	ECK1221	narI	nitrate reductase 1, gamma (cytochrome b(NR)) subunit	0,93	1,06	1,31	4,44	2	133	5	0,575	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4313	ECK4340	hsdR	endonuclease R	0,08	1,52	4,08	2,53	3	133	0	-0,489	GO:0005737 cytoplasm
JW0863	ECK0870	macB	fused macrolide transporter subunits -!- ATP-binding component and membrane component of ABC superfamily	0,23	0	0,93	6,79	3	132	4	0,129	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0409	ECK0413	yajO	predicted oxidoreductase, NAD(P)-binding	1	0,79	34,35	12,96	3	132	0	-0,404	0
JW4340	ECK4369	yjjU	predicted esterase	0,27	0,43	-	9,52	2	132	0	-0,152	0
JW5513	ECK3074	ygjO	predicted methyltransferase small domain	0,26	-	-	6,08	2	132	0	-0,181	0
JW2927	ECK2955	yggH	tRNA (m7G46) methyltransferase, SAM-dependent	2,16	0,82	64,08	20,92	4	131	0	-0,397	0
JW3664	ECK3679	ibpA	heat shock chaperone	1,37	0,59	146,75	24,82	3	130	0	-0,525	0
JW5089	ECK0623	lipB	lipoyl-protein ligase	1,31	0,37	-	15,96	3	130	0	-0,178	0
JW4311	ECK4338	hsdS	specificity determinant for hsdM and hsdR	0,16	0,52	17,07	6,03	2	129	0	-0,261	GO:0005737 cytoplasm
JW1176	ECK1175	fadR	DNA-binding transcriptional dual regulator	1	1,84	109,47	15,48	3	129	0	-0,283	GO:0005737 cytoplasm
JW2167	ECK2173	yejE	predicted oligopeptide transporter subunit -!- membrane component of ABC superfamily	0,43	-	1	7,04	2	128	6	0,378	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2904	ECK2932	speB	agmatinase	0,64	1	229,62	18,63	3	128	0	-0,105	0
JW1163	ECK1162	minE	cell division topological specificity factor	1,68	1,69	1104,73	40,91	3	128	0	-0,294	GO:0005737 cytoplasm
JW1271	ECK1274	yciS	conserved inner membrane protein	999	0,47	3,22	22,55	2	127	2	0.001	0
JW2205	ECK2210	rcsB	DNA-binding response regulator in two-component regulatory system with RcsC and YojN	0,47	-	596,53	15,28	2	127	0	0,021	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5042	ECK0307	ykgG	predicted transporter	0,31	-	-	10,39	2	127	0	-0,135	0
JW0764	ECK0770	moaA	molybdopterin biosynthesis protein A	0,21	3,37	-	8,21	2	127	0	-0,354	0
JW2454	ECK2465	acrD	aminoglycoside/multidrug efflux system	0,12	-	0,76	3	2	126	11	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5258	ECK1580	ynfC	predicted protein	1,31	0,29	-	31,78	4	126	0	-0,411	0
JW1018	ECK1021	ycdY	conserved protein	1,15	0,25	224,39	19,02	3	125	0	-0,166	0
JW0867	ECK0875	infA	translation initiation factor IF-1	2,16	2	2308,02	47,22	2	125	0	-0,354	GO:0005737 cytoplasm
JW0147	ECK0150	fhuC	iron-hydroxamate transporter subunit -!- ATP-binding component of ABC superfamily	1	-	-	12	3	125	0	0,015	GO:0005737 cytoplasm
JW3911	ECK3932	metL	fused aspartokinase II -!- homoserine dehydrogenase II	0,15	0,32	25,99	6	3	124	0	-0,101	0
JW3134	ECK3154	rpsO	30S ribosomal subunit protein S15	1,68	2,94	791,36	25,84	3	124	0	-0,673	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3040	ECK3058	ygjF	G/U mismatch-specific DNA glycosylase	1,15	0,55	-	27,38	4	124	0	-0,298	GO:0005737 cytoplasm
JW2243	ECK2242	yfaY	conserved protein	0,23	0	25,05	10,75	2	123	0	-0,055	0
JW0046	ECK0048	kefC	potassium:proton antiporter	0,39	-	1,08	5,97	4	122	13	0,457	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5300	ECK1830	proQ	predicted structural transport element	1	0,98	459,44	11,64	3	122	0	-0,776	0
JW0895	ECK0903	ihfB	integration host factor (IHF), DNA-binding protein, beta subunit	0,93	8,45	1104,73	22,34	2	121	0	-0,784	GO:0005737 cytoplasm
JW5604	ECK3770	rep	DNA helicase and single-stranded DNA-dependent ATPase	0,11	0,34	13,75	3,57	2	120	0	-0,408	GO:0005737 cytoplasm
JW2795	ECK2823	thyA	thymidylate synthetase	0,43	0,28	220	9,09	2	120	0	-0,382	GO:0005737 cytoplasm
JW4113	ECK4148	frdC	fumarate reductase (anaerobic), membrane anchor subunit	5,81	1,44	1,81	19,85	4	119	3	0,554	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5196	ECK1261	yciO	conserved protein	0,67	1,37	118,82	13,11	2	119	0	-0,311	0
JW5304	ECK1857	yebA	predicted peptidase	0,36	-	1,06	7,73	4	118	1	-0,458	0
JW5790	ECK4342	yjiA	predicted GTPase	0,58	1,67	110,81	10,69	3	118	0	-0,085	0
