EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG13869	ghrA	ECK1019	P75913	b1033	Null	g87081824	JW5146	3503	EB3628	aa	OK; Verified[0]	312	Clockwise	1097109	1098047	23.65	ycdW	Glyoxylate/Hydroxypyruvate Reductase	Glyoxylate/hydroxypyruvate reductase A; activity higher on glyoxylate than hydroxypyruvate	Null	35343.42
EG13870	ycdX	ECK1020	P75914	b1034	Null	g1787271	JW1017	3508	EB3629	aa	OK	245	Clockwise	1098102	1098839	23.67	Null	Systematic nomenclature	Putative phosphoesterase; structure reveals a trinuclear zinc active site	Like Pol III alpha (DnaE), YcdX has a PHP domain.	26890.51
EG13871	ycdY	ECK1021	P75915	b1035	Null	g1787272	JW1018	3511	EB3630	aa	OK	184	Clockwise	1098863	1099417	23.68	Null	Systematic nomenclature	Putative redox enzyme maturation protein (REMP), function unknown; putative TAT signal peptide binding protein and co-factor insertion chaperone; required for swarming phenotype	torD, dmsD and ycdY are paralogs. Overexpressed YdcY and DmsD interfere with apoTorA maturation by TorD, independent of the TorA signal peptide (Ilbert, 2004).	20724.35
EG13872	ycdZ	ECK1022	P75916	b1036	Null	g87081825	JW5147	3514	EB3631	aa	ALT_INIT[-16]	163	Clockwise	1099519	1100010	23.70	Null	Systematic nomenclature	Inner membrane protein, DUF1097 family, function unknown	Null	17074.42
EG13873	ymdA	ECK1030	P75917	b1044	Null	g1787281	JW1031	3545	EB3632	aa	OK	103	Clockwise	1104637	1104948	23.81	Null	Systematic nomenclature	Function unknown, pfam00419 family, fimbrial protein	The first 22 aa are predicted to be a type I signal peptide. This class of fimbrial proteins are predicted to be involved in pilus length regulation and adhesion.	11194.00
EG13874	ymdB	ECK1031	P0A8D6	b1045	Null	g1787283	JW1032	3549	EB3633	aa	OK	177	Clockwise	1105043	1105576	23.82	Null	Systematic nomenclature	RNase III inhibitor during cold shock	RpoS regulon. YmdB binds directly to RNase III ( Kim, 2008). UPF0189 family.	18880.38
EG13875	ymdC	ECK1032	P75919	b1046	Null	g87081826	JW5150	3551	EB3634	aa	ALT_INIT[-20]	473	Clockwise	1105578	1106999	23.83	Null	Systematic nomenclature	Function unknown	Null	53665.93
EG13876	opgC	ECK1033	P75920	b1047	CG62454	g1787285	JW1034	3553	EB3635	aa	OK	385	Counterclockwise	1107007	1108164	23.86	mdoC;ymdD	Osmoregulated periplasmic glucans	Succinylation of osmoregulated periplasmic glucans (OPGs); membrane protein	The opg genes were originally called mdo because the osmoregulated periplasmic glucans (OPGs) were originally called membrane-derived oligosaccharides.	44690.39
EG13877	cspI	ECK1546	P0A986	b1552	Null	g1787834	JW1544	5183	EB3636	aa	OK	70	Counterclockwise	1636479	1636691	35.27	cspJ	Cold shock protein	Cold shock protein, Qin prophage; cold shock inducible	Null	7683.74
EG13878	mdtH	ECK1050	P69367	b1065	Null	g87081828	JW1052	3618	EB3637	aa	ALT_INIT[-10]	402	Counterclockwise	1123341	1124549	24.21	yceL	Multidrug transporter	Multidrug resistance efflux transporter; overexpression resistance to norfloxacin and enoxacin	Major Facilitator Superfamily (MFS). 	44363.19
EG13879	yceM	ECK1053	P75931	b1068	Null	g1787307	JW1055	3627	EB3638	aa	OK	307	Clockwise	1126029	1126952	24.27	mviM(S.t.);mviS(S.t.)	Systematic nomenclature	Predicted oxidoreductase, function unknown	yceM was identified as one of two ORFs adjacent to the flg locus in a region originally named mviS, then renamed mviN and mviM when sequenced; mviMN was thought to be required for mouse virulence in Salmonella, but the mviMN deletion in ST39 also removed flgM (Carsiotis, 1989). flgM was later shown to be able to complement the mviS phenotype, and thus flgM is the real mouse virulence gene mviS in this region of the Salmonella chromosome (Schmitt, 1994).	33681.52
EG13880	murJ	ECK1054	P0AF16	b1069	Null	g1787309	JW1056	3630	EB3639	aa	OK	511	Clockwise	1127062	1128597	24.29	mviN(S.t.);mviS(S.t.);yceN	Murein	Probable peptidoglycan lipid II flippase; required for murein synthesis	murJ(yceN) is an essential gene and conditional lethal mutants swell, burst and accumulate the murein intermediate polyprenyl diphosphate-N-acetylmuramic acid-(pentapeptide)-N-acetyl-glucosamine at the non-permissive temperature (Inoue, 2008). murJ(yceN) was identified as one of two ORFs adjacent to the flg locus in a region originally named mviS, then renamed mviN and mviM when sequenced; mviMN was thought to be required for mouse virulence in Salmonella, but the mviMN deletion in ST39 also removed flgM (Carsiotis, 1989). flgM was later shown to be able to complement the mviS phenotype, and thus flgM is the real mouse virulence gene in this region of the Salmonella chromosome not mviS (Schmitt, 1994).	55267.47
EG13881	sfmA	ECK0523	P0ABW5	b0530	Null	g87081753	JW0519	1825	EB3640	aa	ALT_INIT[-11]	180	Clockwise	557435	557977	12.01	fimA(S.t.)	Salmonella fimbriae	Function unknown, FimA homolog	Originally identified as a Salmonella fimbriae gene homolog.  One of 25 FimA homologs in EcoGene. First 23 aa are predicted to be a type I signal peptide.	18474.50
EG13882	sfmC	ECK0524	P77249	b0531	Null	g1786743	JW0520	1828	EB3641	aa	OK	230	Clockwise	558197	558889	12.03	fimC(S.t.)	Salmonella fimbriae	Periplasmic pilus chaperone	SfmC has Ig-like domains: pfam PF00345 aligns to N-terminal residues 32-145, and pfam PF02753 aligns to C-terminal residues 151-224. First 23 aa are a predicted type I signal peptide.	25457.66
EG13883	sfmD	ECK0525	P77468	b0532	Null	g1786744	JW0521	1830	EB3642	aa	OK	867	Clockwise	558920	561523	12.05	fimD(S.t.)	Salmonella fimbriae	Putative outer membrane fimbrial subunit export usher protein; function unknown	FimD family. First 35 aa are predicted to be a type I signal peptide.	95677.00
EG13884	sfmH	ECK0526	P75715	b0533	Null	g1786745	JW5071	1832	EB3643	aa	ALT_INIT[+2]	327	Clockwise	561559	562542	12.10	fimH(S.t.)	Salmonella fimbriae	Function unknown, FimA homolog	One of 25 FimA homologs in EcoGene. The first 24 aa are predicted to be a type I signal peptide.	35695.73
EG13885	iraM	ECK1147	P75987	b1160	Null	g1787407	JW1147	3893	EB3644	aa	OK	107	Counterclockwise	1210903	1211226	26.10	elb1;elbA;ycgW	Inhibitor of RssB activity during Magnesium starvation	RpoS stabilzer during Mg starvation, anti-RssB factor; anti-adapter protein	IraM(ElbA) is involved in isoprenoid biosynthesis (Hemmi, 1998). IraM is 40% identical to S. typhimurium RssC (Bougdour, 2008).	12133.48
EG13886	ycgE	ECK1149	P75989	b1162	Null	g1787409	JW1149	3900	EB3645	aa	OK	243	Counterclockwise	1212551	1213282	26.13	Null	Systematic nomenclature	Repressor of blue light-responsive genes; modulates biofilm with a YmgAB to RcsBCD relay	A lon ygcE double mutant is multidrug resistant and has lowered ompF (Duval, 2009). YcgE has a MerR-like HTH DNA binding domain. YcgE and its blue light-responsive anti-represssor YcgF control a regulon of eight small proteins, including the RcsBCD activators YmgAB (Tschowri, 2009).	28264.52
EG13887	ycgF	ECK1150	P75990	b1163	Null	g1787410	JW1150	3903	EB3646	aa	OK	403	Counterclockwise	1213487	1214698	26.15	Null	Systematic nomenclature	Anti-repressor for YcgE, blue light-responsive; cold shock gene, binds FAD	YcgF has an N-terminal blue light-responsive FAD-binding BLUF domain. YcgF has a C-terminal cyclic-di-GMP phosphodiesterase EAL domain, but does not degrade c-di-GMP, nor does c-di-GMP appear to regulate the YcgF-responsive genes (Tschowri, 2009). The cold-inducibility of ycgF is dependent on the presence of the pnp gene. 	45295.06
EG13888	ycgG	ECK1155	P75995	b1168	Null	g87081845	JW5174	3918	EB3647	aa	ALT_INIT[-14]	507	Clockwise	1216551	1218074	26.22	Null	Systematic nomenclature	Predicted cyclic-di-GMP phosphodiesterase, function unknown	Consistently co-purifies with the degradosome. AFMB Structural Genomics target No. 99 (http://afmb.cnrs-mrs.fr/article171.html). YcgG has a C-terminal putative cyclic-di-GMP phosphodiesterase EAL domain.	56905.95
EG13891	ycgJ	ECK1165	P76001	b1177	Null	g1787425	JW1166	3946	EB3650	aa	OK	122	Clockwise	1225823	1226191	26.42	Null	Systematic nomenclature	Function unknown, Fels-1 prophage protein family	First 24 aa are predicted to be a type I signal peptide, but there is also an alternate predicted cut site after residue 22.	13414.37
EG13892	pliG	ECK1166	P76002	b1178	Null	g1787426	JW1167	3948	EB3651	aa	OK	133	Counterclockwise	1226294	1226695	26.43	ycgK	Periplasmic lysozyme inhibitor of the g-type lysozyme	Inhibitor of g-type lysozyme, periplasmic	E. coli K-12 has three vertebrate lysozyme inhibitors, the two c-type (chicken) inhibitors membrane-bound MliC and periplamsic Ivy, and one g-type (goose) inhibitor PliG (Vanderkelen. 2010). First 22 aa are predicted to be a type I signal peptide. YcgK has an Ig-like domain: pfam PF004151 aligns to  residues 48-130.	14905.82
EG13893	ycgL	ECK1167	P0AB43	b1179	Null	g1787427	JW1168	3954	EB3652	aa	ALT_INIT[-11]	108	Clockwise	1226937	1227230	26.44	Null	Systematic nomenclature	Function unknown, UPF0745 family; low abundance protein	8/20 YcgL peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	11247.03
EG13894	ycgM	ECK1168	P76004	b1180	Null	g1787428	JW1169	3957	EB3653	aa	OK	219	Clockwise	1227302	1227961	26.45	Null	Systematic nomenclature	Function unknown	Null	23711.12
EG13895	ycgN	ECK1169	P0A8L5	b1181	Null	g87081852	JW5180	3960	EB3654	aa	ALT_INIT[-5]	153	Clockwise	1228038	1228499	26.47	Null	Systematic nomenclature	Function unknown	Null	17910.37
EG13896	cvrA	ECK1179	P76007	b1191	CG75883	g87081854	JW5184	3999	EB3655	aa	ALT_INIT[+42]	578	Counterclockwise	1239558	1241294	26.72	ycgO	Cell volume regulation	Required for growth at low osmolarity; similar to eukaryotic Na+/H+ exchangers, but not involved in Na+ extrusion; proposed to be involved in the regulation of cell volume	Null	62285.38
EG13897	emtA	ECK1181	P0C960	b1193	CG61107	g87081855	JW5821	4006	EB3656	aa	ALT_INIT[-38]	203	Clockwise	1242403	1243014	26.78	mltE;sltZ;ycgP	Endotype membrane-bound transglycosylase	Membrane-bound lytic transglycosylase E, lipoprotein; involved in limited murein hydrolysis	First 15 aa are a type II signal peptide. 	22226.55
EG13898	ldcA	ECK1180	P76008	b1192	Null	g1787441	JW1181	4002	EB3657	aa	OK	304	Counterclockwise	1241389	1242303	26.76	ycgQ	L,D-carboxypeptidase A	L,D-carboxypeptidase A; cytoplasmic protease that cleaves the terminal D-alanine from cytoplasmic muropeptides	LdcA mutants can lyse in stationary phase (Templin, 1999; Herve, 2007).	33567.47
EG13899	ycgR	ECK1182	P76010	b1194	Null	g1787443	JW1183	4009	EB3658	aa	OK	244	Counterclockwise	1243016	1243750	26.79	Null	Systematic nomenclature	Flagellar velocity braking protein, c-di-GMP-regulated	YcgR, with bound c-di-GMP, interacts with the FliG rotor, the FliM motor switch protein, and the MotA stator to impede flagellar rotation speed, acting as a molecular backstop brake limiting swimming velocity and ATP consumption (Boehm, 2010; Paul, 2010). Mutations in ycgR suppress the motility defects of hns and yhjH mutations (Ryjenkov, 2006; Girgis, 2007). YcgR contains a C-terminal PilZ domain, which binds cyclic-di-GMP; binding of cyclic-di-GMP is involved in motility regulation. FlhDC flagellar regulon.	27857.17
EG13900	dhaL	ECK1187	P76014	b1199	Null	g1787449	JW5186	4026	EB3659	aa	OK	210	Counterclockwise	1248348	1248980	26.91	dhaK2;ptsD;ycgS	Dihydroxyacetone	Dihydroxyacetone kinase, PTS-dependent ADP-binding subunit II; DhaK(2):DhaL:DhaM(2) complex	DhaL is similar to C-terminal half of single protein DHA kinases. Phosphoryl donor is DhaM, not ATP. DhaK is a activator of DhaR.	22631.75
EG13901	dhaK	ECK1188	P76015	b1200	Null	g87081857	JW5187	4029	EB3660	aa	ALT_INIT[-10]	356	Counterclockwise	1248991	1250061	26.92	dhaK1;ptsD;ycgT	Dihydroxyacetone	Dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit; DhaK(2):DhaL:DhaM(2) complex	DhaK is similar to N-terminal half of single protein DHA kinases. DhaK is a co-repressor of DhaR. Phosphoryl donor is DhaM, not ATP. His218 forms covalent hemiaminal linkage to dihydroxyacetone.	38215.21
EG13902	dhaR	ECK1189	P76016	b1201	Null	g87081858	JW5188	4033	EB3661	aa	ALT_INIT[-3]	639	Clockwise	1250289	1252208	26.95	ptsD;ycgU	Dihydroxyacetone	Transcription activator of the dhaKLM operon	DhaR is an auto-repressor of dhaR transcription. DhaL and DhaK are co-activator and co-repressor, respectively, of DhaR. AAA(+) family.	70561.84
EG13903	ycgV	ECK1190	P76017	b1202	Null	g1787452	JW1193	4035	EB3662	aa	OK	955	Counterclockwise	1252308	1255175	26.99	Null	Systematic nomenclature	Overexpression increases adhesion and biofilm formation; probable adhesin, function unknown	Null	99684.77
EG13904	yciS	ECK1274	P0ACV4	b1279	Null	g1787535	JW1271	4298	EB3663	aa	OK	102	Clockwise	1338267	1338575	28.84	Null	Systematic nomenclature	Inner membrane protein, function unknown	YciS is predicted to have two TM segments; the first segment may be erroneously predicted to be a type II signal peptide prediction.	11351.49
EG13905	yciT	ECK1279	P76034	b1284	Null	g1787540	JW1276	4312	EB3664	aa	OK	249	Counterclockwise	1341621	1342370	28.92	deoT	Systematic nomenclature	Global regulator of transcription, DeoR family	AFMB Structural Genomics target No. 52 (http://afmb.cnrs-mrs.fr/article171.html). yciT(deoT) and yciZ(deoL) are co-transcribed and constitute an operon (Elgrably-Weiss, 2006). deoT stands for deoR-Type based on its homology to DeoR, and deoL stands for deoT leader peptide (Elgrably-Weiss, 2006). However, deo is reserved for genes known to be involved in deoxyribose metabolism, so deoT and deoL are designated as synonyms. Additionally, there is no evidence that YciZ(DeoL) acts as a regulatory leader peptide or that it is expressed.	27602.61
EG13906	mpaA	ECK1322	P0ACV6	b1326	CG80363	g1787586	JW1319	4450	EB3665	aa	OK	242	Counterclockwise	1387894	1388622	29.91	ycjI	Murein peptide amidase A	Murein peptide amidase A; murein tripeptide hydrolysis, cleaves glutamyl-DAP bond	MpaA is probably the cytoplasmic enzyme responsible for the degardation of murein tripeptide that is not recycled.	26558.00
EG13907	puuP	ECK1291	P76037	b1296	Null	g87081869	JW1289	4362	EB3666	aa	ALT_INIT[-18]	461	Counterclockwise	1355826	1357211	29.22	ycjJ	PUtrescine Utilization	Putrescine importer	Null	50853.05
EG13908	puuA	ECK1292	P78061	b1297	Null	g87081870	JW5201	4365	EB3667	aa	ALT_INIT[-26]	472	Counterclockwise	1357514	1358932	29.26	ycjK	PUtrescine Utilization	gamma-Glutamylputrescine synthase, ATP-dependent; putrescine utilization pathway; glutamate-putrescine ligase	puuA is transiently induced after a cold shock.  AFMB Structural Genomics target No. 77 (http://afmb.cnrs-mrs.fr/article171.html).	53177.16
EG13909	puuD	ECK1293	P76038	b1298	Null	g87081871	JW1291	4369	EB3668	aa	ALT_INIT[-4]; Verified[0]	254	Clockwise	1359144	1359908	29.29	ycjL	PUtrescine Utilization	gamma-Glutamyl-GABA hydrolase, putrescine utilization pathway	C114 is the active site. Induced by putrescine.	28013.03
EG13910	ycjM	ECK1304	P76041	b1309	Null	g87081873	JW1302	4400	EB3669	aa	ALT_INIT[-9]	559	Clockwise	1368240	1369919	29.49	Null	Systematic nomenclature	Function unknown, homologous to sucrose phosphorylase	Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	64185.81
EG13911	ycjN	ECK1305	P76042	b1310	Null	g1787569	JW1303	4402	EB3670	aa	OK	430	Clockwise	1369933	1371225	29.53	Null	Systematic nomenclature	Lipoprotein, function unknown; predicted ABC transporter periplasmic binding protein	First 20 aa are a type II signal peptide. Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	46808.41
EG13912	ycjO	ECK1306	P0AFR7	b1311	Null	g1787570	JW1304	4405	EB3671	aa	OK	293	Clockwise	1371246	1372127	29.55	Null	Systematic nomenclature	Function unknown, probable ABC transporter permease	Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	33225.46
EG13913	ycjP	ECK1307	P77716	b1312	Null	g1787571	JW1305	4409	EB3672	aa	OK	280	Clockwise	1372114	1372956	29.57	Null	Systematic nomenclature	Function unknown, probable ABC transporter permease	Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	31250.34
EG13914	ycjQ	ECK1308	P76043	b1313	Null	g1787572	JW1306	4412	EB3673	aa	OK	350	Clockwise	1372987	1374039	29.59	Null	Systematic nomenclature	Function unknown, alcohol dehydrogenase homolog	Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	38216.52
EG13915	ycjR	ECK1309	P76044	b1314	Null	g87081874	JW5202	4414	EB3674	aa	ALT_INIT[-3]	262	Clockwise	1374058	1374846	29.62	Null	Systematic nomenclature	Function unknown, sugar isomerase homolog	Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	29831.82
EG13916	ycjS	ECK1310	P77503	b1315	Null	g1787574	JW1308	4416	EB3675	aa	OK	351	Clockwise	1374856	1375911	29.63	Null	Systematic nomenclature	Function unknown, putative oxidoreductase	Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	38652.11
EG13917	ycjT	ECK1311	P77154	b1316	Null	g1787575	JW1309	4418	EB3676	aa	OK	755	Clockwise	1375908	1378175	29.66	Null	Systematic nomenclature	Function unknown, homologous to glycosyl hydrolases	Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	84867.45
EG13918	ycjU	ECK1312	P77366	b1317	Null	g1787576	JW1310	4420	EB3677	aa	OK	219	Clockwise	1378172	1378831	29.70	Null	Systematic nomenclature	beta-Phosphoglucomutase; HAD11; hyperlethality gene	HAD superfamily. Activity demonstrated in vitro (Kuznetsova, 2006). AFMB Structural Genomics target No. 67 (http://afmb.cnrs-mrs.fr/article171.html). Part of the putative ycjM-V operon, which encodes a putative transport and catabolism system for an unknown sugar.	23564.93
EG13920	ycjW	ECK1316	P77615	b1320	Null	g1787580	JW1313	4428	EB3679	aa	OK	332	Counterclockwise	1380987	1381985	29.76	Null	Systematic nomenclature	Hyperlethality gene, required for swarming phenotype	Null	36134.19
EG13921	ycjX	ECK1317	P76046	b1321	Null	g1787581	JW1314	4433	EB3680	aa	OK	465	Clockwise	1382141	1383538	29.79	Null	Systematic nomenclature	Heat shock protein, DUF463 domain, function unknown	YcjX has been shown to be a heat shock protein and to be in the RpoH regulon (Nonaka, 2006; Rasouly, 2009). YcjX is induced during an unfolded protein response initiated with canavanine treatment (Rasouly, 2009).	52609.49
EG13922	ycjY	ECK1324	P76049	b1327	Null	g1787587	JW5804	4453	EB3681	aa	OK	306	Counterclockwise	1388957	1389877	29.94	Null	Systematic nomenclature	Predicted serine dipeptidyl peptidase possibly involved in cleavage of murein peptides; no activity on model substrates detected	S9 peptidase family.	33658.53
EG13923	ycjZ	ECK1325	P77333	b1328	Null	g1787589	JW1321	4457	EB3682	aa	OK	299	Clockwise	1390015	1390914	29.96	Null	Systematic nomenclature	Required for swarming phenotype, function unknown	Null	33481.78
EG13924	ynaI	ECK1327	P0AEB5	b1330	Null	g1787591	JW1323	4462	EB3683	aa	OK	343	Counterclockwise	1392915	1393946	30.02	Null	Systematic nomenclature	MscS family inner membrane protein, function unknown	EvgAS regulon. mscS, kefA, yjeP, ybiO, ybdG and ynaI are paralogs.	38754.51
EG13925	ydgD	ECK1593	P76176	b1598	Null	g1787882	JW1590	5340	EB3684	aa	OK	273	Clockwise	1669984	1670805	35.99	Null	Systematic nomenclature	Putative periplasmic serine protease; function unknown	Family S01. First 21 aa are predicted to be a type I signal peptide.	29277.09
EG13926	mdtI	ECK1594	P69210	b1599	CG76945	g1787883	JW1591	5343	EB3685	aa	OK	109	Counterclockwise	1670844	1671173	36.01	ydgE	Multidrug transporter	Multidrug resistance efflux protein, with MdtJ; overexpression resistance to deoxycholate, SDS, nalidixic acid and fosfomycin	MdtI belongs to the SMR efflux pump family, DMT superfamily.  MdtI has been topology mapped using protein fusions. MdtJI exports spermidine (Higashi, 2007).	11720.16
EG13927	mdtJ	ECK1595	P69212	b1600	Null	g1787884	JW1592	5345	EB3686	aa	OK	121	Counterclockwise	1671160	1671525	36.02	ydgF	Multidrug transporter	Multidrug resistance efflux protein, with MdtI; overexpression resistance to deoxycholate, SDS, nalidixic acid and fosfomycin	MdtJ belongs to the SMR efflux pump family, DMT superfamily.  Overexpression also reported to inhibit growth. MdtJI exports spermidine (Higashi, 2007).	13114.84
EG13928	tqsA	ECK1596	P0AFS5	b1601	Null	g1787885	JW1593	5350	EB3687	aa	OK	344	Clockwise	1671937	1672971	36.04	ydgG	Transport of Quorum Signal AI-2	Pheromone AI-2 transporter; mutants have increased intracellular AI-2 and decreased extracellular AI-2; controls biofilm formation	Induced during biofilm formation.	37542.81
EG13929	ydgH	ECK1599	P76177	b1604	Null	g1787889	JW1596	5359	EB3688	aa	OK	314	Clockwise	1676451	1677395	36.13	Null	Systematic nomenclature	Predicted periplasmic protein, YhcN family, function unknown; contains 3 tandem YhcN domains	The first 22 aa are predicted to be a type I signal peptide.	33903.29
EG13930	ydgI	ECK1600	P0AAE5	b1605	Null	g1787890	JW1597	5362	EB3689	aa	OK	460	Clockwise	1677581	1678963	36.16	arcD(P.a.)	Systematic nomenclature	Predicted arginine/ornithine antiporter	Null	49501.47
EG13931	ydgJ	ECK1619	P77376	b1624	Null	g87081947	JW5265	5437	EB3690	aa	ALT_INIT[-13]	346	Counterclockwise	1701292	1702332	36.67	Null	Systematic nomenclature	Predicted oxidoreductase; yhhX paralog	Null	38257.36
EG13932	ydgK	ECK1622	P76180	b1626	Null	g87081948	JW1618	5447	EB3691	aa	ALT_INIT[-8]	146	Clockwise	1703274	1703714	36.71	rsxP	Systematic nomenclature	Inner membrane protein, DUF2569 family, function unknown	ydgK transcripts readthrough into the rsxABCDGEnth operon (Gifford, 2000). The rsxA promoter is >5X the ydgK promoter (Koo, 2003). ydgK is not involved in the reduction of SoxR, but was called rsxP because its promoter contributes to rsx operon expression (Koo, 2003).	16318.59
EG13933	rsxA	ECK1623	P0A766	b1627	CG87001	g1787914	JW1619	5450	EB3692	aa	OK	193	Clockwise	1703791	1704372	36.72	rnfA(R.c.);ydgL	Reducer of SoxR	Required for the reduction of SoxR; inner membrane protein	RsxE paralog has an opposite membrane topology from RsxA.	20897.51
EG13934	rsxB	ECK1624	P77223	b1628	CG87005	g1787915	JW1620	5452	EB3693	aa	OK	192	Clockwise	1704372	1704950	36.73	rnfB(R.c.);ydgM	Reducer of SoxR	Required for the reduction of SoxR; predicted iron-sulfur protein	Null	20543.77
EG13935	rsxC	ECK1625	P77611	b1629	CG87009	g1787916	JW1621	5454	EB3694	aa	OK	740	Clockwise	1704943	1707165	36.75	rnfC(R.c.);ydgN	Reducer of SoxR	Electron transport complex protein required for the reduction of SoxR; predicted membrane-associated NADH oxidoreductase	Null	80171.55
EG13936	rsxD	ECK1626	P76182	b1630	CG87034	g1787917	JW1622	5457	EB3695	aa	OK	352	Clockwise	1707166	1708224	36.79	rnfD(R.c.);ydgO	Reducer of SoxR	Electron transport complex protein required for the reduction of SoxR; predicted membrane protein	Null	38140.16
EG13937	rsxG	ECK1627	P77285	b1631	CG87014	g1787918	JW1623	5459	EB3696	aa	OK	206	Clockwise	1708228	1708848	36.82	rnfG(R.c.);ydgP	Reducer of SoxR	Required for the reduction of SoxR; putative membrane protein	Null	21911.91
EG13938	rsxE	ECK1628	P77179	b1632	CG87037	g1787919	JW1624	5461	EB3697	aa	OK	231	Clockwise	1708852	1709547	36.83	rnfE(R.c.);ydgQ	Reducer of SoxR	Required for the reduction of SoxR; membrane protein	RsxA paralog has an opposite membrane topology from RsxE.	24459.02
EG13939	dtpA	ECK1630	P77304	b1634	Null	g1787922	JW1626	5469	EB3698	aa	OK	500	Clockwise	1710793	1712295	36.87	tppB;ydgR	Tripeptide permease	Dipeptide and tripeptide permease A	Overexpression increases di- and tri-peptide transport and confers hypersensitivity to alafosfalin (Weitz, 2006). TppB was originally characterized in  S. typhimurium. OmpR regulon. tppB is weakly stimulated by anaerobiosis in E. coli; Salmonella tppB is strongly stimulated by anaerobiosis. tppB in both species is not regulated by osmolarity. Salmonella tppA regulatory mutations were shown to be ompR mutations. Salmonella tppB mutants are resistant to the tripeptide antibiotic alafosfalin and cannot satisfy a leucine requirement with trileucine (Gibson, 1984). Major Facilitator Superfamily (MFS).	53991.14
EG13940	pdxY	ECK1632	P77150	b1636	CG53757	g1787924	JW1628	5475	EB3699	aa	OK	287	Counterclockwise	1713050	1713913	36.92	ydgS	Pyridoxine	Pyridoxamine kinase	Involved in the salvage pathway of pyridoxal 5'-phosphate biosynthesis.	31322.20
EG13942	anmK	ECK1636	P77570	b1640	Null	g1787928	JW1632	5488	EB3700	aa	OK	369	Counterclockwise	1716517	1717626	37.00	ydhH	AnhMurNAc kinase	Anhydro-N-acetylmuramic acid kinase, murein recycling	An anmK deletion strain grows normally.	39496.28
EG13943	ydhI	ECK1639	P64471	b1643	Null	g1787931	JW1635	5499	EB3701	aa	OK	78	Clockwise	1719049	1719285	37.05	Null	Systematic nomenclature	Predicted inner membrane protein; in operon with putative efflux pump YdhJK	The ydhI gene is paralogous to aaeX.	8890.85
EG13944	ydhJ	ECK1640	P76185	b1644	Null	g87081951	JW1636	5501	EB3702	aa	ALT_INIT[-14]	285	Clockwise	1719288	1720145	37.06	Null	Systematic nomenclature	Predicted membrane fusion protein (MFP) of YdhJK efflux pump; function unknown	YdhJ has a putative signal anchor.  Overexpression causes abnormal biofilm architecture and reduced motility.	31495.83
EG13945	ydhK	ECK1641	P76186	b1645	Null	g1787933	JW1637	5503	EB3703	aa	OK	670	Clockwise	1720145	1722157	37.07	Null	Systematic nomenclature	Efflux protein family (PET) component of predicted YdhJK efflux pump, function unknown	YdhK is similar to B. cepacia fusaric acid resistance protein FusC.  The ydhK gene is paralogous to aaeB.	75266.75
EG13946	ydhL	ECK1644	P64474	b1648	Null	g87081952	JW5827	5510	EB3704	aa	ALT_INIT[-46]	79	Counterclockwise	1723705	1723944	37.15	Null	Systematic nomenclature	Function unknown	Null	9358.65
EG13947	nemR	ECK1645	P67430	b1649	Null	g87081953	JW5874	5514	EB3705	aa	OK	199	Clockwise	1724047	1724646	37.16	ydhM	N-Ethylmaleimide	nem operon repressor, NEM-inactivated	nemR mutants suppress the malonic semialdehyde reductase defects of rutE or ydfG mutants, presuambly by overproducing NemA (Kim, 2010). NemR is inactivated by NEM and other Cys modification reagents (Umezawa, 2008). TetR family.	22275.37
EG13948	yobD	ECK1818	P67601	b1820	Null	g1788123	JW1809	6062	EB3706	aa	OK	152	Clockwise	1902825	1903283	41.01	Null	Systematic nomenclature	Inner membrane protein, UPF0266 family, function unknown	Null	17615.26
EG13949	ydhO	ECK1651	P76190	b1655	Null	g1787944	JW5270	5533	EB3707	aa	OK	271	Clockwise	1732459	1733274	37.34	Null	Systematic nomenclature	Predicted peptidase, C40 clan, function unknown	spr, nlpC, yafL and ydhO are paralogs. First 27 aa are predicted to be a type I signal peptide.	29916.58
EG13950	ydhP	ECK1653	P77389	b1657	Null	g1787947	JW1649	5540	EB3708	aa	OK	389	Counterclockwise	1734145	1735314	37.38	Null	Systematic nomenclature	Predicted transporter, function unknown; membrane protein	Major Facilitator Superfamily (MFS).	40064.07
EG13951	ydhQ	ECK1660	P77552	b1664	Null	g1787954	JW1656	5563	EB3709	aa	OK	418	Counterclockwise	1742895	1744151	37.57	Null	Systematic nomenclature	Function unknown	Null	42876.01
