EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW
EG12795	obgE	ECK3172	P42641	b3183	CG75096	g1789574	JW3150	10462	EB2647	aa	OK	390	Counterclockwise	3328604	3329776	71.74	"cgtA;obg;yhbZ"	Common GTP-binding protein	"DNA-binding GTPase involved in cell partioning and DNA repair; involved in ribosome assembly; GTP-bound form associates with 50S ribosomal subunits"	obgE mutants have lowered DnaA and elevated basal level ppGpp. obgE is required for phage lambda development. ObgE binds ppGpp and modulates the stringent repsonse (Persky, 2009). Binds TrxA (Kumar, 2004).	43285.86
EG12799	mlaD	ECK3182	P64604	b3193	Null	g1789584	JW3160	10493	EB2651	aa	OK	183	Counterclockwise	3335932	3336483	71.90	"vpsC(S.f.);yrbD"	outer Membrane Lipid Asymmetry	"Putative phospholipid-binding protein, signal-anchored; periplasmic; MlaFEDB phospholipid ABC transporter; maintains OM lipid asymmetry"	"Mutations in any one of the mla genes confers sensitivity to SDS-EDTA and lead to accumulation of phospholipid in the outer leaflet of the OM (Malinverni, 2009). MlaABCDEF is a predicted ABC import system that probably maintains outer membrane lipid asymmetry by retrograde import of phospholipids from the outer leaflet of the OM; mla defects are suppressed by overexpression of the pldA gene encoding an OM phospholipase that removes outer leaflet phospholipids under stress conditions (Malinverni, 2009). A 28 aa signal anchor facilitates export, but the signal sequence is not cleaved, anchoring MlaD to the periplasmic face of the inner membrane (Malinverni, 2009). MlaD(YrbD) is encoded in an operon with ABC transporter homologs and is predicted to be an IM-anchored periplasmic phospholipid binding protein; the predicted periplasmic phospholipid-binding protein MlaC may chaperone the deliver of phospholipids to MlaD. Alternatively, MlaD may assist in docking the putative MlaC-PL complex to the MlaEF core transporter for direct transfer of PLs to the inner membrane. An mlaD(yrbD) mutation in Shigella is sensitive to SDS and affects virulence protein secretion (Hong, 1998)."	19576.22
EG12800	mlaE	ECK3183	P64606	b3194	Null	g1789585	JW3161	10495	EB2652	aa	OK	260	Counterclockwise	3336488	3337270	71.91	"vpsB(S.f.);yrbE"	outer Membrane Lipid Asymmetry	"Probable phospholipid ABC transporter permease; MlaFEDB phospholipid ABC transporter; maintains OM lipid asymmetry"	"Mutations in any one of the mla genes confers sensitivity to SDS-EDTA and lead to accumulation of phospholipid in the outer leaflet of the OM (Malinverni, 2009). MlaABCDEF is a predicted ABC import system that probably maintains outer membrane lipid asymmetry by retrograde import of phospholipids from the outer leaflet of the OM; mla defects are suppressed by overexpression of the pldA gene encoding an OM phospholipase that removes outer leaflet phospholipids under stress conditions (Malinverni, 2009). The Shigella vspABC(mlaFED) genes influence virulence protein secretion and intercellular spreading in the host (Hong, 1998). mlaE(yrbE) is required for swarming motility (Inoue, 2007)."	27863.25
EG12801	mlaF	ECK3184	P63386	b3195	Null	g1789586	JW3162	10498	EB2653	aa	OK	269	Counterclockwise	3337278	3338087	71.93	"vpsA(S.f.);yrbF"	outer Membrane Lipid Asymmetry	"Probable ABC phospholipid transporter ATP-binding protein; MlaFEDB phospholipid ABC transporter; maintains OM lipid asymmetry"	"Mutations in any one of the mla genes confers sensitivity to SDS-EDTA and lead to accumulation of phospholipid in the outer leaflet of the OM (Malinverni, 2009). MlaABCDEF is a predicted ABC import system that probably maintains outer membrane lipid asymmetry by retrograde import of phospholipids from the outer leaflet of the OM; mla defects are suppressed by overexpression of the pldA gene encoding an OM phospholipase that removes outer leaflet phospholipids under stress conditions (Malinverni, 2009). An mlaD(yrbD) mutation in Shigella is sensitive to SDS and affects virulence protein secretion (Hong, 1998)."	29096.81
EG12802	yrbG	ECK3185	P45394	b3196	Null	g1789587	JW3163	10502	EB2654	aa	OK	325	Clockwise	3338297	3339274	71.95	Null	Systematic nomenclature	Function unknown, 10 helix membrane protein similiar to Na+/Ca++ exchangers	YrbG has duplicate domains with opposite topologies.	34740.61
EG12803	kdsD	ECK3186	P45395	b3197	CG81680	g1789588	JW3164	10504	EB2655	aa	OK	328	Clockwise	3339288	3340274	71.97	yrbH	KDO synthesis	"D-arabinose 5-phosphate isomerase; LPS biosynthesis"	KdsD is homologous to GutQ and KpsF. A kdsD qutQ double mutant is a synthetic lethal.	35196.08
EG12804	kdsC	ECK3187	P0ABZ4	b3198	CG81685	g2367202	JW3165	10506	EB2656	aa	"OK; Verified[1]"	188	Clockwise	3340295	3340861	71.99	"yrbI;yrbJ"	KDO synthesis	"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase; KDO 8-P phosphatase; LPS biosynthesis; HAD22"	YrbI is renamed as KdsC (personal comm., R.W. Woodard, Univ. of Mich.). KdsC native N-terminal sequence is from E. coli B. Cloned kdsC is from BL21. KdsC is tetrameric and requires a divalent metal cofactor. HAD superfamily.	19997.11
EG12808	mtgA	ECK3197	P46022	b3208	CG54732	g1789601	JW3175	10530	EB2659	aa	OK	242	Counterclockwise	3347103	3347831	72.14	"mgt;yrbM"	Monofunctional transglycosylase	"Monofunctional peptidoglycan glycosyltransferase; monofunctional biosynthetic peptidoglycan transglycosylase; GTase; TGase"	"MtgA has flavomycin-resistant peptidoglycan synthesis activity (Di Berardino, 1996; Derouaux, 2007). mtgA is a non-essential gene (Schiffer, 1999). MtgA localizes to the division site and interacts with FtsW, FtsN, and FtsI in mcrA(Ts) mrcB- strains, indicating a role for MtgA in peptidoglycan synthesis related to the cell cycle (Derouaux, 2007). The use of the term transglycolase is ambiguous as it can describe both lytic and synthetic peptidoglycan activities, therefore glycosyltransferase is preferred (Di Berardino, 1996). MtgA lacks a penicillin binding domain and therefore is penicillin-insensitive. MtgA is a membrane-bound periplasmic enzyme that has an uncleaved signal anchor (Di Berardino, 1996). MtgA may be the glycan polymerase characterized by Hara (1984), although it has an apparent MW larger than MtgA (Di Berardino, 1996)."	27341.61
EG12819	yhcM	ECK3221	P64612	b3232	Null	g1789627	JW3201	10602	EB2670	aa	OK	375	Counterclockwise	3376892	3378019	72.78	Null	Systematic nomenclature	Function unknown	Null	43063.52
EG12822	aaeB	ECK3229	P46481	b3240	CG92255	g1789636	JW3209	10629	EB2673	aa	OK	655	Counterclockwise	3384243	3386210	72.94	yhcP	Aromatic (carboxylic) acid efflux	"AaeAB p-hydroxybenzoic acid efflux pump PET component; efflux protein family"	AaeAB also exports related aromatic carboxylic acids.  The aaeB gene is paralogous to ydhK.	73591.45
EG12823	aaeA	ECK3230	P46482	b3241	CG92251	g1789637	JW3210	10631	EB2674	aa	OK	310	Counterclockwise	3386216	3387148	72.98	yhcQ	Aromatic (carboxylic) acid efflux	"AaeAB p-hydroxybenzoic acid efflux pump MFP component; membrane fusion protein"	AaeAB also exports related aromatic carboxylic acids. The aaeA gene is paralogous to ydhJ. Mutants in aaeA(yhcQ) have antibiotic-sensitve biofilms, and may be down-regulated in hepA(rapA) mutants which have a similar phenotype (Lynch, 2007).	34774.58
EG12825	aaeR	ECK3232	P67662	b3243	CG92260	g1789639	JW3212	10639	EB2676	aa	OK	309	Clockwise	3387542	3388471	73.01	"qseA;yhcS"	Aromatic (carboxylic) acid efflux	"Transcriptional regulator for aaeXAB operon; activates ler in O157:H7"	LysR family. Activated by LuxS and AI-2 autoinducer in O157:H7.	34516.00
EG12826	tldD	ECK3233	P0AGG8	b3244	CG50304	g1789640	JW3213	10642	EB2677	aa	OK	481	Counterclockwise	3388605	3390050	73.04	yhdO	Tolerance for letD	"Probable peptidase required for the maturation and secretion of the antibiotic peptide MccB17; involved in CcdA antidote degradation; tolerance for effects on DNA gyrase by sex factor F gene letD"	4/64 TldD peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	51364.09
EG12835	yhdX	ECK3256	P45767	b3269	Null	g48994930	JW5544	10733	EB2684	aa	OK	393	Clockwise	3418156	3419337	73.67	Null	Systematic nomenclature	"Putative ABC transporter permease protein; function unknown"	Putative ABC transporter YhdWXYZ has an unknown substrate and yhdW' is an apparent pseudogene.	43261.24
EG12836	yhdY	ECK3257	P45768	b3270	Null	g87082239	JW5545	10736	EB2685	aa	ALT_INIT[-1]	367	Clockwise	3419347	3420450	73.70	Null	Systematic nomenclature	"Putative ABC transporter permease protein; function unknown"	Putative ABC transporter YhdWXYZ has an unknown substrate and yhdW' is an apparent pseudogene.	41484.33
EG12837	yhdZ	ECK3258	P45769	b3271	Null	g1789672	JW3239	10738	EB2686	aa	OK	252	Clockwise	3420458	3421216	73.72	Null	Systematic nomenclature	"Putative ABC transporter ATP-binding protein; function unknown"	Putative ABC transporter YhdWXYZ has an unknown substrate and yhdW' is an apparent pseudogene.	28574.17
EG12838	yrdA	ECK3266	P0A9W9	b3279	Null	g87082240	JW5710	10759	EB2687	aa	ALT_INIT[-72]	184	Clockwise	3427258	3427812	73.87	Null	Systematic nomenclature	Function unknown, low abundance protein	"The observed MW of YrdA is 19 kDa, consistent with the ALT_INIT. YrdA is related to gamma class carbonic anhydrases. YrdA is a member of the hexapeptide repeat acetyltransferase superfamily. yrdA is paralogous to paaY and caiE. 1/89 YrdA peptide masses from MS analysis indicate that an upstream start codon at -72 is utilized, but the upstream sequences are not conserved and the reported cleavage of the initial Met, which is followed by a Lys, is unusual; in addition, the observed MW is inconsistent with the 72 aa extension (Maillet, 2007)."	20245.02
EG12840	rimN	ECK3269	P45748	b3282	Null	g2367210	JW3243	10766	EB2689	aa	OK	190	Counterclockwise	3428865	3429437	73.90	yrdC	Ribosomal modification	"tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification; factor required for 16S RNA processing; binds dsRNA; rimN deletion suppresses a prfA mutation and can only survive in a prfA mutant; binds ATP; low abundance protein"	RimN(YrdC) but not paralog YciO is required for synthesis of t(6)A37 (threonylcarbamoyladenosine) of ANN decoding tRNAs (El Yacoubi, 2009).	20767.74
EG12841	yrdD	ECK3270	P45771	b3283	Null	g48994931	JW5949	10768	EB2690	aa	OK	180	Counterclockwise	3429442	3429984	73.92	Null	Systematic nomenclature	Function unknown	AFMB Structural Genomics target No. 20 (http://afmb.cnrs-mrs.fr/article171.html).	19870.96
EG12843	ybaN	ECK0462	P0AAR5	b0468	Null	g1786674	JW0457	1625	EB2692	aa	OK	125	Clockwise	490106	490483	10.56	Null	Systematic nomenclature	Inner membrane protein, DUF454 family, function unknown	Null	14770.15
EG12854	ybgF	ECK0731	P45955	b0742	CG48180	g1786963	JW0732	2523	EB2698	aa	OK	263	Clockwise	778821	779612	16.79	Null	Systematic nomenclature	"TolA-binding protein, periplasmic, function unknown; TPR domain; trimeric; last gene in tolB-pal operon; secAB-dependent cleavage/secretion; no phenotype of kan insertion"	YbgF trimers undergo an oligomeric change upon binding to TolA, forming a 1:1 complex (Krachler, 2010). First 26 aa are predicted to be type I signal peptide. ybgF and bamD are distant paralogs.	28231.40
EG12859	opgD	ECK1418	P40120	b1424	Null	g87081905	JW1420	4754	EB2701	aa	"OK; Verified[32]"	551	Clockwise	1494880	1496535	32.22	"mdoD;ydcG;yzzZ"	Osmoregulated periplasmic glucans	"Osmoregulated periplasmic glucan (OPG) biosynthesis; periplasmic protein"	The opg genes were originally called mdo because the osmoregulated periplasmic glucans (OPGs) were originally called membrane-derived oligosaccharides. Verified Tat substrate: OpgD(MdoG) has a Tat/Sec (Class II) 32 aa signal peptide (Tullman-Ercek, 2007).	62757.95
EG12860	yebK	ECK1854	P46118	b1853	Null	g1788159	JW1842	6179	EB2702	aa	OK	289	Clockwise	1934676	1935545	41.70	hexR(P.a.)	Systematic nomenclature	"Function unknown; P. aeruginosa homolog represses zwf transcription"	Null	31975.57
EG12875	ybhC	ECK0761	P46130	b0772	Null	g1786989	JW0755	2629	EB2713	aa	OK	427	Counterclockwise	805221	806504	17.36	Null	Systematic nomenclature	"Acyl-CoA thioesterase, verified lipoprotein; physiological role unknown"	First 21 aa are a type II signal peptide.	46082.20
EG12876	yccK	ECK0960	P0AB18	b0969	Null	g87081811	JW0952	3278	EB2714	aa	ALT_INIT[-19]	109	Counterclockwise	1029562	1029891	22.19	tusE	Systematic nomenclature	"Sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis;; binding partner linking YheLMN(TusBCD) to MnmA; may transfer sulfur first to MnmA or directly to tRNA"	The gene name tus has already been used as a primary gene name, so tusA-E are kept as synonyms in EcoGene.	12410.35
EG12879	ybcJ	ECK0521	P0AAS7	b0528	Null	g87081752	JW5070	1816	EB2717	aa	ALT_INIT[-7]	70	Counterclockwise	555884	556096	11.98	Null	Systematic nomenclature	"Ribosome-associated protein, function unknown; predicted RNA binding protein"	 Ribosome-associated protein (Jiang, 2007).	7389.54
EG12880	yfiN	ECK2601	P46139	b2604	Null	g1788956	JW2585	8570	EB2718	aa	OK	408	Clockwise	2740405	2741631	59.06	Null	Systematic nomenclature	Probable inner membrane diguanylate cyclase	"YfiN has a C-terminal putative diguanylate cyclase GGDEF domain. The P. aeruginosa ortholog YfiN is an inner membrane diguanylate cyclase whose activity is negatively regulated by the periplasmic protein YfiR; the P. aeruginosa OM lipoprotein YfiB counteracts YfiR inhibition of YfiN; P. aeruginosa YfiN regulates exopolysaccharide production (Malone, 2010)."	45989.48
EG12883	pitB	ECK2981	P43676	b2987	CG73517	g1789360	JW2955	9800	EB2721	aa	OK	499	Counterclockwise	3132894	3134393	67.52	Null	Pi transport	Cryptic low-affinity Pi transport protein	Null	53808.71
EG12885	gspF	ECK3314	P41441	b3327	Null	g1789724	JW3289	10883	EB2722	aa	OK	398	Clockwise	3457839	3459035	74.53	"hofF;hopF"	General secretory pathway	"Part of H-NS-silenced gsp divergon, type II protein secretion; cloned gsp divergon secretes ChiA"	A divergon is a regulon comprised of two adjacent divergent operons or genes.	44339.05
EG12890	gspD	ECK3312	P45758	b3325	Null	g87082242	JW5707	10879	EB2727	aa	ALT_INIT[-4]	650	Clockwise	3454399	3456351	74.45	yheF	General secretory pathway	"Part of H-NS-silenced gsp divergon, type II protein secretion; OM secretin; cloned gsp divergon secretes ChiA"	A divergon is a regulon comprised of two adjacent divergent operons or genes.	70698.14
EG12891	gspE	ECK3313	P45759	b3326	Null	g1789723	JW3288	10881	EB2728	aa	OK	493	Clockwise	3456361	3457842	74.50	yheG	General secretory pathway	"Part of H-NS-silenced gsp divergon, type II protein secretion; cloned gsp divergon secretes ChiA"	gspE, hofB and yggR are paralogs. A divergon is a regulon comprised of two adjacent divergent operons or genes.	54610.56
EG12896	yheL	ECK3330	P45530	b3343	Null	g1789741	JW3305	10922	EB2733	aa	OK	95	Counterclockwise	3472700	3472987	74.85	tusB	Systematic nomenclature	"2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis; required for swarming phenotype"	In YheLMN(TusBCD) complex, which mediates sulfur transfer from SirA(TusA) to YheLMN(TusBCD) binding partner YccK(TusE). The gene name tus has already been used as a primary gene name, so tusA-E are kept as synonyms in EcoGene.	10718.33
EG12897	yheM	ECK3331	P45531	b3344	Null	g1789742	JW3306	10928	EB2734	aa	OK	119	Counterclockwise	3472995	3473354	74.85	tusC	Systematic nomenclature	"2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis; required for swarming phenotype"	In YheLMN(TusBCD) complex, which mediates sulfur transfer from SirA(TusA) to YheLMN(TusBCD) binding partner YccK(TusE).Contains conserved CxxS redox motif. UPF0116 family. The gene name tus has already been used as a primary gene name, so tusA-E are kept as synonyms in EcoGene.	13045.03
EG12898	yheN	ECK3332	P45532	b3345	Null	g1789743	JW3307	10933	EB2735	aa	OK	128	Counterclockwise	3473354	3473740	74.86	tusD	Systematic nomenclature	"Sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis; C78 accepts persulfide sulfur from C19 of SirA(TusA), then probably donates to C108 of YccK(TusE); required for swarming phenotype"	In YheLMN(TusBCD) complex, which mediates sulfur transfer from SirA(TusA) to YheLMN(TusBCD) binding partner YccK(TusE). The gene name tus has already been used as a primary gene name, so tusA-E are kept as synonyms in EcoGene.	13641.29
EG12900	fkpA	ECK3334	P45523	b3347	CG36042	g1789745	JW3309	10938	EB2737	aa	"OK; Verified[25]"	270	Counterclockwise	3474629	3475441	74.89	yzzS	FK506-binding protein	"Periplasmic peptidylprolyl cis,trans isomerase; heat shock inducible; PPIase-independent chaperone activity, binds FK506"	An fkpA, surA, ppiB, ppiD quadruple mutant is viable (Justice, 2005). FkpB is required for colicin M toxicity (Hullman, 2008).	28881.93
EG12901	lpxP	ECK2374	P0ACV2	b2378	CG63119	g87082094	JW2375	7848	EB2738	aa	ALT_INIT[-22]	306	Clockwise	2493667	2494587	53.75	ddg	Lipid A expression/biosynthesis	"Lipid A synthesis, KDO2-lipid IVA palmitoleoyl-ACP acyltransferase; cold temperature inducible"	Null	35493.39
EG12902	kefG	ECK3339	P0A756	b3351	Null	g1789750	JW3314	10951	EB2739	aa	OK	184	Counterclockwise	3478629	3479183	74.98	yheR	K+ efflux	"Required for KefB-mediated K+ efflux; member of quinone oxidoreductase family, but lacks key residues needed for oxidoreductase activity"	Null	20957.98
EG12903	yheS	ECK3340	P63389	b3352	Null	g1789751	JW3315	10955	EB2740	aa	OK	637	Clockwise	3479311	3481224	74.99	Null	Systematic nomenclature	"Mutant increases recombinant antibody periplasmic production; probable ATPase has two ABC domains"	Antibody whose production and export to periplasm was improved is a scFv-PhoA hybrid. 7/120 YheS peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	71843.43
EG12904	yheT	ECK3341	P45524	b3353	Null	g1789752	JW3316	10957	EB2741	aa	OK	340	Clockwise	3481224	3482246	75.03	Null	Systematic nomenclature	"Function unknown; predicted to have alpha/beta hydrolase fold"	Null	38495.20
EG12906	yhfK	ECK3346	P45537	b3358	Null	g87082248	JW5701	10974	EB2743	aa	ALT_INIT[+4]	700	Clockwise	3484813	3486915	75.11	Null	Systematic nomenclature	Function unknown	Null	79971.62
EG12926	nudE	ECK3384	P45799	b3397	CG59027	g1789800	JW3360	11086	EB2762	aa	OK	186	Counterclockwise	3523611	3524171	75.95	yrfE	Nudix hydrolase	"Adenosine nucleotide hydrolase; substrates include Ap3A, Ap2A, ADP-ribose, NADH"	Nudix hydrolase. Ap3A is adenosine(5')triphospho(5')adenosine.	21153.17
EG12928	yrfG	ECK3386	P64636	b3399	Null	g87082259	JW5865	11092	EB2764	aa	ALT_INIT[-15]	222	Clockwise	3526691	3527359	76.01	Null	Systematic nomenclature	"GMP/IMP nucleotidase; physiological role unknown; HAD8"	HAD superfamily. Activity demonstrated in vitro (Kuznetsova, 2006).	25398.82
EG12929	hslR	ECK3387	P0ACG8	b3400	CG36769	g1789803	JW3363	11094	EB2765	aa	"OK; Verified[0]"	133	Clockwise	3527370	3527771	76.03	yrfH	Heat shock locus	"Hsp15, a heat shock protein that binds free 50S subunits; binds RNA and DNA"	Null	15495.85
EG12930	hslO	ECK3388	P0A6Y5	b3401	CG36769	g87082260	JW5692	11096	EB2766	aa	ALT_INIT[-2]	292	Clockwise	3527796	3528674	76.04	yrfI	Heat shock locus	"Hsp33, oxidative stress-induced heat shock chaperone; C-terminal zinc-binding motif regulates Hsp33 activity"	Hsp33 is functionaly down regulated by zinc binding, zinc  masks the hydrophobic surfaces under reduced conditions, release of zinc during oxidative induced disulfide bond formation results in the unmasking of the hydrophobic surfaces and partial activation of chaperone function. The redox induced secondary structure changes are primarily localized in the C-terminus, leaving the N-terminus which harbors the dimerization interface largely unaltered.	32534.48
EG12932	yhgF	ECK3394	P46837	b3407	Null	g87082262	JW3370	11120	EB2768	aa	ALT_INIT[+33]	773	Clockwise	3535407	3537728	76.20	Null	Systematic nomenclature	"Predicted transcription accessory factor, function unknown; contains S1 RNA-binding domain; low abundance protein"	AFMB Structural Genomics target No. 16 (http://afmb.cnrs-mrs.fr/article171.html). The yhfG gene is homologous to B. pertussis Tex transcription factor. Repressed during biofilm formation.	85119.87
EG12934	gntX	ECK3400	P46846	b3413	CG62007	g87082263	JW5691	11139	EB2770	aa	ALT_INIT[-16]	227	Clockwise	3542904	3543587	76.36	yhgH	Gluconate	"Required for the utilization of DNA as a carbon source; H. influenzae competence protein ComF homolog"	gntX does not have a role in gluconate metabolism (personal communication, T. Conway, 2000). gntX is predicted to have a CRP-S promoter co-regulated by both Crp and Sxy (Cameron, 2006).	25726.27
EG12939	rtcB	ECK3407	P46850	b3421	CG56882	g2367224	JW3384	11170	EB2774	aa	OK	408	Counterclockwise	3554875	3556101	76.62	yhgL	RNA terminal phosphate cyclase	"First gene in rtcBA operon; function unknown; UPF0027 family of ACR proteins"	Null	45221.72
EG12941	yhgN	ECK3420	P67143	b3434	Null	g1789842	JW3397	11216	EB2776	aa	OK	197	Clockwise	3573094	3573687	77.01	Null	Systematic nomenclature	"Function unknown; putative membrane protein"	marC, ychE and yhgN are paralogs. 	21490.37
EG12943	yhhW	ECK3424	P46852	b3439	Null	g1789847	JW3402	11228	EB2777	aa	OK	231	Counterclockwise	3576973	3577668	77.10	Null	Systematic nomenclature	"Quercetinase activity, in vitro; physiological role unknown"	YhhW is a low abundance protein. yhhW and yhaK paralogs, and homologs of human Pirin nuclear protein. YhhW has a bicupin fold, with an N-terminal metal coordination site.	26279.39
EG12945	yhhY	ECK3427	P46854	b3441	Null	g1789849	JW3405	11240	EB2779	aa	OK	162	Clockwise	3579161	3579649	77.14	Null	Systematic nomenclature	Predicted acetyltransferase	Null	18793.54
EG12951	ynfM	ECK1591	P43531	b1596	Null	g1787880	JW1588	5333	EB2785	aa	OK	417	Clockwise	1667723	1668976	35.94	yzyC	Systematic nomenclature	"Putative transporter, function unknown; no overexpression resistances found"	A ynfLM clone conferred hypersensitivity to acriflavin, but a ynfM-alone expression clone did not, leading the authors to conclude that overexpression of the putative regulator YnfL was responsible for the Acr-S phenoptype. Major Facilitator Superfamily (MFS).	45257.50
EG12953	yqjH	ECK3060	Q46871	b3070	Null	g1789450	JW3041	10079	EB2787	aa	OK	254	Counterclockwise	3213749	3214513	69.27	Null	Systematic nomenclature	Function unknown	Null	28871.56
EG12956	cutC	ECK1875	P67826	b1874	CG36974	g87081995	JW1863	6252	EB2790	aa	ALT_INIT[+102]	248	Counterclockwise	1956544	1957290	42.17	dinY?	Cu tolerance	Copper homeostasis protein	Null	26761.75
EG12957	glk	ECK2384	P0A6V8	b2388	CG707	g1788732	JW2385	7875	EB2791	aa	OK	321	Counterclockwise	2506483	2507448	54.02	Null	Glucokinase	Glucokinase	2/44 Glk peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	34723.09
EG12963	norV	ECK2705	Q46877	b2710	CG76030	g1789064	JW2680	8910	EB2793	aa	OK	479	Clockwise	2830498	2831937	61.01	"flrd;ygaI;ygaJ;ygaK"	NO reduction	Anaerobic nitric oxide reductase flavorubredoxin	Upregulated by GSNO in defined medium.	54234.18
EG12966	pqiB	ECK0942	P43671	b0951	CG39524	g1787184	JW0934	3221	EB2795	aa	OK	546	Clockwise	1012482	1014122	21.82	pqi5	Paraquat inducible	Induced by paraquat, regulated by SoxRS	Null	60520.47
EG12967	yciO	ECK1261	P0AFR4	b1267	Null	g87081864	JW5196	4254	EB2796	aa	ALT_INIT[-12]	206	Clockwise	1322122	1322742	28.50	Null	Systematic nomenclature	"Predicted RNA binding protein; low abundance protein; yrdC, hypF paralog"	Null	23211.76
EG12971	ygfF	ECK2897	P52037	b2902	Null	g2367175	JW2870	9526	EB2798	aa	OK	247	Counterclockwise	3043180	3043923	65.59	yqfD	Systematic nomenclature	"Predicted oxidoreductase, COG1028 family; function unknown"	2/12 YgfF peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	25938.49
EG12974	ygfI	ECK2917	P52044	b2921	Null	g87082184	JW5476	9585	EB2801	aa	ALT_INIT[-5]	298	Counterclockwise	3064299	3065195	66.05	Null	Systematic nomenclature	Putative LysR-family transcriptional regulator, function unknown	Null	34673.67
EG12978	yggR	ECK2945	P52052	b2950	Null	g87082188	JW2917	9675	EB2803	aa	ALT_INIT[-15]	326	Counterclockwise	3092122	3093102	66.65	Null	Systematic nomenclature	Predicted pilus retraction ATPase related to GspE/PilT, function unknown	gspE, hofB and yggR are paralogs.	35994.16
EG12979	yggS	ECK2946	P67080	b2951	Null	g1789321	JW2918	9681	EB2804	aa	OK	234	Clockwise	3093120	3093824	66.67	Null	Systematic nomenclature	Pyridoxal 5'-phosphate binding protein, function unknown	"Although YggS is homologous to the N-terminal domain of alanine racemase, it does not have alanine racemase activity and is not required to help YggT in the K+ uptake rescue of TK420 (lacking K+ uptake systems Trk, Kup and Kdp) (Ito, 2009). AFMB Structural Genomics target No. 130 (http://afmb.cnrs-mrs.fr/article171.html). V. alginolyticus FkuA, a YggS homolog, confers K+ uptake (with FkuB, a YggT homolog) on E. coli TK420 (lacking K+ uptake systems Trk, Kup and Kdp) (Nakamura, 1996). UPF0001 family. 9/112 YggS peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed; 3/112 YggS peptide masses are consistent with some YggS molecules having the initial Met removed (Maillet, 2007)."	25787.44
EG12980	yggT	ECK2947	P64564	b2952	Null	g1789322	JW2919	9685	EB2805	aa	OK	188	Clockwise	3093842	3094408	66.68	Null	Systematic nomenclature	"Confers tolerance to osmotic shock, function unknown; predicted membrane protein"	Chromosomal yggT is probably not expressed since low level plasmid-based yggT expression was required for the rescue of TK420 (lacking K+ uptake systems Trk, Kup and Kdp) (Ito, 2009). V. alginolyticus FkuB, a YggT homolog, confers K+ uptake (with FkuA, a YggS homolog) on E. coli TK420 (lacking K+ uptake systems Trk, Kup and Kdp) (Nakamura, 1996). Although V. alginolyticus FkuAB stimulates K+ uptake, YggT appears to rescue TK420 (lacking K+ uptake systems Trk, Kup and Kdp) without increasing K+ uptake, through an unknown mechanism (Ito, 2009).	21167.11
EG12981	yggU	ECK2948	P52060	b2953	Null	g87082189	JW5479	9690	EB2806	aa	ALT_INIT[-4]	96	Clockwise	3094405	3094695	66.69	Null	Systematic nomenclature	 Widely conserved ACR protein, UPF0235 family, function unknown	Northeast Structural Genomics Research Consortium (NESG) Target ER14 (http://nesg.org). 	10456.19
EG12982	rdgB	ECK2949	P52061	b2954	Null	g1789324	JW2921	9692	EB2807	aa	OK	197	Clockwise	3094703	3095296	66.70	yggV	Recombination-dependent growth	"dITP/XTP pyrophosphatase, synthetic lethal with recA; mutant is hyper-recombinogenic"	2'-deoxy-N-6-hydroxylaminopurine triphosphate (dHAPTP) is a preferred substrate (Burgis, 2006). Mutations in nfi suppress the synthetic lethality.	21038.84
EG12983	yggW	ECK2950	P52062	b2955	Null	g1789325	JW2922	9694	EB2808	aa	OK	378	Clockwise	3095289	3096425	66.71	Null	Systematic nomenclature	"Predicted oxidoreductase, HemN family, function unknown; Radical SAM superfamily"	YggW has three predicted Fe-binding iron-sulfur centers and seven predicted SAM binding sites. A YggW ortholog is induced in a fur mutant in Shewanella oneidensi (Thompson, 2002).	42584.32
EG12995	glcA	ECK2969	Q46839	b2975	Null	g1789347	JW2942	9763	EB2818	aa	OK	560	Counterclockwise	3117619	3119301	67.19	yghK	Glycolate	"Glycolate permease; also recognizes lactate"	IT (Ion Transporter) superfamily (Prakash, 2003). ST(3) structural class based on hydropathy profile (Lolkema, 2003).	58920.16
EG13005	yghU	ECK2983	Q46845	b2989	Null	g87082195	JW5492	9812	EB2827	aa	ALT_INIT[-16]	288	Clockwise	3136749	3137615	67.61	Null	Systematic nomenclature	Glutathione S-transferase homolog, function unknown	There is another possible start codon 16 codons upstream, but this upstream start codon is not conserved. Using MS analysis, 1/107 peptides matched the longer N-terminus, but despite this observation the current start is retained as the most likely start codon (Maillet, 2007).	32391.62
