Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra
C6EG98_ECOBD	1	1	1	1	4	OXAA_ECOLI	C6EG98_ECOBD	B	Inner membrane protein oxaA	548	9.034.829	30	45	321	29	57	403	33	75	657	28	51	211
C6ED58_ECOBD	1	1	1	1	4	ACTP_ECOLI	C6ED58_ECOBD	B	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	549	1,373.66	2	2	3	2	2	3	7	7	11	4	4	4
C6EDZ9_ECOBD	1	1	1	1	4	G6PI_ECOLI	C6EDZ9_ECOBD	A	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (Phosphohexose isomerase)	549	1,051.51	4	4	5	5	5	7	3	3	6	1	1	1
C6ED59_ECOBD	1	1	1	1	4	YJCE_ECOLI	C6ED59_ECOBD	B	Na+/H+ antiporter (Predicted cation/proton antiporter)	549	4,045.04	6	8	21	6	8	21	18	25	57	11	15	26
C6E9U3_ECOBD	1	1	1	1	4	ARNT_ECOLI	C6E9U3_ECOBD	B	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	550	1,129.71	8	8	19	8	8	14	12	12	42	8	11	12
C6EKY4_ECOBD	1	1	1	1	4	USHA_ECOLI	C6EKY4_ECOBD	G	5'-Nucleotidase domain protein (UDP-sugar hydrolase) (EC 3.1.3.5) (EC 3.6.1.45)	550	9.024.944	11	11	13	11	11	13	14	14	22	5	5	5
C6EGR0_ECOBD	1	1	1	1	4	YCHM_ECOLI	C6EGR0_ECOBD	B	Sulfate transporter	550	9.085.314	3	3	5	3	3	5	6	7	20	4	4	6
C6ECA9_ECOBD	1	1	1	1	4	TREC_ECOLI	C6ECA9_ECOBD	A	Alpha,alpha-phosphotrehalase (Trehalose-6-P hydrolase) (EC 3.2.1.93)	551	8.553.996	3	3	3	2	2	2	1	1	2	1	1	1
C6EIA5_ECOBD	1	1	1	0	3	YBJD_ECOLI	C6EIA5_ECOBD	B	Conserved protein with nucleoside triphosphate hydrolase domain (Putative uncharacterized protein)	552	8.624.782	6	7	9	7	8	8	1	1	1			
C6EJR1_ECOBD	1	1	1	0	3	ASNB_ECOLI	C6EJR1_ECOBD	A	Asparagine synthase (Glutamine-hydrolyzing) (Asparagine synthetase B) (EC 6.3.5.4)	554	8.034.258	4	4	4	1	1	1	1	1	1			
C6EJQ4_ECOBD	1	1	1	0	3	SYQ_ECOLI	C6EJQ4_ECOBD	A	Glutaminyl-tRNA synthetase (EC 6.1.1.18) (Glutamine--tRNA ligase)	554	1,390.71	3	4	5	3	4	4	1	1	1			
C6EBI0_ECOBD	1	1	1	1	4	YJJK_ECOLI	C6EBI0_ECOBD	F1	ABC transporter related (Fused predicted transporter subunits of ABC superfamily: ATP-binding components)	555	1,072.59	29	34	59	17	17	17	15	15	22	5	5	7
C6E9T5_ECOBD	1	0	0	0	1	MEND_ECOLI	C6E9T5_ECOBD	A	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein menD)	556	8.135.053	1	1	1									
C6ELS0_ECOBD	1	1	1	1	4	BETA_ECOLI	C6ELS0_ECOBD	F1	Choline dehydrogenase (EC 1.1.99.1)	556	9.565.636	11	13	16	4	4	5	5	5	6	3	3	4
C6EI71_ECOBD	1	1	1	1	4	RS1_ECOLI	C6EI71_ECOBD	A	30S ribosomal protein S1 (Ribosomal protein S1)	557	1,899.06	45	50	115	33	35	48	31	36	47	5	5	5
C6EGM4_ECOBD	1	1	1	1	4	OPPA_ECOLI	C6EGM4_ECOBD	G	Extracellular solute-binding protein family 5	558	871.536	28	31	44	26	29	34	29	38	58	9	10	11
C6EKY6_ECOBD	1	1	1	1	4	YBAL_ECOLI	C6EKY6_ECOBD	B	Potassium efflux system protein (Predicted transporter with NAD(P)-binding Rossmann-fold domain)	558	8.594.633	15	20	43	14	19	37	18	32	119	13	22	44
C6EEE5_ECOBD	1	1	1	1	4	YHJU_ECOLI	C6EEE5_ECOBD	B	Cellulose synthase operon protein YhjU (Predicted inner membrane protein)	559	3,174.64	2	2	2	2	2	2	6	6	6	2	2	2
C6EEL9_ECOBD	1	1	1	0	3	YDEN_ECOLI	C6EEL9_ECOBD	G	Putative uncharacterized protein ydeN (Sulfatase)	560	1,482.79	10	10	12	10	10	12	9	9	12			
C6EEM1_ECOBD	1	0	0	0	1	YDDA_ECOLI	C6EEM1_ECOBD	B	ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component)	561	827.521	1	1	1									
C6EAI6_ECOBD	1	1	1	1	4	YEHU_ECOLI	C6EAI6_ECOBD	B	Predicted sensory kinase in two-component system with YehT (Signal transduction histidine kinase, LytS) (EC 2.7.13.3)	561	2,444.38	3	3	3	3	3	3	6	7	9	1	1	2
C6EA31_ECOBD	1	1	1	1	4	PTFBC_ECOLI	C6EA31_ECOBD	B	Fused fructose-specific PTS enzymes: IIBcomponent/IIC components (PTS system, fructose subfamily, IIC subunit)	563	918.562	28	33	141	28	34	115	35	49	257	24	33	71
C6EGS0_ECOBD	1	1	1	0	3	TREA_ECOLI	C6EGS0_ECOBD	G	Alpha,alpha-trehalase (EC 3.2.1.28) (Periplasmic trehalase) (EC 3.2.1.28)	565	2,684.36	4	4	4	4	4	4	3	3	3			
C6ECY9_ECOBD	1	1	1	1	4	DSBD_ECOLI	C6ECY9_ECOBD	B	Thiol:disulfide interchange protein dsbD (EC 1.8.1.8) (Protein-disulfide reductase)	565	8.504.452	8	11	34	8	13	39	7	16	93	7	11	27
C6EL88_ECOBD	1	1	1	1	4	YPDA_ECOLI	C6EL88_ECOBD	B	Predicted sensory kinase in two-component system with YpdB (Signal transduction histidine kinase, LytS) (EC 2.7.13.3)	565	9.414.798	6	6	11	6	6	11	6	6	17	4	4	6
C6EHZ8_ECOBD	1	1	1	0	3	MBHM_ECOLI	C6EHZ8_ECOBD	F2	Cytochrome-c3 hydrogenase (EC 1.12.2.1) (Hydrogenase 2, large subunit) (EC 1.12.7.2)	567	9.455.153	2	2	2	1	1	1	2	2	2			
C6EDD4_ECOBD	1	1	1	1	4	YICH_ECOLI	C6EDD4_ECOBD	B	AsmA family protein (Putative uncharacterized protein yicH)	569	917.48	30	36	65	31	43	66	37	63	157	21	27	64
C6EAH8_ECOBD	1	1	1	1	4	DLD_ECOLI	C6EAH8_ECOBD	F1	D-lactate dehydrogenase (EC 1.1.1.28) (D-lactate dehydrogenase, FAD-binding, NADH independent) (EC 1.1.1.28)	571	9.324.472	32	39	65	10	10	10	13	13	13	2	2	3
C6EIB0_ECOBD	1	0	1	0	2	POXB_ECOLI	C6EIB0_ECOBD	F1	Pyruvate dehydrogenase (EC 1.2.2.2) (Thiamine pyrophosphate protein TPP binding domain protein)	572	9.605.473	2	2	2				1	1	1			
C6EA90_ECOBD	1	1	1	1	4	SYP_ECOLI	C6EA90_ECOBD	A	Prolyl-tRNA synthetase (EC 6.1.1.15) (Proline--tRNA ligase)	572	1,743.95	3	3	4	3	3	3	6	6	7	1	1	1
C6EI96_ECOBD	1	1	1	1	4	CYDC_ECOLI	C6EI96_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	573	1,046.53	21	26	39	21	28	39	31	41	137	20	24	40
C6EL61_ECOBD	1	1	1	1	4	PT1_ECOLI	C6EL61_ECOBD	F1	PEP-protein phosphotransferase of PTS system (Enzyme I) (EC 2.7.3.9) (Phosphoenolpyruvate-protein phosphotransferase)	575	8.494.941	14	15	27	13	14	23	11	12	12	2	2	2
C6EBV1_ECOBD	1	1	1	0	3	SYR_ECOLI	C6EBV1_ECOBD	A	Arginyl-tRNA synthetase (EC 6.1.1.19) (Arginine--tRNA ligase)	577	1,504.80	5	5	5	5	5	5	4	4	4			
C6EE54_ECOBD	1	1	1	1	4	CPTA_ECOLI	C6EE54_ECOBD	B	Conserved inner membrane protein (Sulfatase)	577	1,109.52	50	64	283	50	74	245	46	78	456	32	46	177
C6ECC5_ECOBD	1	1	1	1	4	YTFM_ECOLI	C6ECC5_ECOBD	H	Predicted outer membrane protein and surface antigen (Surface antigen (D15))	577	9.865.378	5	5	5	4	4	4	10	10	15	3	3	6
C6EIY8_ECOBD	1	0	0	0	1	YBHF_ECOLI	C6EIY8_ECOBD	F1	ABC transporter related (Fused predicted transporter subunits of ABC superfamily: ATP-binding components)	578	9.644.882	2	2	2									
C6EGS6_ECOBD	1	1	1	1	4	CVRA_ECOLI	C6EGS6_ECOBD	B	Potassium/proton antiporter (Sodium/hydrogen exchanger)	578	1,457.77	4	4	6	4	4	6	9	9	21	7	7	9
C6EHS9_ECOBD	1	0	0	0	1	PRIM_ECOLI	C6EHS9_ECOBD	B	DNA primase	581	1,060.62	2	2	2									
C6EI68_ECOBD	1	1	1	1	4	MSBA_ECOLI	C6EI68_ECOBD	B	Fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component (Lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA)	582	1,067.66	40	47	182	40	49	144	46	72	400	31	40	126
C6EC26_ECOBD	1	1	1	1	4	LCFA_ECOLI	C6EC26_ECOBD	F1	Long-chain-fatty-acid--CoA ligase	583	8.014.037	17	20	32	14	16	21	6	6	9	2	2	2
C6EI27_ECOBD	1	1	1	1	4	LONH_ECOLI	C6EI27_ECOBD	A	Predicted peptidase (Putative ATP-dependent protease)	586	8.804.675	12	13	18	6	7	8	3	3	5	1	1	2
C6EA09_ECOBD	1	1	1	1	4	YEJM_ECOLI	C6EA09_ECOBD	B	Predicted hydrolase, inner membrane (Sulfatase)	586	1,349.69	14	18	32	17	22	40	29	49	112	16	21	31
C6EI95_ECOBD	1	1	1	1	4	CYDD_ECOLI	C6EI95_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	588	811.358	21	26	91	21	31	83	30	46	202	20	25	57
C6EJL4_ECOBD	1	1	1	1	4	DHSA_ECOLI	C6EJL4_ECOBD	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	588	9.764.881	48	66	385	23	26	59	39	54	266	29	40	104
C6EAX1_ECOBD	1	1	1	1	4	FTSI_ECOLI	C6EAX1_ECOBD	B	Peptidoglycan glycosyltransferase (EC 2.4.1.129) (Transpeptidase involved in septal peptidoglycan synthesis (Penicillin-binding protein 3)) (EC 2.4.1.129)	588	1,076.58	21	26	42	18	23	32	37	47	147	16	21	51
C6EBW1_ECOBD	1	1	1	0	3	SYD_ECOLI	C6EBW1_ECOBD	F1	Aspartyl-tRNA synthetase (EC 6.1.1.12) (Aspartate--tRNA ligase)	590	1,367.81	5	5	8	2	2	4	3	3	3			
C6EL15_ECOBD	1	1	1	1	4	MDLA_ECOLI	C6EL15_ECOBD	B	ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	590	8.965.312	7	7	12	8	8	12	20	22	33	8	8	9
C6EL14_ECOBD	1	1	1	1	4	MDLB_ECOLI	C6EL14_ECOBD	B	ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	593	9.995.581	12	12	16	12	12	14	19	25	45	14	15	21
C6EGP2_ECOBD	1	1	1	1	4	NARX_ECOLI	C6EGP2_ECOBD	B	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	598	1,249.53	6	6	7	6	7	10	13	16	27	5	5	7
C6EJA8_ECOBD	1	0	1	0	2	CYSJ_ECOLI	C6EJA8_ECOBD	A	Sulfite reductase (NADPH) flavoprotein, alpha chain (Sulfite reductase, alpha subunit, flavoprotein) (EC 1.8.1.2)	599	8.144.893	1	1	1				1	1	1			
C6EK18_ECOBD	1	1	1	1	4	LEPA_ECOLI	C6EK18_ECOBD	F1	GTP-binding protein lepA	599	1,172.63	20	22	48	7	7	16	7	7	21	4	6	7
C6E9R6_ECOBD	1	1	1	1	4	NUOCD_ECOLI	C6E9R6_ECOBD	F1	NADH dehydrogenase I, D subunit (NADH:ubiquinone oxidoreductase, chain C,D) (EC 1.6.5.3)	600	9.604.509	65	83	287	62	83	174	33	40	82	18	19	30
C6ECW9_ECOBD	1	1	1	1	4	FRDA_ECOLI	C6ECW9_ECOBD	F1	Fumarate reductase (EC 1.3.99.1) (Fumarate reductase, flavoprotein subunit)	602	1,095.50	17	21	65	5	5	5	4	4	4	1	1	1
C6ELH6_ECOBD	1	1	1	1	4	SECD_ECOLI	C6ELH6_ECOBD	B	Protein-export membrane protein SecD	604	1,188.67	67	88	349	68	99	266	70	133	809	64	92	310
C6EA20_ECOBD	1	1	1	1	4	YEJA_ECOLI	C6EA20_ECOBD	G	Extracellular solute-binding protein family 5 (Predicted oligopeptide transporter subunit)	604	1,174.62	2	2	4	2	2	3	3	3	4	3	3	3
C6EF30_ECOBD	1	1	1	0	3	TYPA_ECOLI	C6EF30_ECOBD	A	GTP-binding protein (GTP-binding protein TypA)	607	1,841.01	25	29	38	4	4	6	4	4	4			
C6EJ50_ECOBD	1	0	1	1	3	EX5A_ECOLI	C6EJ50_ECOBD	A	Exodeoxyribonuclease V, alpha subunit (EC 3.1.11.5) (Exonuclease V (RecBCD complex), alpha chain) (EC 3.1.11.5)	608	1,120.61	3	3	3				2	2	2	1	1	1
C6EG74_ECOBD	1	1	1	1	4	GLMS_ECOLI	C6EG74_ECOBD	A	D-fructose-6-phosphate amidotransferase (EC 2.6.1.16) (Glucosamine/fructose-6-phosphate aminotransferase, isomerizing)	609	2,160.09	5	5	5	5	5	5	4	4	7	1	1	4
C6E9S4_ECOBD	1	1	1	1	4	NUOL_ECOLI	C6E9S4_ECOBD	B	NADH dehydrogenase subunit L (EC 1.6.5.3) (Proton-translocating NADH-quinone oxidoreductase, chain L)	613	1,286.71	3	3	16	3	3	16	8	14	69	4	6	12
C6EHS8_ECOBD	1	1	1	1	4	RPOD_ECOLI	C6EHS8_ECOBD	A	RNA polymerase sigma factor	613	8.364.624	13	16	32	13	14	19	7	7	22	4	6	9
C6EE85_ECOBD	1	0	0	0	1	SELB_ECOLI	C6EE85_ECOBD	A	Selenocysteine-specific translation elongation factor (Selenocysteinyl-tRNA-specific translation factor)	614	1,153.48	7	8	8									
C6ECV8_ECOBD	1	0	1	1	3	MUTL_ECOLI	C6ECV8_ECOBD	A	DNA mismatch repair protein mutL	615	2,700.62	2	2	2				3	3	4	2	2	3
C6EI57_ECOBD	1	1	1	1	4	YCBB_ECOLI	C6EI57_ECOBD	B	ErfK/YbiS/YcfS/YnhG family protein (Predicted carboxypeptidase)	615	2,084.08	1	1	1	1	1	1	6	6	6	1	1	1
C6EKI1_ECOBD	1	1	1	0	3	HSCA_ECOLI	C6EKI1_ECOBD	A	Chaperone protein hscA (Hsc66)	616	8.714.996	9	10	15	5	5	5	8	8	8			
C6EG40_ECOBD	1	1	1	0	3	ILVD_ECOLI	C6EG40_ECOBD	A	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	616	1,484.67	2	2	2	2	2	2	5	5	5			
C6EAP3_ECOBD	1	1	1	1	4	ASMA_ECOLI	C6EAP3_ECOBD	B	AsmA family protein (Predicted assembly protein)	617	1,136.53	19	20	34	21	22	31	41	57	97	21	25	39
C6ECJ1_ECOBD	1	1	1	1	4	SPPA_ECOLI	C6ECJ1_ECOBD	B	Protease IV (Signal peptide peptidase) (EC 3.4.-.-) (Signal peptide peptidase SppA, 67K type)	618	2,083.14	29	37	86	27	38	93	35	50	229	26	33	74
C6ELG4_ECOBD	1	0	0	0	1	DXS_ECOLI	C6ELG4_ECOBD	A	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase)	620	1,114.48	5	5	8									
C6EB06_ECOBD	1	1	1	1	4	KEFC_ECOLI	C6EB06_ECOBD	B	Glutathione-regulated potassium-efflux system protein (Potassium efflux system protein)	620	9.174.476	2	2	2	2	2	2	3	3	4	2	2	2
C6EG56_ECOBD	1	1	1	0	3	KUP_ECOLI	C6EG56_ECOBD	B	Potassium transporter (Potassium uptake protein)	622	9.524.922	1	1	1	1	1	1	3	3	4			
C6EIV3_ECOBD	1	1	1	1	4	GSIA_ECOLI	C6EIV3_ECOBD	F1	ABC transporter related	623	1,350.81	3	3	4	2	2	2	6	6	91	2	2	39
C6EL22_ECOBD	1	1	1	1	4	PPID_ECOLI	C6EL22_ECOBD	B	Peptidyl-prolyl cis-trans isomerase (Rotamase D) (EC 5.2.1.8) (PpiC-type peptidyl-prolyl cis-trans isomerase)	623	8.324.523	88	119	331	91	145	378	120	228	711	86	117	288
C6EKZ1_ECOBD	1	1	1	1	4	HTPG_ECOLI	C6EKZ1_ECOBD	F1	Chaperone protein htpG (Heat shock protein htpG) (High temperature protein G)	624	1,159.68	19	20	24	10	10	10	10	10	14	4	4	4
C6EH63_ECOBD	1	1	1	1	4	DEAD_ECOLI	C6EH63_ECOBD	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	629	1,343.69	20	21	30	2	2	2	11	12	29	3	3	4
C6EHW3_ECOBD	1	1	1	0	3	PARE_ECOLI	C6EHW3_ECOBD	A	DNA topoisomerase IV subunit B (EC 5.99.1.-) (DNA topoisomerase IV, B subunit) (EC 5.99.1.3)	630	1,046.51	8	8	14	7	7	11	1	1	1			
C6EAU2_ECOBD	1	1	1	1	4	ODP2_ECOLI	C6EAU2_ECOBD	F1	Dihydrolipoamide acetyltransferase (EC 2.3.1.12) (Pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase) (EC 2.3.1.12)	630	9.675.207	46	58	127	16	16	26	25	28	76	10	11	27
C6EK58_ECOBD	1	1	1	1	4	PBP2_ECOLI	C6EK58_ECOBD	B	Peptidoglycan glycosyltransferase (EC 2.4.1.129) (Transpeptidase involved in peptidoglycan synthesis (Penicillin-binding protein 2))	633	8.525.302	23	26	29	23	26	26	33	36	42	21	22	28
C6EI33_ECOBD	1	0	0	0	1	UUP_ECOLI	C6EI33_ECOBD	F1	ABC transporter related (Fused predicted transporter subunits of ABC superfamily: ATP-binding components)	635	1,143.62	2	2	2									
C6EDJ3_ECOBD	1	1	1	1	4	PTM3C_ECOLI	C6EDJ3_ECOBD	B	Fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (PTS system, mannitol-specific IIC subunit)	637	1,083.48	33	39	55	34	40	51	38	49	170	28	34	51
C6EGB1_ECOBD	1	1	1	1	4	YHES_ECOLI	C6EGB1_ECOBD	F1	ABC transporter related (Fused predicted transporter subunits of ABC superfamily: ATP-binding components)	637	1,725.79	1	1	1	1	1	1	2	2	2	1	1	1
C6EB40_ECOBD	1	1	1	1	4	DNAK_ECOLI	C6EB40_ECOBD	F1	Chaperone protein DnaK (Molecular chaperone DnaK)	638	1,290.62	48	58	142	46	54	79	46	62	97	16	18	26
C6ECN8_ECOBD	1	1	1	1	4	SYT_ECOLI	C6ECN8_ECOBD	A	Threonyl-tRNA synthetase (EC 6.1.1.3) (Threonine--tRNA ligase)	642	8.734.136	2	2	2	2	2	2	2	2	3	1	1	1
C6EKZ4_ECOBD	1	1	0	0	2	DPO3X_ECOLI	C6EKZ4_ECOBD	A	DNA polymerase III subunits gamma and tau (EC 2.7.7.7) (DNA polymerase III, subunits gamma and tau) (EC 2.7.7.7)	643	8.364.624	6	6	6	1	1	1						
C6EBH9_ECOBD	1	1	1	1	4	SLT_ECOLI	C6EBH9_ECOBD	G	Lytic murein transglycosylase, soluble (EC 3.2.1.-) (Lytic transglycosylase catalytic)	645	2,115.06	20	20	26	18	18	19	17	18	18	5	5	5
C6EA04_ECOBD	1	1	1	1	4	CCMF_ECOLI	C6EA04_ECOBD	B	Cytochrome c assembly protein (Heme lyase, CcmF subunit)	647	1,143.62	3	3	3	3	3	3	3	3	6	3	3	4
C6ECD1_ECOBD	1	1	1	1	4	CPDB_ECOLI	C6ECD1_ECOBD	G	2',3'-cyclic-nucleotide 2'-phosphodiesterase (Bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic protein) (EC 3.1.3.6) (EC 3.1.4.16)	647	1,430.76	11	11	11	11	11	11	18	18	19	4	4	4
C6EH49_ECOBD	1	1	1	1	4	FTSH_ECOLI	C6EH49_ECOBD	B	ATP-dependent metalloprotease FtsH (EC 3.6.4.3)	647	1,067.54	100	150	1535	102	179	1311	90	169	1794	74	113	752
C6EIA2_ECOBD	1	1	1	1	4	MACB_ECOLI	C6EIA2_ECOBD	B	ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	648	1,098.58	6	6	7	6	6	7	14	15	21	5	5	6
C6EJQ6_ECOBD	1	1	1	1	4	PTW3C_ECOLI	C6EJQ6_ECOBD	B	Fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components (EC 2.7.1.69) (PTS system, N-acetylglucosamine-specific IIBC subunit)	648	8.604.836	19	23	78	19	24	61	31	50	251	24	31	81
C6EEF4_ECOBD	1	1	1	1	4	YHJK_ECOLI	C6EEF4_ECOBD	B	Diguanylate cyclase/phosphodiesterase with extracellular sensor (Predicted diguanylate cyclase)	649	9.074.995	10	11	12	10	11	12	15	18	24	9	10	12
C6ED56_ECOBD	1	1	1	0	3	ACSA_ECOLI	C6ED56_ECOBD	A	Acetate/CoA ligase (Acetyl-coenzyme A synthetase) (EC 6.2.1.1) (EC 6.2.1.17)	652	1,535.84	1	1	1	1	1	1	1	1	1			
C6EES8_ECOBD	1	1	1	0	3	YDCP_ECOLI	C6EES8_ECOBD	A	Peptidase U32 (Predicted peptidase)	653	8.364.625	5	5	7	3	3	4	1	1	1			
C6EIH1_ECOBD	1	1	1	0	3	SPEA_ECOLI	C6EIH1_ECOBD	A	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	658	8.855.405	1	1	2	1	1	1	1	1	1			
C6E9U5_ECOBD	1	1	1	1	4	ARNA_ECOLI	C6E9U5_ECOBD	A	Bifunctional polymyxin resistance protein ArnA	660	9.754.995	11	11	19	12	12	14	7	7	15	4	4	5
C6EL35_ECOBD	1	1	1	1	4	CYOB_ECOLI	C6EL35_ECOBD	B	Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	663	1,199.54	14	19	89	15	23	86	17	30	290	12	14	38
C6EIH4_ECOBD	1	1	1	1	4	TKT1_ECOLI	C6EIH4_ECOBD	A	Transketolase (Transketolase 1, thiamin-binding) (EC 2.2.1.1)	663	8.304.478	16	17	18	15	16	16	16	18	18	3	3	3
C6EC73_ECOBD	1	1	1	1	4	BETT_ECOLI	C6EC73_ECOBD	B	Choline/carnitine/betaine transporter	665	9.745.782	8	8	25	8	8	24	16	24	82	12	15	27
C6EG35_ECOBD	1	0	1	0	2	REP_ECOLI	C6EG35_ECOBD	A	ATP-dependent DNA helicase Rep (DNA helicase and single-stranded DNA-dependent ATPase) (EC 3.6.1.-)	673	917.505	1	1	1				1	1	1			
C6EJ03_ECOBD	1	1	1	1	4	UVRB_ECOLI	C6EJ03_ECOBD	A	UvrABC system protein B (Protein uvrB) (Excinuclease ABC subunit B)	673	1,030.66	2	2	3	1	1	2	2	3	23	1	1	1
C6EAJ7_ECOBD	1	1	1	0	3	SYM_ECOLI	C6EAJ7_ECOBD	A	Methionyl-tRNA synthetase	677	1,287.67	7	7	8	7	7	7	6	6	10			
C6ELR7_ECOBD	1	1	1	1	4	BETT_ECOLI	C6ELR7_ECOBD	B	Choline transporter of high affinity (Choline/carnitine/betaine transporter)	677	1,273.55	7	8	20	7	9	21	10	12	60	8	8	17
C6EH78_ECOBD	1	1	1	1	4	YRAM_ECOLI	C6EH78_ECOBD	I	LppC family lipoprotein (Putative uncharacterized protein yraM)	678	2,273.20	33	35	71	34	40	84	34	45	77	17	18	27
C6EEI7_ECOBD	1	1	1	1	4	OPDA_ECOLI	C6EEI7_ECOBD	A	Oligopeptidase A (EC 3.4.24.70)	680	1,700.93	5	5	5	5	5	5	8	8	8	1	1	1
C6EJN7_ECOBD	1	1	1	0	3	ATKB_ECOLI	C6EJN7_ECOBD	B	Potassium-transporting ATPase B chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	682	1,205.63	5	5	5	5	5	5	7	8	12			
C6EBZ9_ECOBD	1	1	1	1	4	PRC_ECOLI	C6EBZ9_ECOBD	F2	Carboxy-terminal protease for penicillin-binding protein 3 (EC 3.4.21.-) (Carboxyl-terminal protease) (EC 3.4.21.102)	682	9.755.582	34	37	60	17	19	30	21	22	37	4	4	7
C6EI19_ECOBD	1	1	1	1	4	HELD_ECOLI	C6EI19_ECOBD	A	DNA helicase IV (EC 3.6.1.-) (UvrD/REP helicase)	684	8.985.721	29	29	55	25	26	32	3	3	7	1	1	2
C6EKL0_ECOBD	1	1	0	0	2	PPK_ECOLI	C6EKL0_ECOBD	F1	Polyphosphate kinase (EC 2.7.4.1)	688	1,818.04	22	23	67	21	22	42						
C6EEC0_ECOBD	1	1	1	1	4	SYGB_ECOLI	C6EEC0_ECOBD	A	Glycyl-tRNA synthetase beta subunit (EC 6.1.1.14) (Glycine--tRNA ligase beta subunit)	689	1,073.56	13	14	25	11	12	18	6	6	9	1	1	1
C6EEF9_ECOBD	1	1	1	1	4	YHJG_ECOLI	C6EEF9_ECOBD	B	AsmA family protein (Predicted outer membrane biogenesis protein)	691	9.044.371	13	13	25	15	15	24	30	36	57	11	13	21
C6EGA5_ECOBD	1	1	1	1	4	YHFK_ECOLI	C6EGA5_ECOBD	B	Integral membrane protein, YccS/YhfK family	696	9.404.846	5	5	10	5	5	10	19	21	59	9	10	16
C6EER2_ECOBD	1	1	1	1	4	YNCD_ECOLI	C6EER2_ECOBD	H	Predicted iron outer membrane transporter (TonB-dependent receptor)	700	9.754.643	11	11	17	10	10	12	23	27	40	2	2	4
C6EI34_ECOBD	1	1	1	0	3	RLML_ECOLI	C6EI34_ECOBD	A	Ribosomal RNA large subunit methyltransferase L (EC 2.1.1.52) (23S rRNA m2G2445 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase rlmL)	702	1,141.57	12	12	17	11	11	12	1	1	1			
C6EDE0_ECOBD	1	1	1	0	3	SPOT_ECOLI	C6EDE0_ECOBD	A	(P)ppGpp synthetase I, SpoT/RelA (EC 3.1.7.2) (Bifunctional (P)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase) (EC 2.7.6.5) (EC 3.1.7.2)	702	1,092.54	5	5	6	3	3	3	4	4	4			
C6EDU8_ECOBD	1	1	1	0	3	DCP_ECOLI	C6EDU8_ECOBD	A	Peptidyl-dipeptidase Dcp (EC 3.4.15.5)	703	1,180.60	1	1	1	2	2	3	1	1	1			
