Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
C6EC29_ECOBD	0	0	0	0	0	YEAW_ECOLI	C6EC29_ECOBD	A	Predicted 2Fe-2S cluster-containing protein (EC 1.14.-.-) (Putative uncharacterized protein)																				
C6EC28_ECOBD	0	0	0	0	0	YEAX_ECOLI	C6EC28_ECOBD	A	Predicted oxidoreductase (EC 1.-.-.-) (Putative diogenase beta subunit)																				
C6EC25_ECOBD	1	1	1	1	4	YEAY_ECOLI	C6EC25_ECOBD	I	Outer membrane lipoprotein, Slp family (Predicted lipoprotein)	193	1,284.65	4	4	6	1,284.65	193	4	5	8	1,284.65	193	4	4	6	1,284.65	193	2	2	4
C6EC24_ECOBD	0	0	0	0	0	YEAZ_ECOLI	C6EC24_ECOBD	A	Predicted peptidase (Putative uncharacterized protein)																				
C6EBX1_ECOBD	1	1	1	0	3	YEBA_ECOLI	C6EBX1_ECOBD	B	Peptidase M23	440	900.501	1	1	2	900.501	440	1	1	1	1,244.65	440	1	1	1					
C6EBW5_ECOBD	0	0	0	0	0	YEBB_ECOLI	C6EBW5_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yebB)																				
C6EBY3_ECOBD	1	1	1	1	4	YEBE_ECOLI	C6EBY3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yebE)	219	1,748.95	12	15	68	9.744.538	219	8	9	13	9.744.538	219	15	22	56	7.274.098	219	13	18	24
C6EBY1_ECOBD	0	0	0	0	0	YEBF_ECOLI	C6EBY1_ECOBD	X	Putative lipoprotein																				
C6EBY0_ECOBD	0	0	0	0	0	YEBG_ECOLI	C6EBY0_ECOBD	A	Conserved protein regulated by LexA (YebG family protein)																				
C6EC09_ECOBD	0	0	0	0	0	YEBN_ECOLI	C6EC09_ECOBD	B	UPF0059 membrane protein yebN																				
C6EC05_ECOBD	1	1	1	1	4	YEBO_ECOLI	C6EC05_ECOBD	B	Putative uncharacterized protein yebO (Uncharacterized protein YebO)	95	2,316.20	4	6	10	1,075.53	95	2	3	3	1,643.86	95	6	8	17	1,884.99	95	6	9	12
C6EC01_ECOBD	1	1	0	0	2	YEBQ_ECOLI	C6EC01_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted transporter)	457	1,080.51	1	1	1	1,080.51	457	1	1	1										
C6EBZ7_ECOBD	0	0	0	0	0	YEBR_ECOLI	C6EBZ7_ECOBD	A	Putative GAF sensor protein (Putative uncharacterized protein yebR)																				
C6EBZ6_ECOBD	0	0	0	0	0	YEBS_ECOLI	C6EBZ6_ECOBD	B	Conserved inner membrane protein (Integral membrane protein, PqiA family)																				
C6EBZ5_ECOBD	1	1	1	1	4	YEBT_ECOLI	C6EBZ5_ECOBD	B	Mammalian cell entry related domain protein (Putative uncharacterized protein yebT)	877	1,103.58	41	43	74	8.134.467	877	31	34	44	8.134.467	877	39	46	85	1,316.65	877	10	10	19
C6EBZ3_ECOBD	0	0	0	0	0	YEBV_ECOLI	C6EBZ3_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yebV)																				
C6EBZ2_ECOBD	0	0	0	0	0	YEBW_ECOLI	C6EBZ2_ECOBD	A	Putative uncharacterized protein																				
C6EBZ0_ECOBD	1	1	1	0	3	YEBY_ECOLI	C6EBZ0_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yebY)	113	1,934.98	1	1	1	1,934.98	113	1	1	1	1,934.98	113	1	1	1					
C6EBY9_ECOBD	0	0	0	0	0	YEBZ_ECOLI	C6EBY9_ECOBD	B	Copper resistance D domain protein (Predicted inner membrane protein)																				
C6EBF1_ECOBD	0	0	0	0	0	YECA_ECOLI	C6EBF1_ECOBD	A	YecA family protein																				
C6EGN4_ECOBD	0	0	0	0	0	YECA_ECOLI	C6EGN4_ECOBD	A	UPF0225 protein ychJ																				
C6EBE4_ECOBD	1	0	0	0	1	YECC_ECOLI	C6EBE4_ECOBD	F1	ABC transporter related	250	8.734.538	1	1	7															
C6EBW0_ECOBD	0	0	0	0	0	YECD_ECOLI	C6EBW0_ECOBD	A	Isochorismatase hydrolase (Predicted hydrolase)																				
C6EBV9_ECOBD	0	0	0	0	0	YECE_ECOLI	C6EBV9_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yecE)																				
C6EBE6_ECOBD	0	0	0	0	0	YECF_ECOLI	C6EBE6_ECOBD	A	Putative uncharacterized protein																				
C6EBF3_ECOBD	0	0	0	0	0	YECH_ECOLI	C6EBF3_ECOBD	A	Putative uncharacterized protein																				
C6EBF7_ECOBD	0	0	0	0	0	YECJ_ECOLI	C6EBF7_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yecJ)																				
C6EBV2_ECOBD	1	1	0	0	2	YECM_ECOLI	C6EBV2_ECOBD	A	Predicted metal-binding enzyme (Putative uncharacterized protein)	188	1,783.02	1	1	1	1,783.02	188	1	1	1										
C6EBV8_ECOBD	0	0	0	0	0	YECN_ECOLI	C6EBV8_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)																				
C6EBF5_ECOBD	0	0	0	0	0	YECR_ECOLI	C6EBF5_ECOBD	I	Putative uncharacterized protein																				
C6EBE3_ECOBD	0	0	0	0	0	YECS_ECOLI	C6EBE3_ECOBD	B	Polar amino acid ABC transporter, inner membrane subunit																				
C6EBV0_ECOBD	0	0	0	0	0	YECT_ECOLI	C6EBV0_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yecT)																				
C6EBA7_ECOBD	0	0	0	0	0	YEDA_ECOLI	C6EBA7_ECOBD	B	Carboxylate/amino acid/amine transporter																				
C6EBD3_ECOBD	0	0	0	0	0	YEDD_ECOLI	C6EBD3_ECOBD	I	Putative uncharacterized protein																				
C6EBD2_ECOBD	0	0	0	0	0	YEDE_ECOLI	C6EBD2_ECOBD	B	Putative uncharacterized protein																				
C6EBD1_ECOBD	0	0	0	0	0	YEDF_ECOLI	C6EBD1_ECOBD	A	SirA family protein																				
C6EBA8_ECOBD	0	0	0	0	0	YEDI_ECOLI	C6EBA8_ECOBD	B	Putative uncharacterized protein																				
C6EBA4_ECOBD	0	0	0	0	0	YEDJ_ECOLI	C6EBA4_ECOBD	B	Metal dependent phosphohydrolase																				
C6EBD0_ECOBD	0	0	0	0	0	YEDK_ECOLI	C6EBD0_ECOBD	A	Putative uncharacterized protein																				
C6EBC9_ECOBD	0	0	0	0	0	YEDL_ECOLI	C6EBC9_ECOBD	A	GCN5-related N-acetyltransferase																				
C6EBB0_ECOBD	0	0	0	0	0	YEDQ_ECOLI	C6EBB0_ECOBD	B	Diguanylate cyclase																				
C6EBA3_ECOBD	0	0	0	0	0	YEDR_ECOLI	C6EBA3_ECOBD	B	Putative uncharacterized protein																				
C6EBA0_ECOBD	1	1	1	1	4	YEDV_ECOLI	C6EBA0_ECOBD	B	Heavy metal sensor signal transduction histidine kinase	452	8.384.305	11	11	11	8.384.305	452	11	11	11	6.434.139	452	12	12	15	1,359.71	452	5	5	5
C6EB99_ECOBD	1	1	0	0	2	YEDW_ECOLI	C6EB99_ECOBD	A	Two component heavy metal response transcriptional regulator, winged helix family	260	9.614.698	1	1	2	9.614.698	260	1	1	1										
C6EB97_ECOBD	0	0	0	0	0	YEDY_ECOLI	C6EB97_ECOBD	F2	Oxidoreductase molybdopterin binding																				
C6EB96_ECOBD	0	0	0	0	0	YEDZ_ECOLI	C6EB96_ECOBD	B	Putative sulfite oxidase subunit YedZ																				
C6EB75_ECOBD	0	0	1	0	1	YEEA_ECOLI	C6EB75_ECOBD	B	Conserved inner membrane protein (Membrane protein-like protein)											1,293.68	352	1	1	1					
C6EB71_ECOBD	0	0	0	0	0	YEED_ECOLI	C6EB71_ECOBD	A	Putative uncharacterized protein yeeD (SirA family protein)																				
C6EB70_ECOBD	0	1	1	1	3	YEEE_ECOLI	C6EB70_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)						961.495	352	1	1	1	961.495	352	1	1	1	9.464.953	352	1	1	1
C6EB69_ECOBD	0	0	0	0	0	YEEF_ECOLI	C6EB69_ECOBD	B	Amino acid permease-associated region (Predicted amino-acid transporter)																				
C6EB89_ECOBD	0	0	0	0	0	YEEJ_ECOLI	C6EB89_ECOBD	H	Ig domain protein group 1 domain protein																				
C6EB85_ECOBD	0	0	0	0	0	YEEO_ECOLI	C6EB85_ECOBD	B	MATE efflux family protein																				
C6EB76_ECOBD	1	1	1	1	4	YEEX_ECOLI	C6EB76_ECOBD	A	Putative uncharacterized protein	109	9.885.311	2	3	3	9.885.311	109	1	1	1	1,942.96	109	1	1	2	1,942.96	109	1	1	2
C6EB68_ECOBD	0	0	0	0	0	YEEY_ECOLI	C6EB68_ECOBD	A	Transcriptional regulator, LysR family																				
C6EB67_ECOBD	1	1	1	0	3	YEEZ_ECOLI	C6EB67_ECOBD	G	NAD-dependent epimerase/dehydratase (Predicted epimerase, with NAD(P)-binding Rossmann-fold domain)	274	1,169.67	2	2	2	1,169.67	274	2	2	2	1,047.51	274	1	1	1					
C6EB51_ECOBD	1	1	1	1	4	YEFI_ECOLI	C6EB51_ECOBD	F1	Glycosyl transferase group 1 (Putative glycosyltransferase WbbC)	370	2,131.15	7	8	16	2,131.15	370	1	1	1	1,396.75	370	6	6	8	1,143.64	370	3	4	6
C6EAN8_ECOBD	0	0	1	0	1	YEGD_ECOLI	C6EAN8_ECOBD	A	Predicted chaperone (Uncharacterized chaperone protein YegD)											2,496.31	450	1	1	1					
C6EAP0_ECOBD	1	1	1	0	3	YEGE_ECOLI	C6EAP0_ECOBD	B	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Predicted diguanylate cyclase, GGDEF domain signalling protein)	1105	1,391.66	1	1	1	1,391.66	1105	1	1	1	9.584.588	1105	1	1	1					
C6EAP4_ECOBD	1	1	1	1	4	YEGH_ECOLI	C6EAP4_ECOBD	B	Fused predicted membrane protein/predicted membrane protein (Integral membrane protein TerC)	527	1,107.56	9	9	16	1,049.57	527	6	6	11	1,882.00	527	18	20	32	8.564.999	527	4	4	6
C6EAN7_ECOBD	0	0	0	0	0	YEGI_ECOLI	C6EAN7_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yegI)																				
C6EAN6_ECOBD	0	0	0	0	0	YEGK_ECOLI	C6EAN6_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yegK)																				
C6EAN5_ECOBD	0	0	0	0	0	YEGL_ECOLI	C6EAN5_ECOBD	A	Putative uncharacterized protein yegL (von Willebrand factor type A)																				
C6EAM5_ECOBD	0	0	1	0	1	YEGP_ECOLI	C6EAM5_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yegP)											602.362	110	1	1	3					
C6EAM4_ECOBD	0	0	0	0	0	YEGQ_ECOLI	C6EAM4_ECOBD	A	Peptidase U32 (Predicted peptidase) (EC 3.4.-.-)																				
C6EAM3_ECOBD	0	0	0	0	0	YEGR_ECOLI	C6EAM3_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein yegR)																				
C6EAM2_ECOBD	0	0	0	0	0	YEGS_ECOLI	C6EAM2_ECOBD	A	Probable lipid kinase yegS (EC 2.7.1.-)																				
C6EAL2_ECOBD	0	0	0	0	0	YEGT_ECOLI	C6EAL2_ECOBD	B	Nucleoside transporter (Predicted nucleoside transporter)																				
C6EAL1_ECOBD	0	0	0	0	0	YEGU_ECOLI	C6EAL1_ECOBD	A	ADP-ribosylation/Crystallin J1 (Predicted hydrolase)																				
C6EAL0_ECOBD	0	0	0	0	0	YEGV_ECOLI	C6EAL0_ECOBD	A	PfkB domain protein (Predicted kinase)																				
C6EAK9_ECOBD	0	0	0	0	0	YEGW_ECOLI	C6EAK9_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)																				
C6EAK8_ECOBD	0	0	0	0	0	YEGX_ECOLI	C6EAK8_ECOBD	B	Glycoside hydrolase family 25 (Predicted hydrolase)																				
C6EAJ5_ECOBD	0	1	0	0	1	YEHI_ECOLI	C6EAJ5_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yehI)						8.134.831	1210	1	1	1										
C6EAJ4_ECOBD	0	0	0	0	0	YEHK_ECOLI	C6EAJ4_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yehK)																				
C6EAJ3_ECOBD	0	0	0	0	0	YEHL_ECOLI	C6EAJ3_ECOBD	A	ATPase associated with various cellular activities AAA_5 (Predicted transporter subunit: ATP-binding component of ABC superfamily)																				
C6EAJ2_ECOBD	0	0	0	0	0	YEHM_ECOLI	C6EAJ2_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yehM)																				
C6EAJ1_ECOBD	0	0	0	0	0	YEHP_ECOLI	C6EAJ1_ECOBD	A	Putative uncharacterized protein yehP (VWA containing CoxE family protein)																				
C6EAI9_ECOBD	0	0	0	0	0	YEHR_ECOLI	C6EAI9_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein yehR)																				
C6EAI8_ECOBD	1	0	0	0	1	YEHS_ECOLI	C6EAI8_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yehS)	156	1,554.79	6	8	10															
C6EAI7_ECOBD	0	0	0	0	0	YEHT_ECOLI	C6EAI7_ECOBD	A	Predicted response regulator in two-component system withYehU (Two component transcriptional regulator, LytTR family)																				
C6EAI6_ECOBD	1	1	1	1	4	YEHU_ECOLI	C6EAI6_ECOBD	B	Predicted sensory kinase in two-component system with YehT (Signal transduction histidine kinase, LytS) (EC 2.7.13.3)	561	2,444.38	3	3	3	2,444.38	561	3	3	3	7.574.932	561	6	7	9	1,981.95	561	1	1	2
C6EAI3_ECOBD	0	0	0	0	0	YEHW_ECOLI	C6EAI3_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted transporter subunit: membrane component of ABC superfamily)																				
C6EAI2_ECOBD	0	0	0	0	0	YEHX_ECOLI	C6EAI2_ECOBD	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)																				
C6EAI1_ECOBD	0	0	0	0	0	YEHY_ECOLI	C6EAI1_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted transporter subunit: membrane component of ABC superfamily)																				
C6EAG5_ECOBD	0	0	0	0	0	YEIA_ECOLI	C6EAG5_ECOBD	A	Dihydroorotate dehydrogenase family protein (EC 1.3.1.2) (Dihydropyrimidine dehydrogenase)																				
C6EAG1_ECOBD	0	0	0	0	0	YEIB_ECOLI	C6EAG1_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)																				
C6EAF6_ECOBD	0	0	0	0	0	YEIE_ECOLI	C6EAF6_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)																				
C6EAF5_ECOBD	1	1	1	0	3	YEIH_ECOLI	C6EAF5_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)	349	1,590.91	1	1	3	1,590.91	349	1	1	1	1,590.91	349	1	1	2					
C6EAF3_ECOBD	0	0	0	0	0	YEII_ECOLI	C6EAF3_ECOBD	A	PfkB domain protein (Predicted kinase)																				
C6EA25_ECOBD	0	0	0	0	0	YEIQ_ECOLI	C6EA25_ECOBD	A	Mannitol dehydrogenase domain protein (Predicted dehydrogenase, NAD-dependent)																				
C6EA24_ECOBD	1	0	0	0	1	YEIR_ECOLI	C6EA24_ECOBD	A	Cobalamin synthesis protein P47K (Predicted enzyme)	328	1,207.67	3	3	3															
C6EAG7_ECOBD	0	0	0	0	0	YEIS_ECOLI	C6EAG7_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)																				
C6EAG6_ECOBD	0	0	0	0	0	YEIT_ECOLI	C6EAG6_ECOBD	A	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Predicted oxidoreductase)																				
C6EA23_ECOBD	1	1	1	1	4	YEIU_ECOLI	C6EA23_ECOBD	B	Phosphoesterase PA-phosphatase related (Undecaprenyl pyrophosphate phosphatase)	237	2,389.30	7	9	24	2,389.30	237	7	10	14	1,072.62	237	7	9	20	2,389.30	237	4	4	4
C6EA27_ECOBD	0	0	0	0	0	YEIW_ECOLI	C6EA27_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yeiW)																				
C6EA20_ECOBD	1	1	1	1	4	YEJA_ECOLI	C6EA20_ECOBD	G	Extracellular solute-binding protein family 5 (Predicted oligopeptide transporter subunit)	604	1,174.62	2	2	4	1,174.62	604	2	2	3	1,948.01	604	3	3	4	1,810.91	604	3	3	3
C6EA19_ECOBD	0	0	0	0	0	YEJB_ECOLI	C6EA19_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted oligopeptide transporter subunit)																				
C6EA18_ECOBD	1	1	1	1	4	YEJE_ECOLI	C6EA18_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted oligopeptide transporter subunit)	341	9.875.218	1	1	1	9.875.218	341	1	1	1	8.274.046	341	3	3	4	1,127.63	341	2	2	3
C6EA17_ECOBD	1	1	1	0	3	YEJF_ECOLI	C6EA17_ECOBD	F1	ABC transporter related (Fused predicted oligopeptide transporter subunits of ABC superfamilly: ATP-binding components)	529	827.521	5	5	5	827.521	529	2	2	2	5.433.613	529	3	3	5					
C6EA16_ECOBD	0	0	0	0	0	YEJG_ECOLI	C6EA16_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yejG)																				
C6EA13_ECOBD	0	0	0	0	0	YEJH_ECOLI	C6EA13_ECOBD	A	Predicted ATP-dependet helicase (Type III restriction protein res subunit)																				
C6EA10_ECOBD	0	0	0	0	0	YEJL_ECOLI	C6EA10_ECOBD	A	UPF0352 protein yejL																				
C6EA09_ECOBD	1	1	1	1	4	YEJM_ECOLI	C6EA09_ECOBD	B	Predicted hydrolase, inner membrane (Sulfatase)	586	1,349.69	14	18	32	1,349.69	586	17	22	40	1,349.69	586	29	49	112	2,145.10	586	16	21	31
C6E9X1_ECOBD	0	0	0	0	0	YFAA_ECOLI	C6E9X1_ECOBD	G	Putative uncharacterized protein yfaA (Uncharacterized protein YfaA)																				
C6E9W5_ECOBD	0	0	0	0	0	YFAE_ECOLI	C6E9W5_ECOBD	A	Ferredoxin (Predicted 2Fe-2S cluster-containing protein)																				
C6E9W8_ECOBD	0	0	0	0	0	YFAL_ECOLI	C6E9W8_ECOBD	H	Outer membrane autotransporter barrel domain protein																				
C6E9X5_ECOBD	0	0	0	0	0	YFAP_ECOLI	C6E9X5_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yfaP)																				
C6E9X4_ECOBD	0	0	0	0	0	YFAQ_ECOLI	C6E9X4_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yfaQ)																				
C6E9X3_ECOBD	0	0	0	0	0	YFAS_ECOLI	C6E9X3_ECOBD	G	Alpha-2-macroglobulin domain protein (Putative membrane protein)																				
C6E9X2_ECOBD	0	0	0	0	0	YFAT_ECOLI	C6E9X2_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yfaT)																				
C6E9V0_ECOBD	0	0	0	0	0	YFAZ_ECOLI	C6E9V0_ECOBD	H	Predicted outer membrane porin protein (YfaZ family protein)																				
C6E9S9_ECOBD	0	0	0	0	0	YFBM_ECOLI	C6E9S9_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yfbM)																				
C6ELG3_ECOBD	1	1	1	0	3	YFBQ_ECOLI	C6ELG3_ECOBD	A	Aminotransferase class I and II (Aspartate aminotransferase)	405	1,261.65	10	12	25	2,482.30	405	1	2	2	1,501.70	405	2	3	3					
C6ELG2_ECOBD	1	0	0	0	1	YFBR_ECOLI	C6ELG2_ECOBD	A	UPF0207 protein yfbR	199	1,159.64	1	1	1															
C6ELG1_ECOBD	0	0	1	0	1	YFBS_ECOLI	C6ELG1_ECOBD	B	Citrate transporter (Predicted transporter)											1,077.57	610	1	1	1					
C6ELG0_ECOBD	0	0	0	0	0	YFBT_ECOLI	C6ELG0_ECOBD	A	HAD-superfamily hydrolase, subfamily IA, variant 3 (Predicted hydrolase or phosphatase)																				
C6ELF9_ECOBD	1	1	0	0	2	YFBU_ECOLI	C6ELF9_ECOBD	A	UPF0304 protein yfbU	164	8.725.201	5	5	6	8.725.201	164	5	5	5										
C6ELF8_ECOBD	0	0	1	0	1	YFBV_ECOLI	C6ELF8_ECOBD	B	UPF0208 membrane protein yfbV											1,044.58	151	2	2	3					
C6ELC6_ECOBD	0	0	0	0	0	YFCA_ECOLI	C6ELC6_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)																				
C6ELC3_ECOBD	0	0	0	0	0	YFCB_ECOLI	C6ELC3_ECOBD	A	Modification methylase, HemK family (EC 2.1.1.72) (N5-glutamine methyltransferase) (EC 1.3.3.-)																				
C6ELF5_ECOBD	0	0	0	0	0	YFCC_ECOLI	C6ELF5_ECOBD	B	C4-dicarboxylate anaerobic carrier																				
C6ELF4_ECOBD	0	0	0	0	0	YFCD_ECOLI	C6ELF4_ECOBD	A	NUDIX hydrolase (Predicted NUDIX hydrolase)																				
C6ELF3_ECOBD	0	0	0	0	0	YFCE_ECOLI	C6ELF3_ECOBD	A	Phosphodiesterase, MJ0936 family																				
C6ELF2_ECOBD	0	0	0	0	0	YFCF_ECOLI	C6ELF2_ECOBD	A	Glutathione S-transferase domain protein (Predicted enzyme)																				
C6ELF1_ECOBD	0	0	0	0	0	YFCG_ECOLI	C6ELF1_ECOBD	A	Glutathione S-transferase domain protein (Predicted glutathione S-transferase)																				
C6ELE9_ECOBD	1	1	1	1	4	YFCH_ECOLI	C6ELE9_ECOBD	A	Conserved protein with NAD(P)-binding Rossmann-fold domain (Putative uncharacterized protein)	297	1,478.87	10	10	23	1,195.62	297	7	7	7	1,478.87	297	8	8	9	7.864.468	297	4	4	5
C6ELD1_ECOBD	1	1	1	1	4	YFCJ_ECOLI	C6ELD1_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted transporter)	392	9.925.007	2	2	25	9.925.007	392	2	3	22	1,021.54	392	3	5	28	8.654.415	392	3	4	7
C6ELC8_ECOBD	0	0	0	0	0	YFCL_ECOLI	C6ELC8_ECOBD	A	Putative uncharacterized protein yfcL (YfcL protein)																				
C6ELC7_ECOBD	0	0	0	0	0	YFCM_ECOLI	C6ELC7_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yfcM)																				
C6ELC2_ECOBD	0	0	0	0	0	YFCN_ECOLI	C6ELC2_ECOBD	A	UPF0115 protein yfcN																				
C6ELC1_ECOBD	0	0	0	0	0	YFCO_ECOLI	C6ELC1_ECOBD	G	Putative uncharacterized protein																				
C6ELC0_ECOBD	0	0	0	0	0	YFCP_ECOLI	C6ELC0_ECOBD	G	Fimbrial protein (Predicted fimbrial-like adhesin protein)																				
C6ELB9_ECOBD	0	0	0	0	0	YFCQ_ECOLI	C6ELB9_ECOBD	G	Fimbrial protein (Predicted fimbrial-like adhesin protein)																				
C6ELB8_ECOBD	0	0	0	0	0	YFCR_ECOLI	C6ELB8_ECOBD	G	Predicted fimbrial-like adhesin protein (Putative uncharacterized protein)																				
C6ELB7_ECOBD	0	0	0	0	0	YFCS_ECOLI	C6ELB7_ECOBD	G	Pili assembly chaperone, N-terminal (Predicted periplasmic pilus chaperone)																				
C6ELB6_ECOBD	0	0	0	0	0	YFCU_ECOLI	C6ELB6_ECOBD	G	Fimbrial biogenesis outer membrane usher protein (Predicted outer membrane export usher protein)																				
C6ELB5_ECOBD	0	0	0	0	0	YFCV_ECOLI	C6ELB5_ECOBD	G	Fimbrial protein (Predicted fimbrial-like adhesin protein)																				
C6ELB1_ECOBD	0	0	0	0	0	YFCZ_ECOLI	C6ELB1_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yfcZ)																				
C6ELA5_ECOBD	1	1	0	0	2	YFDC_ECOLI	C6ELA5_ECOBD	B	Formate/nitrite transporter (Predicted inner membrane protein)	310	1,470.79	1	1	1	1,470.79	310	1	1	1										
C6EL97_ECOBD	0	0	0	0	0	YFDE_ECOLI	C6EL97_ECOBD	B	L-carnitine dehydratase/bile acid-inducible protein F (Predicted CoA-transferase, NAD(P)-binding)																				
C6EL96_ECOBD	0	0	0	0	0	YFDV_ECOLI	C6EL96_ECOBD	B	Auxin Efflux Carrier (Predicted transporter)																				
C6EL93_ECOBD	0	0	0	0	0	YFDX_ECOLI	C6EL93_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yfdX)																				
C6EL91_ECOBD	0	0	0	0	0	YFDY_ECOLI	C6EL91_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)																				
C6EL89_ECOBD	1	1	1	0	3	YFDZ_ECOLI	C6EL89_ECOBD	A	Aminotransferase class I and II (Putative uncharacterized protein yfdZ)	412	8.305.094	3	3	4	1,849.93	412	1	1	1	1,849.93	412	1	1	1					
C6EL75_ECOBD	1	1	1	1	4	YFEA_ECOLI	C6EL75_ECOBD	B	Diguanylate cyclase/phosphodiesterase (Predicted diguanylate cyclase)	729	1,270.63	3	3	3	1,270.63	729	3	3	3	2,255.20	729	12	13	35	1,069.67	729	7	8	11
C6EL74_ECOBD	0	0	0	0	0	YFEC_ECOLI	C6EL74_ECOBD	A	Predicted DNA-binding transcriptional regulator (Putative uncharacterized protein)																				
C6EL73_ECOBD	0	0	0	0	0	YFED_ECOLI	C6EL73_ECOBD	A	Predicted DNA-binding transcriptional regulator (Putative uncharacterized protein)																				
C6EL69_ECOBD	1	1	1	1	4	YFEH_ECOLI	C6EL69_ECOBD	B	Bile acid:sodium symporter (Predicted inner membrane protein)	332	1,761.83	1	1	13	1,761.83	332	1	1	13	1,761.83	332	1	2	20	1,761.83	332	2	3	7
C6EL58_ECOBD	0	0	0	0	0	YFEK_ECOLI	C6EL58_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yfeK)																				
C6EL79_ECOBD	0	0	0	0	0	YFEO_ECOLI	C6EL79_ECOBD	B	Putative ion-transport protein yfeO																				
C6EL70_ECOBD	0	0	0	0	0	YFER_ECOLI	C6EL70_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)																				
C6EL57_ECOBD	0	0	0	0	0	YFES_ECOLI	C6EL57_ECOBD	A	Putative uncharacterized protein yfeS (WGR domain protein)																				
C6EKS3_ECOBD	0	0	0	0	0	YFEX_ECOLI	C6EKS3_ECOBD	A	Dyp-type peroxidase family (Putative uncharacterized protein yfeX)																				
C6EKS2_ECOBD	1	1	1	1	4	YFEY_ECOLI	C6EKS2_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein yfeY)	191	1,249.63	7	8	21	1,227.63	191	8	9	15	8.314.319	191	8	10	19	1,227.63	191	4	4	4
C6EKS1_ECOBD	0	0	0	0	0	YFEZ_ECOLI	C6EKS1_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)																				
C6EKP1_ECOBD	0	0	0	0	0	YFFB_ECOLI	C6EKP1_ECOBD	A	Arsenate reductase and related (Putative uncharacterized protein yffB)																				
C6EKL7_ECOBD	1	1	1	1	4	YFGC_ECOLI	C6EKL7_ECOBD	G	Peptidase M48 Ste24p (Predicted peptidase)	487	9.545.366	9	9	12	9.545.366	487	7	7	8	7.304.095	487	6	6	13	1,532.76	487	4	4	5
