K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	Common Core 	Gene Ontology ID (Uniprot)	Category	1st Secr Sys	2nd Secr Sys	SignalP SP HMM	Smax HMM	SignalP SP NN	D-score NN	LipoP S	Peptidase	Score	Helixes Predicted	Expected No aas in helixes	Expected No aas in helixes in first 60 aas	Phobius Signal	Phobius TMHs	TatP Signal	TatP D-score	Uniprot Description	Pseudogenes / Mobile Elements Notes
YGHQ_ECOLI	C6EI09_ECOBD		 	"GO:0016020; GO:0000271"	B	SEC		0	0	32	0		TMH 	1.316	6	135.08	22.86		5	43	0.294	Polysaccharide biosynthesis protein	 
YGHR_ECOLI	C6EI08_ECOBD		 	GO:0016787	B	SEC		0	0	0	0		CYT 		0	2.47	0.02		0	16	0.119	Predicted protein with nucleoside triphosphate hydrolase domain (Putative uncharacterized protein)	 
YGHS_ECOLI	C6EI07_ECOBD		 	GO:0005524	B	SEC		0	0	0	0		CYT 		0	3.14	0.15		1	39	0.172	Uncharacterized ATP-binding protein YghS	 
YGHT_ECOLI	C6EI06_ECOBD		 	GO:0016787	B	SEC		0	0	0	0		CYT 		0	1.16	0.00		1	50	0.060	Predicted protein with nucleoside triphosphate hydrolase domain (Putative uncharacterized protein)	 
YGHZ_ECOLI	C6EHZ1_ECOBD		 	"GO:0055114; GO:0016491; GO:0006813; GO:0055085"	A			0	0	0	0		CYT 		0	0.29	0.27		0	41	0.181	Aldo-keto reductase (Aldo/keto reductase)	 
YGIL_ECOLI	C6EHV0_ECOBD		 	"GO:0007155; GO:0009289"	G	SEC	CU	24	1.000	24	0.712	23	SpI 	15.599	0	0.74	0.74	23	0	39	0.056	Fimbrial protein (Predicted fimbrial-like adhesin protein)	 
YGIM_ECOLI	C6EHU0_ECOBD		 		B	SEC		23	1.000	23	0.831	22	SpI 	18.201	1	22.91	0.13	22	1	18	0.045	Predicted signal transduction protein (SH3 domain) (SH3 domain protein)	 
YGIN_ECOLI	C6EHW4_ECOBD		 	"GO:0017000; GO:0005737; GO:0004497"	A			0	0	0	0		CYT 		0	0.00	0.00		0	25	0.045	Antibiotic biosynthesis monooxygenase (Quinol monooxygenase)	 
YGIQ_ECOLI	C6EHX8_ECOBD		 	"GO:0051539; GO:0003824"	A			0	0	0	0		TMH 	1.405	0	0.24	0.24		0	21	0.210	UPF0313 protein ygiQ	 
YGIS_ECOLI	C6EHX3_ECOBD		 	GO:0005215	G	SEC		21	1.000	21	0.891	20	SpI 	13.593	0	3.97	3.96	20	0	15	0.091	Extracellular solute-binding protein family 5 (Predicted transporter subunit: periplasmic-binding component of ABC superfamily)	 
YGIT_ECOLI	C6EHX2_ECOBD		 	GO:0043565	A			0	0	0	0		CYT 		0	0.00	0.00		0	52	0.025	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, XRE family)	 
YGIZ_ECOLI	C6EHW6_ECOBD		 		B	SEC		0	0	0	0		TMH 	4.053	3	61.08	25.89		3	1	0.124	Conserved inner membrane protein (Putative uncharacterized protein)	 
YGJH_ECOLI	C6EHS2_ECOBD		 	GO:0000049	A			0	0	0	0		CYT 		0	0.00	0.00		0	7	0.059	Putative uncharacterized protein ygjH (T-RNA-binding domain protein)	 
YGJM_ECOLI	C6EHR4_ECOBD		 	GO:0043565	A			0	0	0	0		CYT 		0	0.00	0.00		0	22	0.060	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, XRE family)	 
YGJN_ECOLI	C6EHR3_ECOBD		 		A			0	0	0	0		CYT 		0	0.04	0.00		0	43	0.061	Putative uncharacterized protein (Putative uncharacterized protein ygjN)	 
YGJP_ECOLI	C6EHR1_ECOBD		 	GO:0016787	A			0	0	0	0		CYT 		0	0.00	0.00		0	5	0.087	Predicted metal dependent hydrolase (Putative uncharacterized protein)	 
YHAB_ECOLI	C6EHA4_ECOBD		 		A			0	0	20	0		CYT 		0	0.04	0.00		0	19	0.042	Putative uncharacterized protein (Putative uncharacterized protein yhaB)	 
YHAC_ECOLI	C6EHA3_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	36	0.048	Putative uncharacterized protein (Putative uncharacterized protein yhaC)	 
YHAL_ECOLI	C6EHB5_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	17	0.063	Putative uncharacterized protein (Putative uncharacterized protein yhaL)	 
YHAO_ECOLI	C6EHB3_ECOBD		 	"GO:0016021; GO:0005215"	B	SEC		0	0	0	0		TMH 	0.623	11	238.13	20.91		11	20	0.197	Serine transporter	 
YHBO_ECOLI	C6EH72_ECOBD		 	"GO:0016798; GO:0008233"	A			0	0	0	0		CYT 		0	0.02	0.00		0	39	0.036	Intracellular protease, PfpI family (Predicted intracellular protease)	 
YHBY_ECOLI	C6EH47_ECOBD		 	GO:0003723	A			0	0	0	0		CYT 		0	0.02	0.02		0	15	0.095	Predicted RNA-binding protein (Putative uncharacterized protein)	 
YHCG_ECOLI	C6EH13_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	10	0.080	Putative uncharacterized protein (Putative uncharacterized protein yhcG)	 
YHCH_ECOLI	C6EH11_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	27	0.092	Putative uncharacterized protein (Putative uncharacterized protein yhcH)	 
YHCN_ECOLI	C6EGM2_ECOBD		 		G	SEC		23	1.000	23	0.916	22	SpI 	22.703	0	11.63	11.63	22	0	52	0.080	Protein YcfR (Putative uncharacterized protein yhcN)	 
YHDH_ECOLI	C6EGK7_ECOBD		 	"GO:0055114; GO:0016491; GO:0008270"	A			0	0	0	0		CYT 		0	21.03	0.00		0	15	0.115	Predicted oxidoreductase, Zn-dependent and NAD(P)-binding (Quinone oxidoreductase, YhdH/YhfP family)	 
YHDN_ECOLI	C6EGH3_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	15	0.067	Putative uncharacterized protein (Putative uncharacterized protein yhdN)	 
YHDP_ECOLI	C6EGL5_ECOBD		 		H	SEC	BAM	20	0.996	30	0.534	29	SpI 	5.148	1	27.93	22.00	29	0	29	0.072	Conserved membrane protein, predicted transporter (Uncharacterized protein YhdP)	 
YHDV_ECOLI	C6EGJ3_ECOBD		 		I	SEC	LOL	19	0.958	21	0.723	16	SpII 	14.217	1	24.91	13.99	20	1	70	0.097	Predicted outer membrane protein (Putative uncharacterized protein)	 
YHEU_ECOLI	C6EGA9_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	42	0.015	UPF0270 protein yheU	 
YHFT_ECOLI	C6EFJ9_ECOBD		 		B	SEC		0	0.615	19	0		TMH 	0.362	11	237.84	30.12		11	26	0.105	Predicted inner membrane protein (Uncharacterized protein YhfT)	 
YHFU_ECOLI	C6EFJ8_ECOBD		 	GO:0005975	B	 	 	0	0	0	0		CYT 		1	21.57	13.26		1	22	0.118	Putative uncharacterized protein (Putative uncharacterized protein yhfU)	 
YHFW_ECOLI	C6EFJ6_ECOBD		 	"GO:0043094; GO:0005737; GO:0000287; GO:0009117; GO:0008973"	A			0	0	31	0		CYT 		0	0.00	0.00		0	30	0.076	Phosphopentomutase (EC 5.4.2.7) (Predicted mutase)	 
YHFX_ECOLI	C6EFJ5_ECOBD		 		A			0	0	0	0		CYT 		0	0.16	0.00		0	19	0.123	Alanine racemase domain protein (Predicted amino acid racemase)	 
YHFY_ECOLI	C6EFJ4_ECOBD		 	GO:0006355	A			0	0	0	0		CYT 		0	0.00	0.00		0	52	0.057	Putative uncharacterized protein (Putative uncharacterized protein yhfY)	 
YHFZ_ECOLI	C6EFJ3_ECOBD		 		A			0	0	0	0		CYT 		0	0.03	0.00	22	0	60	0.124	Putative uncharacterized protein (Putative uncharacterized protein yhfZ)	 
YHGE_ECOLI	C6EFH3_ECOBD		 		B	SEC		0	0	0	0		TMH 	10.066	11	235.92	44.59		11	46	0.121	Putative uncharacterized protein	 
YHGN_ECOLI	C6EFE0_ECOBD		 		B	SEC		0	0	0	0		CYT 		6	129.98	39.22		6	7	0.032	Multiple antibiotic resistance (MarC)-related protein (Predicted antibiotic transporter)	 
YHHH_ECOLI	C6EF91_ECOBD		 		B	SEC		0	0	32	0		CYT 		1	19.46	19.44		1	61	0.029	Putative uncharacterized protein (Putative uncharacterized protein yhhH)	 
YHHJ_ECOLI	C6EEJ9_ECOBD		 	"GO:0005524; GO:0042626; GO:0016020"	B	SEC		41	0.958	33	0	40	SpI 	1.579	5	123.48	13.65		6	40	0.192	ABC-2 type transporter (Predicted transporter subunit: membrane component of ABC superfamily)	 
YHHK_ECOLI	C6EFB5_ECOBD		 	GO:0008080	A			0	0	0	0		CYT 		0	0.02	0.00		0	62	0.025	GCN5-related N-acetyltransferase	 
YHHL_ECOLI	C6EFA8_ECOBD		 		B	SEC		0	0	0	0		TMH 	1.983	2	44.47	40.47	24	1	4	0.082	Putative uncharacterized protein	 
YHHM_ECOLI	C6EFA7_ECOBD		 	GO:0004872	B	SEC		19	0.629	15	0		CYT 		1	19.23	19.23		1	96	0.026	Putative receptor	 
YHHN_ECOLI	C6EFA6_ECOBD		 	GO:0016021	B	SEC		0	0	37	0		TMH 	7.643	6	134.96	26.66	18	6	44	0.055	Conserved inner membrane protein (YhhN family protein)	 
YHHS_ECOLI	C6EFA1_ECOBD		 	GO:0055085	B	SEC		0	0	0	0		TMH 	8.306	12	266.75	34.57		12	34	0.077	Major facilitator superfamily MFS_1	 
YHHY_ECOLI	C6EFD3_ECOBD		 	GO:0008080	A			0	0	0	0		CYT 		0	0.00	0.00		0	16	0.034	GCN5-related N-acetyltransferase	 
YHHZ_ECOLI	C6EFD2_ECOBD		 		A			0	0	0	0		CYT 		0	0.04	0.00		0	31	0.184	Type VI secretion system effector, Hcp1 family	 
YHII_ECOLI	C6EEJ7_ECOBD		 	"GO:0016020; GO:0009306; GO:0008565"	B	SEC		0	0.861	19	0		TMH 	4.134	1	20.42	20.41		1	19	0.110	Predicted HlyD family secretion protein (Secretion protein HlyD family protein)	 
YHIJ_ECOLI	C6EEJ6_ECOBD		 		A			0	0	0	0		CYT 		0	1.70	0.00		0	19	0.060	Putative uncharacterized protein (Putative uncharacterized protein yhiJ)	 
YHIL_ECOLI	C6EEJ5_ECOBD		 		A			0	0	0	0		CYT 		0	0.09	0.00		0	3	0.103	Putative uncharacterized protein (Putative uncharacterized protein yhiKL)	 
YHIM_ECOLI	C6EEJ4_ECOBD		 		B	SEC		0	0.661	0	0		TMH 	11.422	10	225.72	43.74		10	47	0.081	Conserved inner membrane protein (Putative uncharacterized protein)	 
YHJA_ECOLI	C6EEG5_ECOBD		 	"GO:0004130; GO:0009055; GO:0020037; GO:0055114"	E	SEC		0	0	29	0.604	28	SpI 	4.747	1	22.46	22.43		1	9	0.091	Cytochrome-c peroxidase (EC 1.11.1.5) (Predicted cytochrome C peroxidase) (EC 1.11.1.-)	 
YHJE_ECOLI	C6EEG0_ECOBD		 	"GO:0016021; GO:0055085; GO:0005215"	B	SEC		0	0	0	0		CYT 		11	248.67	24.22		11	44	0.049	Metabolite/H+ symporter, major facilitator superfamily (MFS) (Predicted transporter)	 
YHJG_ECOLI	C6EEF9_ECOBD		 		B	SEC		0	0.790	20	0		TMH 	1.707	1	39.16	22.62		1	9	0.130	AsmA family protein (Predicted outer membrane biogenesis protein)	 
YHJR_ECOLI	C6EEE8_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	58	0.062	Putative uncharacterized protein (Putative uncharacterized protein yhjR)	 
YHJS_ECOLI	C6EEE7_ECOBD		 		B	SEC		0	0	0	0		CYT 		0	0.00	0.00		0	3	0.062	Cellulose biosynthesis protein BcsE	 
YHJT_ECOLI	C6EEE6_ECOBD		 		B	SEC		0	0	0	0		CYT 		1	21.14	21.14		1	60	0.095	Cellulose biosynthesis protein BcsF	 
YHJU_ECOLI	C6EEE5_ECOBD		 		B	SEC		0	0	0	0		TMH 	9.608	4	81.48	26.12		4	16	0.367	Cellulose synthase operon protein YhjU (Predicted inner membrane protein)	 
YHJX_ECOLI	C6EED4_ECOBD		 	"GO:0016021; GO:0055085; GO:0005215"	B	SEC		26	0.621	5	0.514		TMH 	10.834	12	256.95	37.62		12	49	0.177	Oxalate/Formate Antiporter (Predicted transporter)	 
YHJY_ECOLI	C6EED3_ECOBD		 		H	SEC	T5S	31	1.000	31	0.793	30	SpI 	11.854	1	18.47	18.43	30	0	21	0.227	Putative uncharacterized protein (Putative uncharacterized protein yhjY)	 
YIAA_ECOLI	C6EEB6_ECOBD		 		B	SEC		0	0	0	0		TMH 	7.264	4	80.21	38.23		4	18	0.085	Conserved inner membrane protein (YiaAB two helix domain protein)	 
YIAB_ECOLI	C6EEB5_ECOBD		 		B	SEC		32	0.691	18	0		TMH 	7.231	4	77.44	37.11		4	49	0.066	Conserved inner membrane protein (YiaAB two helix domain protein)	 
YIAD_ECOLI	C6EEC9_ECOBD		 	"GO:0009279; GO:0016021; GO:0005886"	I	SEC	LOL	21	0.997	18	0.691	20	SpII 	21.987	3	59.86	39.03	20	2	51	0.214	OmpA/MotB domain protein (Predicted outer membrane lipoprotein)	 
YIAH_ECOLI	C6EEB7_ECOBD		 	"GO:0008415; GO:0016020"	B	SEC		0	0	0	0		TMH 	7.279	10	208.67	34.24		10	4	0.058	Acyltransferase 3 (Conserved inner membrane protein)	 
YIAJ_ECOLI	C6EEA5_ECOBD		 	"GO:0003677; GO:0006355; GO:0006350"	A			0	0	0	0		CYT 		0	0.11	0.01		0	21	0.119	Predicted DNA-binding transcriptional repressor (Transcriptional regulator, IclR family)	 
YIAL_ECOLI	C6EEA3_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	16	0.042	Putative uncharacterized protein (Putative uncharacterized protein yiaL)	 
YIAM_ECOLI	C6EEA2_ECOBD		 		B	SEC		0	0	0	0		TMH 	6.976	4	86.49	39.21		4	9	0.036	Predicted transporter (Tripartite ATP-independent periplasmic transporter DctQ component)	 
YIAN_ECOLI	C6EEA1_ECOBD		 	GO:0016021	B	SEC		24	0.717	29	0		TMH 	16.433	11	256.79	37.20		11	29	0.136	Predicted transporter (TRAP dicarboxylate transporter, DctM subunit)	 
YIAO_ECOLI	C6EEA0_ECOBD		 	"GO:0030288; GO:0006810"	G	SEC		25	1.000	25	0.866	24	SpI 	15.743	0	16.68	16.62	24	0	24	0.266	Predicted transporter (TRAP dicarboxylate transporter, DctP subunit)	 
YIAT_ECOLI	C6EE92_ECOBD		 		F3	SEC		22	1.000	22	0.815	21	SpI 	11.315	0	11.85	11.83	21	0	30	0.234	MltA-interacting MipA family protein (Putative uncharacterized protein yiaT)	 
YIAU_ECOLI	C6EE91_ECOBD		 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	B	SEC		0	0	27	0		CYT 		0	2.93	2.77		0	42	0.055	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	 
YIAV_ECOLI	C6EE90_ECOBD		 	"GO:0016020; GO:0009306; GO:0008565"	B	SEC		0	0	0	0		TMH 	1.111	2	39.42	37.79	17	1	32	0.104	Membrane fusion protein (MFP) component of efflux pump, signal anchor (Secretion protein HlyD family protein)	 
YIAW_ECOLI	C6EE89_ECOBD		 		B	SEC		0	0	0	0		TMH 	11.179	2	44.19	37.36		2	7	0.087	Conserved inner membrane protein (Putative uncharacterized protein)	 
YIBA_ECOLI	C6EE81_ECOBD		 	"GO:0005488; GO:0016829"	A			0	0	0	0		CYT 		0	0.06	0.00		0	10	0.132	Lyase containing HEAT-repeat protein (PBS lyase HEAT domain protein repeat-containing protein)	 
YIBF_ECOLI	C6EE83_ECOBD		 	GO:0016740	B	SEC		0	0	0	0		CYT 		0	0.87	0.00		0	41	0.036	Glutathione S-transferase domain protein (Predicted glutathione S-transferase)	 
YIBG_ECOLI	C6EDJ7_ECOBD		 	GO:0005488	G	SEC		20	0.901	20	0.711	19	SpI 	0.904	0	0.97	0.97	19	0	37	0.070	Putative uncharacterized protein (Putative uncharacterized protein yibG)	 
YIBL_ECOLI	C6EDI9_ECOBD		 		A			0	0	0	0		CYT 		0	0.11	0.00		0	6	0.043	Putative uncharacterized protein (Putative uncharacterized protein yibL)	 
YICL_ECOLI	C6EDB1_ECOBD		 	GO:0016021	B	SEC		26	0.969	26	0.563		TMH 	7.966	10	208.81	42.60	25	9	14	0.183	Carboxylate/amino acid/amine transporter (Predicted inner membrane protein)	 
YIDE_ECOLI	C6ED85_ECOBD	"Cell membrane; Multi-pass membrane protein. "	 	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	B	SEC		0	0	0	0		TMH 	7.159	10	222.33	40.95		11	50	0.154	Putative uncharacterized protein yidE (YidE/YbjL duplication)	 
YIDG_ECOLI	C6ED93_ECOBD		 		B	SEC		0	0	30	0		TMH 	5.457	3	61.23	32.11		3	46	0.158	Predicted inner membrane protein (Putative uncharacterized protein)	 
YIDH_ECOLI	C6ED92_ECOBD		 		B	SEC		0	0	0	0		TMH 	1.234	3	63.95	28.93		3	34	0.177	Conserved inner membrane protein (Putative uncharacterized protein)	 
YIDI_ECOLI	C6ED91_ECOBD		 		B	SEC		35	0.995	20	0		TMH 	0.964	3	69.75	21.59		3	37	0.288	Predicted inner membrane protein (Putative uncharacterized protein)	 
YIDJ_ECOLI	C6ED90_ECOBD		 	GO:0008484	A			0	0	2	0		CYT 		0	0.00	0.00		0	57	0.263	Predicted sulfatase/phosphatase (Sulfatase)	 
YIDK_ECOLI	C6ED89_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0016021; GO:0006814; GO:0055085; GO:0005215"	B	SEC		0	0	9	0.473		CYT 		15	316.62	35.55		15	48	0.176	Predicted transporter (SSS sodium solute transporter superfamily)	 
YIDL_ECOLI	C6ED88_ECOBD		 	"GO:0005737; GO:0006355; GO:0043565; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	1.42	1.06		0	20	0.053	Transcriptional regulator, AraC family	 
YIDX_ECOLI	C6ED74_ECOBD		 		I	SEC	LOL	0	0.998	29	0.645	23	SpII 	20.663	1	32.64	19.54	26	0	36	0.173	Predicted lipoproteinC (Putative uncharacterized protein)	 
YIDZ_ECOLI	C6EG92_ECOBD		 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.03	0.01	28	0	44	0.223	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	 
YIEH_ECOLI	C6EG88_ECOBD		 	GO:0008967	A			0	0	0	0		CYT 		0	0.28	0.00		0	6	0.034	HAD-superfamily hydrolase, subfamily IA, variant 3 (Predicted hydrolase)	 
YIEK_ECOLI	C6EG85_ECOBD		 	"GO:0006044; GO:0004342"	A			0	0	0	0		CYT 		0	0.03	0.01		0	33	0.142	Glucosamine/galactosamine-6-phosphate isomerase (Putative uncharacterized protein yieK)	 
YIEL_ECOLI	C6EG84_ECOBD		 	"GO:0005975; GO:0004553"	G	SEC		24	1.000	24	0.873	23	SpI 	16.853	0	6.76	6.73	23	0	23	0.321	Glycoside hydrolase family 13 domain protein	 
YIFK_ECOLI	C6EG16_ECOBD		 	"GO:0015171; GO:0016021"	B	SEC		0	0	0	0		TMH 	8.109	12	263.78	38.41		12	41	0.400	Amino acid permease-associated region (Predicted transporter)	 
YIGA_ECOLI	C6EG04_ECOBD		 		A			0	0	0	0		CYT 		0	0.02	0.00		0	37	0.029	Putative uncharacterized protein (Putative uncharacterized protein yigA)	 
YIGF_ECOLI	C6EFZ4_ECOBD		 		B	SEC		0	0	0	0		CYT 		2	49.10	9.74		2	39	0.143	Conserved inner membrane protein (Putative uncharacterized protein)	 
YIGM_ECOLI	C6EF84_ECOBD		 	GO:0016021	B	SEC		0	0	0	0		TMH 	6.741	10	206.42	45.86	19	9	39	0.059	Carboxylate/amino acid/amine transporter (Predicted inner membrane protein)	 
YIHF_ECOLI	C6EF41_ECOBD		 		B	SEC		0	0	4	0.454	23	SpI 	2.385	1	19.89	19.85	18	0	14	0.234	Putative uncharacterized protein (Putative uncharacterized protein yihF)	 
YIHL_ECOLI	C6EF29_ECOBD		 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350; GO:0030528"	A			0	0	0	0		CYT 		0	0.00	0.00		0	11	0.122	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	 
YIHM_ECOLI	C6EF28_ECOBD		 	GO:0016853	A			0	0	0	0		CYT 		0	0.02	0.02		0	7	0.043	Predicted sugar phosphate isomerase (Putative uncharacterized protein)	 
YIHN_ECOLI	C6EF27_ECOBD		 	GO:0055085	B	SEC		23	0.749	7	0.452	15	SpII 	5.954	12	243.89	33.74	22	11	8	0.140	Predicted transporter (Sugar phosphate permease-like protein)	 
YIHO_ECOLI	C6EF25_ECOBD		 	"GO:0016020; GO:0006814; GO:0005215"	B	SEC		0	0	0	0		TMH 	5.698	11	254.13	27.47		12	49	0.055	Predicted transporter (Sugar (Glycoside-Pentoside-Hexuronide) transporter)	 
YIHP_ECOLI	C6EF24_ECOBD		 	"GO:0016020; GO:0006814; GO:0055085; GO:0005215"	B	SEC		0	0	0	0		CYT 		11	249.55	21.89		11	10	0.085	Sugar (Glycoside-Pentoside-Hexuronide) transporter	 
YIHQ_ECOLI	C6EF23_ECOBD		 	"GO:0030246; GO:0005975; GO:0004553"	A			0	0	0	0		CYT 		0	0.00	0.00		0	46	0.060	Alpha-glucosidase	 
YIHR_ECOLI	C6EF22_ECOBD		 	"GO:0004034; GO:0030246; GO:0005975"	A			0	0	0	0		CYT 		0	0.67	0.55		0	40	0.158	Predicted aldose-1-epimerase (EC 5.1.3.3) (Putative aldose-1-epimerase)	 
YIHS_ECOLI	C6EF21_ECOBD		 	"GO:0006013; GO:0004476"	A			0	0	0	0		CYT 		0	0.68	0.08		0	45	0.096	N-acylglucosamine 2-epimerase (Predicted glucosamine isomerase)	 
YIHT_ECOLI	C6EF20_ECOBD		 	GO:0016830	A			0	0	32	0		CYT 		0	2.20	0.12		0	32	0.361	Deoxyribose-phosphate aldolase/phospho-2-dehydro-3-deoxyheptonate aldolase (Predicted aldolase)	 
YIHU_ECOLI	C6EF19_ECOBD		 	"GO:0008442; GO:0050662; GO:0055114; GO:0006098; GO:0004616; GO:0006573"	A			0	0	0	0		CYT 		0	0.22	0.02	17	0	19	0.121	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31) (Predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain)	 
YIHV_ECOLI	C6EF18_ECOBD		 	"GO:0006014; GO:0004747"	A			0	0	0	0		CYT 		0	0.06	0.05		0	47	0.176	PfkB domain protein (Predicted sugar kinase)	 
YIHW_ECOLI	C6EF17_ECOBD		 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.01	0.00		0	71	0.037	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, DeoR family)	 
YIHY_ECOLI	C6EF15_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	 	"GO:0016021; GO:0005886; GO:0004540"	B	SEC		0	0	0	0		CYT 		6	132.36	21.12		7	20	0.168	Ribonuclease BN	 
YIID_ECOLI	C6EF13_ECOBD		 	GO:0008080	B	SEC		0	0	0	0		CYT 		0	13.61	0.00		1	16	0.116	Thioesterase domain protein	 
YIIF_ECOLI	C6EF10_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	46	0.020	Putative uncharacterized protein	 
YIIG_ECOLI	C6EF03_ECOBD		 		E	SEC	LOL	22	0.996	22	0.633	21	SpII 	26.248	0	1.56	1.55	22	0	43	0.145	Putative uncharacterized protein (Putative uncharacterized protein yiiG)	 
YIIX_ECOLI	C6EE71_ECOBD		 		G	SEC		19	1.000	19	0.904	18	SpI 	14.744	0	2.44	2.44	18	0	38	0.061	Predicted peptidoglycan peptidase (Putative uncharacterized protein)	 
YIJF_ECOLI	C6EE64_ECOBD		 		G	SEC		21	0.996	24	0.569	20	SpI 	11.591	0	0.02	0.02	18	0	23	0.097	Putative uncharacterized protein (Putative uncharacterized protein yijF)	 
YJBB_ECOLI	C6EE04_ECOBD		 	"GO:0016020; GO:0015321"	B	SEC		0	0	10	0.523		TMH 	1.332	8	179.15	24.65	17	8	43	0.138	Predicted transporter (Sodium-dependent inorganic phosphate (Pi) transporter)	 
YJBG_ECOLI	C6EDZ6_ECOBD		 		G	SEC		21	1.000	21	0.828	20	SpI 	17.048	0	13.94	13.85	20	0	36	0.130	Putative uncharacterized protein (Putative uncharacterized protein yjbG)	 
YJBJ_ECOLI	C6EDX5_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	19	0.248	CsbD family protein (Predicted stress response protein)	 
YJBL_ECOLI	C6EDX3_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	52	0.052	Putative uncharacterized protein (Putative uncharacterized protein yjbL)	 
YJBM_ECOLI	C6EDX2_ECOBD		 		A			0	0	0	0		CYT 		0	0.09	0.03		0	40	0.038	Putative uncharacterized protein (Putative uncharacterized protein yjbM)	 
YJCC_ECOLI	C6ED63_ECOBD		 		B	SEC		35	0.869	0	0		TMH 	3.893	2	46.01	22.42		2	5	0.116	EAL domain protein (Putative uncharacterized protein yjcC)	 
YJCD_ECOLI	C6ED60_ECOBD		 	"GO:0016020; GO:0055085; GO:0005215"	B	SEC		0	0	0	0		CYT 		13	275.60	26.88		13	45	0.149	Predicted permease (Xanthine/uracil/vitamin C permease)	 
YJCE_ECOLI	C6ED59_ECOBD		 	"GO:0016021; GO:0015299"	B	SEC		0	0	0	0		TMH 	7.978	11	242.19	37.72		13	36	0.101	Na+/H+ antiporter (Predicted cation/proton antiporter)	 
YJCH_ECOLI	C6ED57_ECOBD		 		B	SEC		0	0	0	0		TMH 	4.651	2	45.05	22.88		2	47	0.135	Conserved inner membrane protein involved in acetate transport (Putative uncharacterized protein)	 
YJCS_ECOLI	C6ED40_ECOBD		 	"GO:0016787; GO:0032934"	G	SEC		30	1.000	30	0.801	29	SpI 	16.774	0	3.88	3.87	29	0	29	0.346	Beta-lactamase domain protein (Predicted alkyl sulfatase)	 
YJDA_ECOLI	C6ED15_ECOBD		 	"GO:0005525; GO:0003924"	A			0	0	0	0		CYT 		0	0.06	0.00		0	38	0.062	Conserved protein with nucleoside triphosphate hydrolase domain (Putative uncharacterized protein)	 
YJDC_ECOLI	C6ECZ0_ECOBD		 	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	A			0	0	0	0		CYT 		0	0.00	0.00		0	20	0.093	Predicted transcriptional regulator (Transcriptional regulator, TetR family)	 
YJDF_ECOLI	C6ED03_ECOBD		 		B	SEC		29	0.968	0	0		TMH 	4.293	6	123.72	43.08		6	16	0.065	Conserved inner membrane protein (Putative uncharacterized protein)	 
YJDI_ECOLI	C6ECZ9_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	39	0.129	Putative uncharacterized protein (Putative uncharacterized protein yjdI)	 
YJDJ_ECOLI	C6ECZ8_ECOBD		 	GO:0008080	A			0	0	0	0		CYT 		0	0.00	0.00		0	21	0.059	Predicted acyltransferase with acyl-CoA N-acyltransferase domain (Putative uncharacterized protein)	 
YJDK_ECOLI	C6ECZ7_ECOBD		 		A			0	0	0	0		CYT 		0	0.28	0.28		0	56	0.041	Putative uncharacterized protein (Putative uncharacterized protein yjdK)	 
YJEF_ECOLI	C6ECW1_ECOBD		 	GO:0016301	A			0	0	0	0		CYT 		0	0.14	0.00		0	48	0.048	Carbohydrate kinase, YjeF related protein (Predicted carbohydrate kinase)	 
YJEH_ECOLI	C6ECY4_ECOBD		 	"GO:0015171; GO:0016021"	B	SEC		34	0.988	34	0.508		TMH 	10.055	11	248.28	40.95	33	10	33	0.605	Amino acid permease-associated region (Predicted transporter)	 
