Entry Name K12	Entry Name BL21(DE3)			Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED			Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
CYDD_ECOLI	C6EI95	P29018		B			ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	588	Y	Y					transport	GO:0006810			323			0,28	13,75	0,0063273	632,73
CYOA_ECOLI	C6EL34	P0ABJ1		B			Cytochrome o ubiquinol oxidase subunit II (EC 1.10.3.-) (Ubiquinol oxidase, subunit II)	315	Y	Y				(transport)	oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain	GO:0006810|GO:0019646|GO:0022900|GO:0055114			638	6,74E+00	8,77E+02	9	398		
CYOB_ECOLI	C6EL35	P0ABI8		B			Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	663	Y	Y					oxidation-reduction process|electron transport coupled proton transport|transport|aerobic electron transport chain|proton transport|electron transport chain|ion transport	GO:0006810|GO:0019646|GO:0022900|GO:0015990|GO:0055114|GO:0015992|GO:0006811			267	1,42E+00	3,56E+02	3,92	177,58		
DAMX_ECOLI	C6EFI8	P11557		B			Putative uncharacterized protein damX (Sporulation domain protein)	428	Y	Y			(plasma+membrane)	(cell+cycle)	cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049			336	3,44E+00	5,93E+02	1,68	78		
ELAB_ECOLI	C6E9T3	P0AEH5		B			Putative uncharacterized protein (Putative uncharacterized protein elaB)	101	Y	Y									12356	2,16E+00	4,53E+02	0,78	37,12	0,36578	36578
EPTA_ECOLI	C6ED10	P30845		B			Predicted metal dependent hydrolase (Sulfatase)	547	Y	Y			(plasma+membrane)		response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0046677|GO:0009103|GO:0008610|GO:0009245									
FADE_ECOLI	C6EA67	Q47146		B			Acyl-CoA dehydrogenase (EC 1.3.99.3) (Putative uncharacterized protein)	814	Y	Y					oxidation-reduction process|fatty acid metabolic process|lipid metabolic process	GO:0006631|GO:0055114|GO:0006629			247			0,17	8,47	0,004858	485,8
FTSH_ECOLI	C6EH49	P0AAI3		B			ATP-dependent metalloprotease FtsH (EC 3.6.4.3)	647	Y	Y			(plasma+membrane)	(cell+cycle::cell+division)	proteolysis	GO:0006508			1459	3,30E+00	5,79E+02	7,89	349,88	0,034483	3448,3
FTSX_ECOLI	C6EFB2	P0AC30		B			Predicted transporter subunit: membrane component of ABC superfamily (Protein insertion ABC transporter, inner membrane subunit FtsX)	352	Y	Y			(plasma+membrane)	(cell+cycle)	cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049			613			1	42,64	0,011834	1183,4
HEMX_ECOLI	C6EG12	P09127		B			Predicted uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase) (EC 2.1.1.107)	401	Y	Y			(plasma+membrane)		porphyrin biosynthetic process|methylation	GO:0032259|GO:0006779			184			2,98	136,13	0,0023183	231,83
HEMY_ECOLI	C6EG13	P0ACB7		B			HemY protein (Predicted protoheme IX synthesis protein)	398	Y	Y			(plasma+membrane)		porphyrin biosynthetic process	GO:0006779			67			1,23	57,72	0,00075754	75,754
HFLK_ECOLI	C6ECH5	P0ABC7		B			HflK protein (Modulator for HflB protease specific for phage lambda cII repressor)	419	Y	Y					response to heat	GO:0009408									
HTRB_ECOLI	C6EHF9	P0ACV0		B			Lipid A biosynthesis lauroyl (Or palmitoleoyl) acyltransferase (Lipid A biosynthesis lauroyl acyltransferase) (EC 2.3.1.-)	306	Y	Y			(plasma+membrane)	(response+to+stress)	lipid A biosynthetic process|lipopolysaccharide biosynthetic process|response to stress	GO:0009103|GO:0006950|GO:0009245									
IGAA_ECOLI	C6EFH7	P45800		B			Intracellular growth attenuator IgaA	707	Y	Y															
KDGL_ECOLI	C6EDX8	P0ABN1		B			Diacylglycerol kinase (EC 2.7.1.107)	122	Y	Y					phosphatidic acid biosynthetic process|phosphorylation|phospholipid biosynthetic process	GO:0008654|GO:0016310|GO:0006654									
KDPD_ECOLI	C6EJN9	P21865		B			Osmosensitive K channel His kinase sensor	894	Y	Y					two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			183			0,11	5,56	0,003596	359,6
LLDD_ECOLI	C6EDI4	P33232		B			FMN-dependent alpha-hydroxy acid dehydrogenase (L-lactate dehydrogenase, FMN-linked) (EC 1.1.2.3)	396	Y	Y			(plasma+membrane)		oxidation-reduction process|lactate metabolic process|L-fucose catabolic process|aerobic respiration	GO:0042355|GO:0006089|GO:0055114|GO:0009060			523			13,68	596,53	0,004497	449,7
LOLE_ECOLI	C6EGX4	P75958		B			Lipoprotein releasing system, transmembrane protein LolE	412	Y	Y			(protein+complex)		transport|lipoprotein transport	GO:0006810|GO:0042953			107	5,20E-01	1,98E+02	0,33	16,12		
LPTG_ECOLI	C6EC89	P0ADC6		B			Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	360	Y	Y					transport|lipopolysaccharide transport	GO:0006810|GO:0015920			21			0,44	21,31		
MSBA_ECOLI	C6EI68	P60752		B			Fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component (Lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA)	582	Y	Y					transport|lipid transport	GO:0006810|GO:0006869			414	5,57E-01	2,06E+02	0,91	43	0,0099165	991,65
MSCL_ECOLI	C6EGH6	P0A742		B			Large-conductance mechanosensitive channel	136	Y	Y					cellular water homeostasis|transport|ion transport	GO:0006810|GO:0009992|GO:0006811			54			1,15	54,08		
MSCS_ECOLI	C6EII5	P0C0S1		B			Mechanosensitive channel (MscS Mechanosensitive ion channel)	286	Y	Y			(plasma+membrane)	(transmembrane+transport::transport)	cellular water homeostasis|transport|ion transport	GO:0006810|GO:0009992|GO:0006811			213	1,31E+00	3,39E+02	1,89	87,54		
Null	C6ECH4			B			HflC protein (Modulator for HflB protease specific for phage lambda cII repressor)	334	Y	Y															
Null	C6EFS7			B			Phage shock protein B	74	Y	Y															
NUOA_ECOLI	C6E9R4	P0AFC3		B			NADH-quinone oxidoreductase subunit (EC 1.6.99.5)	147	Y	Y					oxidation-reduction process|transport|anaerobic respiration	GO:0006810|GO:0009061|GO:0055114			2757	9,00E+00	1,04E+03	3,64	165,27	0,070659	7065,9
NUOK_ECOLI	C6E9S3	P0AFE4		B			NADH-quinone oxidoreductase subunit K (EC 1.6.99.5) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	100	Y	Y					oxidation-reduction process|transport|anaerobic respiration	GO:0006810|GO:0009061|GO:0055114									
OPGH_ECOLI	C6EHG3	P62517		B			Glycosyl transferase family 2	837	Y	Y					glucan biosynthetic process|response to osmotic stress	GO:0006970|GO:0009250			614			1	28,78	0,011987	1198,7
OXAA_ECOLI	C6EG98	P25714		B			Inner membrane protein oxaA	548	Y	Y					protein insertion into membrane	GO:0051205			439	4,62E+00	7,04E+02	3,83	173,62		
PROP_ECOLI	C6ED13	P0C0L7		B			Metabolite/H+ symporter, major facilitator superfamily (MFS) (Proline/glycine betaine transporter)	500	Y	Y					proline transport|transport|amino acid transport|hyperosmotic salinity response|response to osmotic stress	GO:0006810|GO:0006865|GO:0006970|GO:0042538|GO:0015824			182	1,31E+00	3,39E+02	0,52	25,05		
PTGCB_ECOLI	C6EGZ1	P69786		B			Fused glucose-specific PTS enzymes: IIB component/IIC component (EC 2.7.1.69) (PTS system, glucose-specific IIBC subunit) (EC 2.7.1.69)	477	Y	Y					carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			743	1,08E+01	1,15E+03	7,58	336,54		
PTKC_ECOLI	C6EAL8	P69831		B			Galactitol-specific enzyme IIC component of PTS (PTS system, galactitol-specific IIC subunit)	451	Y	Y					carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|galactitol metabolic process	GO:0006810|GO:0008643|GO:0019402|GO:0009401			174	6,68E-01	2,29E+02	2,59	118,82		
PTM3C_ECOLI	C6EDJ3	P00550		B			Fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (PTS system, mannitol-specific IIC subunit)	637	Y	Y					carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			57			1,21	56,81		
PTTBC_ECOLI	C6ECA8	P36672		B			Fused trehalose(Maltose)-specific PTS enzyme: IIB component/IIC component (PTS system, trehalose-specific IIBC subunit)	473	Y	Y					carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			4845	7,78E-01	2,50E+02	236,14	9440,35		
RODZ_ECOLI	C6EKJ3	P27434		B			Putative uncharacterized protein yfgA (Transcriptional regulator, XRE family)	337	Y	Y			(plasma+membrane)		regulation of cell shape|peptidoglycan biosynthetic process	GO:0009252|GO:0008360			487	4,99E+00	7,37E+02	4,01	181,53	0,0054145	541,45
PNTA_ECOLI	C6EDP5	P07001		B			NAD(P) transhydrogenase subunit alpha (EC 1.6.1.2) (NAD(P) transhydrogenase, alpha subunit) (EC 1.6.1.2)	510	Y	Y					oxidation-reduction process	GO:0055114			97	3,89E-01	1,67E+02	0,58	27,85		
PNTB_ECOLI	C6EDP6	P0AB67		B			NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit beta)	462	Y	Y					oxidation-reduction process	GO:0055114			149	5,20E-01	1,98E+02	2,16	99,64		
SECD_ECOLI	C6ELH6	P0AG90		B			Protein-export membrane protein SecD	604	Y	Y			(plasma+membrane)		transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			382	3,89E+00	6,38E+02	2,73	125,04		
SECF_ECOLI	C6ELH5	P0AG93		B			Protein export protein SecF (Protein-export membrane protein SecF)	323	Y	Y					transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			156	6,68E-01	2,29E+02	1,78	83		
SECG_ECOLI	C6EH52	P0AG99		B			Preprotein translocase, SecG subunit (Protein-export membrane protein)	110	Y	Y					transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0043952|GO:0015031			398			9	398		
SECY_ECOLI	C6EGG6	P0AGA2		B			Preprotein translocase subunit secY	443	Y	Y			(plasma+membrane)		transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0043952|GO:0015031			750	1,29E+01	1,28E+03	4,88	220		
SMP_ECOLI	C6EBI4	P0AGC7		B			Putative uncharacterized protein (Putative uncharacterized protein smp)	214	Y	Y															
TATA_ECOLI	C6EF60	P69428		B			Twin arginate translocase protein A (Twin-arginine translocation protein, TatA/E family subunit)	89	Y	Y					transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			11179	2,98E+00	5,46E+02	9	398	0,32593	32593
TATB_ECOLI	C6EF59	P69425		B			Sec-independent translocase (Twin-arginine translocation protein, TatB subunit)	171	Y	Y					transport|intracellular protein transmembrane transport|protein transport|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0015031			930	7,78E-01	2,50E+02			0,016094	1609,4
TOLQ_ECOLI	C6EJK0	P0ABU9		B			Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolQ)	230	Y	Y					transport|bacteriocin transport|protein transport	GO:0006810|GO:0043213|GO:0015031			245	1,78E+00	4,05E+02	1,85	85,75		
WZZB_ECOLI	C6EB58	P76372		B			Lipopolysaccharide biosynthesis protein	326	Y	Y					lipopolysaccharide biosynthetic process	GO:0009103			779	7,48E+00	9,32E+02	14	626,95		
YAJC_ECOLI	C6ELH7	P0ADZ7		B			Preprotein translocase subunit YajC (Preprotein translocase, YajC subunit)	110	Y	Y			(plasma+membrane)						46644	2,05E+01	1,68E+03	30,62	1302,81	1,3695	136950
YBAL_ECOLI	C6EKY6	P39830		B			Potassium efflux system protein (Predicted transporter with NAD(P)-binding Rossmann-fold domain)	558	Y	Y			(plasma+membrane)	(transmembrane+transport::transport)	transport|ion transport	GO:0006810|GO:0006811									
YBHG_ECOLI	C6EIY7	P75777		B			Secretion protein HlyD family protein	331	Y	Y					cellular iron ion homeostasis	GO:0006879									
YCJF_ECOLI	C6EFR0	P0A8R7		B			UPF0283 membrane protein ycjF	353	Y	Y			(plasma+membrane)												
YDJN_ECOLI	C6ECM9	P77529		B			Predicted transporter (Sodium:dicarboxylate symporter)	463	Y	Y					transport	GO:0006810									
YEBO_ECOLI	C6EC05	P64499		B			Putative uncharacterized protein yebO (Uncharacterized protein YebO)	95	Y	Y									136			2,98	136,13		
YFGM_ECOLI	C6EKJ6	P76576		B			Putative uncharacterized protein (Putative uncharacterized protein yfgM)	206	Y	Y									239	1,78E+00	4,05E+02	1,58	73,59		
YGAM_ECOLI	C6EJV3	P0ADQ7		B			Putative uncharacterized protein	109	Y	Y									64			1,37	64,08		
YGIM_ECOLI	C6EHU0	P0ADT8		B			Predicted signal transduction protein (SH3 domain) (SH3 domain protein)	206	Y	Y									150	7,78E-01	2,50E+02	1,03	49		
YHCB_ECOLI	C6EGZ9	P0ADW3		B			Putative uncharacterized protein (Putative uncharacterized protein yhcB)	132	Y	Y			(plasma+membrane)		oxidation-reduction process	GO:0055114			540			12,34	540		
YHII_ECOLI	C6EEJ7	P37626		B			Predicted HlyD family secretion protein (Secretion protein HlyD family protein)	355	Y	Y									80	3,34E-01	1,53E+02	1,29	60,45	0,00025724	25,724
YIBN_ECOLI	C6EDH8	P0AG27		B			Predicted rhodanese-related sulfurtransferase (Rhodanese domain protein)	143	Y	Y									902	9,00E+00	1,04E+03	18,31	791,36	0,0087534	875,34
YJBB_ECOLI	C6EE04	P0AF43		B			Predicted transporter (Sodium-dependent inorganic phosphate (Pi) transporter)	543	Y	Y															
YJIY_ECOLI	C6EBM6	P39396		B			Carbon starvation protein CstA (Predicted inner membrane protein)	716	Y	Y			(plasma+membrane)						2027	8,48E-01	2,63E+02	2,59	118,82	0,056983	5698,3
YQJD_ECOLI	C6EHP5	P64581		B			Putative uncharacterized protein (Putative uncharacterized protein yqjD)	101	Y	Y									14223	1,68E+01	1,49E+03	12,89	563,11	0,40617	40617
YTFL_ECOLI	C6ECC7	P0AE45		B			Predicted inner membrane protein (Putative uncharacterized protein)	447	Y	Y									389			0,31	15,17	0,0076349	763,49
ZIPA_ECOLI	C6EL66	P77173		B			Cell division protein zipA	328	Y	Y				(cell+cycle)	barrier septum formation|cell cycle|cell division	GO:0051301|GO:0000917|GO:0007049			32			0,67	32,03		
ZNTB_ECOLI	C6EFP1	P64423		B			Mg2 transporter protein CorA family protein (Zinc transporter)	327	Y	Y					transport|ion transport	GO:0006810|GO:0006811									
AAS_ECOLI	C6EJ32	P31119		B			2-acyl-glycerophospho-ethanolamine acyltransferase (EC 2.3.1.40) (EC 6.2.1.20) (AMP-dependent synthetase and ligase)	719		Y			(plasma+membrane)		fatty acid metabolic process|metabolic process|phospholipid biosynthetic process	GO:0008654|GO:0008152|GO:0006631									
ACRD_ECOLI	C6EKP2	P24177		B			Aminoglycoside/multidrug efflux system (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1037		Y			(plasma+membrane)		transport	GO:0006810									
ACTP_ECOLI	C6ED58	P32705		B			Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	549		Y			(plasma+membrane)	(transmembrane+transport::transport)	transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811									
AMPE_ECOLI	C6EAU6	P0AE14		B			Predicted inner membrane protein (Signaling modulator of AmpD, AmpE)	284		Y															
ARCB_ECOLI	C6EH17	P0AEC3		B			Hybrid sensory histidine kinase in two-component regulatory system with ArcA (EC 2.7.3.-) (Multi-sensor hybrid histidine kinase)	778		Y			(plasma+membrane)		transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351			776	1,60E-01	9,99E+01	0,66	31,57	0,021952	2195,2
ARNT_ECOLI	C6E9U3	P76473		B			Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	550		Y					response to iron(III) ion|lipid A biosynthetic process|lipid biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0010041|GO:0009245|GO:0008610									
AROP_ECOLI	C6EAU5	P15993		B			Amino acid permease-associated region	456		Y					amino acid transport|transport	GO:0006810|GO:0006865									
ARTQ_ECOLI	C6EIB9	P0AE34		B			Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238		Y			(plasma+membrane)	(transport)	amino acid transport|transport	GO:0006810|GO:0006865									
ASMA_ECOLI	C6EAP3	P28249		B			AsmA family protein (Predicted assembly protein)	617		Y									69					0,00069466	69,466
ATKB_ECOLI	C6EJN7	P03960		B			Potassium-transporting ATPase B chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	682		Y			(plasma+membrane)		transport|potassium ion transport|protein autophosphorylation|ion transport|detection of chemical stimulus|osmosensory signaling pathway via two-component system	GO:0006810|GO:0006813|GO:0009593|GO:0006811|GO:0007234|GO:0046777									
ATP6_ECOLI	C6EG65	P0AB98		B			ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	271		Y			(plasma+membrane)		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			398			9	398		
BAES_ECOLI	C6EAM7	P30847		B			Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	467		Y			(plasma+membrane)	(signal+transduction)	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160									
BARA_ECOLI	C6EJ86	P0AEC5		B			Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	918		Y			(plasma+membrane)	(signal+transduction)	transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351			87					0,00087491	87,491
BASS_ECOLI	C6ED12	P30844		B			Histidine kinase	366		Y			(plasma+membrane)	(signal+transduction)	response to iron(III) ion|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0010041			30					0,00029603	29,603
BCSB_ECOLI	C6EEF1	P37652		B			Cellulose synthase subunit B	767		Y			(plasma+membrane)		cellulose biosynthetic process	GO:0030244									
BETT_ECOLI	C6ELR7	P0ABC9		B			Choline transporter of high affinity (Choline/carnitine/betaine transporter)	677		Y					transport|response to stress	GO:0006810|GO:0006950									
BETT_ECOLI	C6EC73	P0ABC9		B			Choline/carnitine/betaine transporter	665		Y															
CCMF_ECOLI	C6EA04	P33927		B			Cytochrome c assembly protein (Heme lyase, CcmF subunit)	647		Y			(plasma+membrane)		cytochrome complex assembly	GO:0017004									
CCMH_ECOLI	C6EA06	P0ABM9		B			Cytochrome C biogenesis protein (Heme lyase, CcmH subunit)	350		Y			(plasma+membrane)		cytochrome complex assembly	GO:0017004									
CDH_ECOLI	C6EEY0	P06282		B			CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	251		Y			(plasma+membrane)		phospholipid biosynthetic process	GO:0008654									
CLS_ECOLI	C6EFY7	P0A6H8		B			Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	486		Y					phospholipid biosynthetic process	GO:0008654									
COPA_ECOLI	C6EKY0	Q59385		B			Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	834		Y					copper ion transport|transport|response to acidity|ion transport	GO:0006810|GO:0010447|GO:0006811|GO:0006825									
CVRA_ECOLI	C6EGS6	P76007		B			Potassium/proton antiporter (Sodium/hydrogen exchanger)	578		Y					transport	GO:0006810									
CYDB_ECOLI	C6EJK4	P0ABK2		B			Cytochrome d terminal oxidase, subunit II (EC 1.9.3.-) (Cytochrome d ubiquinol oxidase, subunit II)	379		Y			(plasma+membrane)	(transport)	oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114			389	3,64E+00	6,13E+02	3,64	165,27		
CYST_ECOLI	C6EL53	P16701		B			Sulfate ABC transporter, inner membrane subunit (Sulfate/thiosulfate transporter subunit)	277		Y					sulfate transport|transport	GO:0006810|GO:0008272									
CYSW_ECOLI	C6EL54	P0AEB0		B			Sulfate ABC transporter, inner membrane subunit	291		Y			(plasma+membrane)	(transport)	sulfate transport|transport	GO:0006810|GO:0008272									
CYSZ_ECOLI	C6EL65	P0A6J3		B			Protein CysZ	253		Y					cellular amino acid biosynthetic process|transport|cysteine biosynthetic process	GO:0006810|GO:0008652|GO:0019344			368	1,51E+00	3,68E+02				
DCTA_ECOLI	C6EEF5	P0A830		B			C4-dicarboxylate transport protein (Sodium:dicarboxylate symporter)	428		Y					L-aspartate transport|carbohydrate transport|transport|fumarate transport	GO:0015741|GO:0006810|GO:0008643|GO:0070778			83			1,78	83		
DCUA_ECOLI	C6ECY7	P0ABN5		B			Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)	433		Y					transport	GO:0006810			136			2,98	136,13		
DEDA_ECOLI	C6ELD6	P0ABP6		B			Conserved inner membrane protein	219		Y			(plasma+membrane)												
DEGS_ECOLI	C6EGZ7	P0AEE3		B			Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	355		Y					cellular response to misfolded protein	GO:0071218			21			0,43	20,84		
DHG_ECOLI	C6EAT3	P15877		B			Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	796		Y			(plasma+membrane)		oxidation-reduction process	GO:0055114			467	2,28E+00	4,67E+02				
DHSD_ECOLI	C6EJL5	P0AC44		B			Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	115		Y			(plasma+membrane)	(transport)	cytochrome complex assembly|transport|electron transport chain|tricarboxylic acid cycle|aerobic respiration	GO:0006099|GO:0006810|GO:0022900|GO:0017004|GO:0009060			12492			315,23	12491,64		
DPPB_ECOLI	C6EED7	P0AEF8		B			Binding-protein-dependent transport systems inner membrane component (Dipeptide transporter)	339		Y			(plasma+membrane)		dipeptide transport|transport|protein transport|peptide transport	GO:0006810|GO:0042938|GO:0015833|GO:0015031									
DSBD_ECOLI	C6ECY9	P36655		B			Thiol:disulfide interchange protein dsbD (EC 1.8.1.8) (Protein-disulfide reductase)	565		Y					oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114									
EMRA_ECOLI	C6EJU1	P27303		B			Efflux pump membrane protein (Multidrug efflux system)	390		Y				(transport)	response to antibiotic|transport|response to drug	GO:0046677|GO:0006810|GO:0042493			110	4,38E-01	1,79E+02	0,86	41		
EXBB_ECOLI	C6EHY7	P0ABU7		B			Membrane spanning protein in TonB-ExbB-ExbD complex (TonB-system energizer ExbB)	244		Y					bacteriocin transport|transport|protein transport	GO:0043213|GO:0006810|GO:0015031			364	4,18E+00	6,64E+02	1,37	64,08		
FEOB_ECOLI	C6EFG5	P33650		B			Ferrous iron transport protein B	773		Y					transport|ion transport|iron ion homeostasis	GO:0006810|GO:0055072|GO:0006811			162	3,69E-01	1,62E+02				
FLK_ECOLI	C6ELD2	P15286		B			Flagella assembly protein (Predicted flagella assembly protein)	331		Y									13			0,26	12,79		
FRDC_ECOLI	C6ECX1	P0A8Q0		B			Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	131		Y			(plasma+membrane)		flagellum assembly|ciliary or flagellar motility|fermentation|anaerobic respiration	GO:0009296|GO:0001539|GO:0009061|GO:0006113									
FSR_ECOLI	C6EKY5	P52067		B			Major facilitator superfamily MFS_1 (Predicted fosmidomycin efflux system)	406		Y					response to antibiotic	GO:0046677									
FTSB_ECOLI	C6EJB9	P0A6S5		B			Cell diviision protein FtsB (Septum formation initiator)	103		Y					cell cycle|cell division	GO:0051301|GO:0007049									
FTSL_ECOLI	C6EAX2	P0AEN4		B			Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	121		Y			(plasma+membrane)	(cell+cycle::cell+division)	cell cycle|cell division	GO:0051301|GO:0007049									
FTSN_ECOLI	C6EE76	P29131		B			Cell division protein FtsN (Essential cell division protein)	319		Y			(plasma+membrane)		barrier septum formation|cell cycle cytokinesis|cell cycle|cell division	GO:0051301|GO:0033205|GO:0000917|GO:0007049			12			0,25	12,32		
FTSQ_ECOLI	C6EAW2	P06136		B			Cell division protein FtsQ (Membrane anchored protein involved in growth of wall at septum)	276		Y			(plasma+membrane)	(cell+cycle)	barrier septum formation|cell cycle|cell division	GO:0051301|GO:0000917|GO:0007049									
FTSW_ECOLI	C6EAW6	P0ABG4		B			Cell division protein FtsW (Integral membrane protein involved in stabilizing FstZ ring during cell division)	414		Y			(plasma+membrane)	(cell+cycle::cell+division)	regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cellular cell wall organization|cell division|cytokinesis	GO:0009252|GO:0051301|GO:0000910|GO:0008360|GO:0007049|GO:0007047									
FXSA_ECOLI	C6ECY5	P37147		B			FxsA cytoplasmic membrane protein (Inner membrane protein)	158		Y			(plasma+membrane)												
GABP_ECOLI	C6EJW2	P25527		B			GABA permease (Gamma-aminobutyrate transporter)	466		Y			(plasma+membrane)	(transmembrane+transport::transport)	amino acid transport|transport	GO:0006810|GO:0006865									
GALP_ECOLI	C6EIG8	P0AEP1		B			Sugar transporter	464		Y					carbohydrate transport|galactose transport|transport	GO:0006810|GO:0008643|GO:0015757									
GLNP_ECOLI	C6EIX2	P0AEQ6		B			Glutamine ABC transporter permease protein (Polar amino acid ABC transporter, inner membrane subunit)	219		Y					amino acid transport|transport	GO:0006810|GO:0006865			28			0,58	27,85		
GLTJ_ECOLI	C6EK41	P0AER3		B			Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	246		Y			(plasma+membrane)	(transport)	amino acid transport|transport	GO:0006810|GO:0006865									
GLTK_ECOLI	C6EK42	P0AER5		B			Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	224		Y					amino acid transport|transport	GO:0006810|GO:0006865									
GLTP_ECOLI	C6ED48	P21345		B			Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	437		Y					transport	GO:0006810									
GLTS_ECOLI	C6EDD6	P0AER8		B			Glutamate transporter (Sodium/glutamate symporter)	401		Y			(plasma+membrane)		transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811									
GNTT_ECOLI	C6EFF9	P39835		B			Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	438		Y					D-gluconate metabolic process|transport|carbohydrate transport|gluconate transport	GO:0006810|GO:0008643|GO:0019521|GO:0015725			167	3,89E-01	1,67E+02				
