Merge ID	Biological Process (Uniprot)	Biological Process (EcoCyc)	Biological Process (EcoliWiki)	Molecular Function (Uniprot)	Molecular Function(EcoCyc)	Molecular Function (EcoliWiki)	Entry Name K12		Entry Name BL21(DE3)	Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED		Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
P0AEN4	cell cycle|cell division						FTSL_ECOLI	P0AEN4	C6EAX2	B			Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	121		Y		plasma membrane	cell cycle::cell division	cell cycle|cell division	GO:0051301|GO:0007049									
P29131	cell cycle|cell division		barrier septum formation|cell cycle cytokinesis				FTSN_ECOLI	P29131	C6EE76	B			Cell division protein FtsN (Essential cell division protein)	319		Y		plasma membrane		barrier septum formation|cell cycle cytokinesis|cell cycle|cell division	GO:0051301|GO:0033205|GO:0000917|GO:0007049			12			0,25	12,32		
P06136	barrier septum formation|cell cycle|cell division		barrier septum formation				FTSQ_ECOLI	P06136	C6EAW2	B			Cell division protein FtsQ (Membrane anchored protein involved in growth of wall at septum)	276		Y		plasma membrane	cell cycle	barrier septum formation|cell cycle|cell division	GO:0051301|GO:0000917|GO:0007049									
P0ABG4	regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization		regulation of cell shape|cell division|cytokinesis				FTSW_ECOLI	P0ABG4	C6EAW6	B			Cell division protein FtsW (Integral membrane protein involved in stabilizing FstZ ring during cell division)	414		Y		plasma membrane	cell cycle::cell division	regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cellular cell wall organization|cell division|cytokinesis	GO:0009252|GO:0051301|GO:0000910|GO:0008360|GO:0007049|GO:0007047									
P77173	barrier septum formation|cell cycle|cell division		barrier septum formation				ZIPA_ECOLI	P77173	C6EL66	B			Cell division protein zipA	328	Y	Y			cell cycle	barrier septum formation|cell cycle|cell division	GO:0051301|GO:0000917|GO:0007049			32			0,67	32,03		
P19934	bacteriocin transport|transport|protein transport		bacteriocin transport|protein import				TOLA_ECOLI	P19934	C6EJJ8	B			Cell envelope integrity inner membrane protein TolA (Protein TolA)	421		Y				transport|bacteriocin transport|protein transport|protein import	GO:0006810|GO:0043213|GO:0017038|GO:0015031			216	1,85E+00	4,14E+02	0,35	17,07		
P16926	regulation of cell shape						MREC_ECOLI	P16926	C6EGL1	B			Cell wall structural complex MreBCD transmembrane component MreC (Rod shape-determining protein MreC)	367		Y				regulation of cell shape	GO:0008360			21			0,43	20,84		
P37652	cellulose biosynthetic process						BCSB_ECOLI	P37652	C6EEF1	B			Cellulose synthase subunit B	767		Y		plasma membrane		cellulose biosynthetic process	GO:0030244									
P0ABC9	transport|response to stress						BETT_ECOLI	P0ABC9	C6ELR7	B			Choline transporter of high affinity (Choline/carnitine/betaine transporter)	677		Y				transport|response to stress	GO:0006810|GO:0006950									
P0ABC9	transport|response to stress						BETT_ECOLI	P0ABC9	C6EC73	B			Choline/carnitine/betaine transporter	665		Y														
P0ADC6	transport		lipopolysaccharide transport				LPTG_ECOLI	P0ADC6	C6EC89	B			Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	360	Y	Y				transport|lipopolysaccharide transport	GO:0006810|GO:0015920			21			0,44	21,31		
P0AF98	transport		lipopolysaccharide transport	lipopolysaccharide-transporting ATPase activity			LPTF_ECOLI	P0AF98	C6EC90	B			Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	366		Y				transport|lipopolysaccharide transport	GO:0006810|GO:0015920			61			1,31	61,36		
P0AAA1			response to acidity				YAGU_ECOLI	P0AAA1	C6EA36	B			Conserved inner membrane protein (Putative uncharacterized protein)	204		Y		plasma membrane		response to acidity	GO:0010447									
P0CB39	lipid biosynthetic process|lipopolysaccharide biosynthetic process				transferase activity		CPTA_ECOLI	P0CB39	C6EE54	B			Conserved inner membrane protein (Sulfatase)	577	Y	Y				lipid biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0008610			66	1,79E-01	1,06E+02	0,53	25,52		
P33941	response to antibiotic|transport		response to antibiotic|peptide transport	peptide transporter activity	nucleotide binding|ATP binding		YOJI_ECOLI	P33941	C6E9Y8	B			Cyclic peptide transporter (Fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component)	547		Y				response to antibiotic|transport|peptide transport	GO:0046677|GO:0006810|GO:0015833									
P33927	cytochrome complex assembly						CCMF_ECOLI	P33927	C6EA04	B			Cytochrome c assembly protein (Heme lyase, CcmF subunit)	647		Y		plasma membrane		cytochrome complex assembly	GO:0017004									
P0ABM9	cytochrome complex assembly				metal ion binding		CCMH_ECOLI	P0ABM9	C6EA06	B			Cytochrome C biogenesis protein (Heme lyase, CcmH subunit)	350		Y		plasma membrane		cytochrome complex assembly	GO:0017004									
P0ABI8	oxidation-reduction process|transport|proton transport|electron transport chain|ion transport		electron transport coupled proton transport|aerobic electron transport chain	hydrogen ion transmembrane transporter activity|electron carrier activity|ubiquinone binding|cytochrome bo3 ubiquinol oxidase activity|oxidoreduction-driven active transmembrane transporter activity|copper ion binding|heme binding	oxidoreductase activity|metal ion binding		CYOB_ECOLI	P0ABI8	C6EL35	B			Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	663	Y	Y				oxidation-reduction process|electron transport coupled proton transport|transport|aerobic electron transport chain|proton transport|electron transport chain|ion transport	GO:0006810|GO:0019646|GO:0022900|GO:0015990|GO:0055114|GO:0015992|GO:0006811			267	1,42E+00	3,56E+02	3,92	177,58		
P0ABN1	phosphorylation|phospholipid biosynthetic process		phosphatidic acid biosynthetic process	diacylglycerol kinase activity	diacylglycerol kinase activity|transferase activity|nucleotide binding|kinase activity|ATP binding		KDGL_ECOLI	P0ABN1	C6EDX8	B			Diacylglycerol kinase (EC 2.7.1.107)	122	Y	Y				phosphatidic acid biosynthetic process|phosphorylation|phospholipid biosynthetic process	GO:0008654|GO:0016310|GO:0006654									
P76237					diguanylate cyclase activity|transferase activity|metal ion binding		YEAJ_ECOLI	P76237	C6EC44	B			Diguanylate cyclase (Predicted diguanylate cyclase)	496		Y		plasma membrane		diguanylate cyclase activity|transferase activity|metal ion binding	GO:0046872|GO:0052621|GO:0016740									
P38097				diguanylate cyclase activity	diguanylate cyclase activity|GTP binding|transferase activity|nucleotide binding|metal ion binding		YEGE_ECOLI	P38097	C6EAP0	B			Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Predicted diguanylate cyclase, GGDEF domain signalling protein)	1105		Y			signal transduction	diguanylate cyclase activity|GTP binding|transferase activity|nucleotide binding|metal ion binding	GO:0046872|GO:0052621|GO:0000166|GO:0016740|GO:0005525			96					0,00095931	95,931
P0AFN2	transcription, DNA-dependent|regulation of transcription, DNA-dependent|response to stress						PSPC_ECOLI	P0AFN2	C6EFS6	B			DNA-binding transcriptional activator (Phage shock protein C, PspC)	119		Y				transcription, DNA-dependent|regulation of transcription, DNA-dependent|response to stress	GO:0006355|GO:0006950|GO:0006351									
P0AG00	lipopolysaccharide biosynthetic process		enterobacterial common antigen biosynthetic process				WZZE_ECOLI	P0AG00	C6EG27	B			Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein (Lipopolysaccharide biosynthesis protein)	348		Y				lipopolysaccharide biosynthetic process|enterobacterial common antigen biosynthetic process	GO:0009103|GO:0009246			37			0,78	37,12		
P33650	transport|ion transport|iron ion homeostasis				GTP binding|nucleotide binding		FEOB_ECOLI	P33650	C6EFG5	B			Ferrous iron transport protein B	773		Y				transport|ion transport|iron ion homeostasis	GO:0006810|GO:0055072|GO:0006811			162	3,69E-01	1,62E+02				
P33232	oxidation-reduction process		lactate metabolic process|L-fucose catabolic process|aerobic respiration	FMN binding|lactate dehydrogenase activity	oxidoreductase activity|L-lactate dehydrogenase (cytochrome) activity		LLDD_ECOLI	P33232	C6EDI4	B			FMN-dependent alpha-hydroxy acid dehydrogenase (L-lactate dehydrogenase, FMN-linked) (EC 1.1.2.3)	396	Y	Y		plasma membrane		oxidation-reduction process|lactate metabolic process|L-fucose catabolic process|aerobic respiration	GO:0042355|GO:0006089|GO:0055114|GO:0009060			523			13,68	596,53	0,004497	449,7
P0A8Q0			flagellum assembly|ciliary or flagellar motility|fermentation|anaerobic respiration	electron carrier activity			FRDC_ECOLI	P0A8Q0	C6ECX1	B			Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	131		Y		plasma membrane		flagellum assembly|ciliary or flagellar motility|fermentation|anaerobic respiration	GO:0009296|GO:0001539|GO:0009061|GO:0006113									
P69786	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation				transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity		PTGCB_ECOLI	P69786	C6EGZ1	B			Fused glucose-specific PTS enzymes: IIB component/IIC component (EC 2.7.1.69) (PTS system, glucose-specific IIBC subunit) (EC 2.7.1.69)	477	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			743	1,08E+01	1,15E+03	7,58	336,54		
P60752	transport|lipid transport		lipid transport	drug binding|lipid binding|lipid-transporting ATPase activity|lipopolysaccharide-transporting ATPase activity|lipid transporter activity|ATP binding	hydrolase activity|nucleotide binding|ATP binding		MSBA_ECOLI	P60752	C6EI68	B			Fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component (Lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA)	582	Y	Y				transport|lipid transport	GO:0006810|GO:0006869			414	5,57E-01	2,06E+02	0,91	43	0,0099165	991,65
P00550	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation				transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity		PTM3C_ECOLI	P00550	C6EDJ3	B			Fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (PTS system, mannitol-specific IIC subunit)	637	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			57			1,21	56,81		
P09323	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation				transporter activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|transferase activity|kinase activity		PTW3C_ECOLI	P09323	C6EJQ6	B			Fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components (EC 2.7.1.69) (PTS system, N-acetylglucosamine-specific IIBC subunit)	648		Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			314	9,31E-01	2,78E+02	7,91	350,74		
P36672	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation				transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity		PTTBC_ECOLI	P36672	C6ECA8	B			Fused trehalose(Maltose)-specific PTS enzyme: IIB component/IIC component (PTS system, trehalose-specific IIBC subunit)	473	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401			4845	7,78E-01	2,50E+02	236,14	9440,35		
P69831	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|galactitol metabolic process						PTKC_ECOLI	P69831	C6EAL8	B			Galactitol-specific enzyme IIC component of PTS (PTS system, galactitol-specific IIC subunit)	451	Y	Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|galactitol metabolic process	GO:0006810|GO:0008643|GO:0019402|GO:0009401			174	6,68E-01	2,29E+02	2,59	118,82		
P39835	D-gluconate metabolic process|transport|carbohydrate transport		gluconate transport	gluconate transmembrane transporter activity			GNTT_ECOLI	P39835	C6EFF9	B			Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	438		Y				D-gluconate metabolic process|transport|carbohydrate transport|gluconate transport	GO:0006810|GO:0008643|GO:0019521|GO:0015725			167	3,89E-01	1,67E+02				
P15877	oxidation-reduction process				quinoprotein glucose dehydrogenase activity|oxidoreductase activity		DHG_ECOLI	P15877	C6EAT3	B			Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	796		Y		plasma membrane		oxidation-reduction process	GO:0055114			467	2,28E+00	4,67E+02				
P0AER5	amino acid transport|transport						GLTK_ECOLI	P0AER5	C6EK42	B			Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	224		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P0AER8	transport|sodium ion transport|ion transport				symporter activity		GLTS_ECOLI	P0AER8	C6EDD6	B			Glutamate transporter (Sodium/glutamate symporter)	401		Y		plasma membrane		transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811									
P21345	transport				symporter activity		GLTP_ECOLI	P21345	C6ED48	B			Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	437		Y				transport	GO:0006810									
P0AEQ6	amino acid transport|transport						GLNP_ECOLI	P0AEQ6	C6EIX2	B			Glutamine ABC transporter permease protein (Polar amino acid ABC transporter, inner membrane subunit)	219		Y				amino acid transport|transport	GO:0006810|GO:0006865			28			0,58	27,85		
P45522	transport|potassium ion transport|ion transport				antiporter activity		KEFB_ECOLI	P45522	C6EGB3	B			Glutathione-regulated potassium-efflux system protein kefB (K(+)/H(+) antiporter) (NEM-activatable K(+)/H(+) antiporter)	601		Y				transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811									
P62517			glucan biosynthetic process|response to osmotic stress	transferase activity, transferring glycosyl groups	transferase activity, transferring glycosyl groups|transferase activity		OPGH_ECOLI	P62517	C6EHG3	B			Glycosyl transferase family 2	837	Y	Y				glucan biosynthetic process|response to osmotic stress	GO:0006970|GO:0009250			614			1	28,78	0,011987	1198,7
P76339	two-component signal transduction system (phosphorelay)|phosphorylation			protein kinase activity	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		YEDV_ECOLI	P76339	C6EBA0	B			Heavy metal sensor signal transduction histidine kinase	452		Y		plasma membrane	signal transduction	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			143					0,0014271	142,71
P0ACB7	porphyrin biosynthetic process						HEMY_ECOLI	P0ACB7	C6EG13	B			HemY protein (Predicted protoheme IX synthesis protein)	398	Y	Y		plasma membrane		porphyrin biosynthetic process	GO:0006779			67			1,23	57,72	0,00075754	75,754
P0ABC7			response to heat				HFLK_ECOLI	P0ABC7	C6ECH5	B			HflK protein (Modulator for HflB protease specific for phage lambda cII repressor)	419	Y	Y				response to heat	GO:0009408									
P30844	two-component signal transduction system (phosphorelay)|phosphorylation		response to iron(III) ion|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)	two-component sensor activity|protein histidine kinase activity|ATP binding	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		BASS_ECOLI	P30844	C6ED12	B			Histidine kinase	366		Y		plasma membrane	signal transduction	response to iron(III) ion|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0010041			30					0,00029603	29,603
P14376	two-component signal transduction system (phosphorelay)|phosphorylation		protein autophosphorylation|cellular response to osmotic stress|single-species biofilm formation|two-component signal transduction system (phosphorelay)	two-component sensor activity	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		RCSC_ECOLI	P14376	C6E9Y2	B			Histidine kinase	949		Y		plasma membrane	signal transduction	protein autophosphorylation|cellular response to osmotic stress|single-species biofilm formation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0071470|GO:0000160|GO:0044010|GO:0046777			351					0,0035097	350,97
P0AFA2	nitrate assimilation|two-component signal transduction system (phosphorelay)|phosphorylation				transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		NARX_ECOLI	P0AFA2	C6EGP2	B			Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	598		Y		plasma membrane	signal transduction	nitrate assimilation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0042128|GO:0016310|GO:0000160									
P52101	two-component signal transduction system (phosphorelay)|phosphorylation		protein autophosphorylation|two-component signal transduction system (phosphorelay)	two-component sensor activity	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		YFHK_ECOLI	P52101	C6EKF1	B			Histidine kinase (Predicted sensory kinase in two-component system)	475		Y				protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0046777									
P23837	two-component signal transduction system (phosphorelay)|phosphorylation				protein histidine kinase activity|transferase activity|kinase activity|nucleotide binding|metal ion binding|ATP binding		PHOQ_ECOLI	P23837	C6EGW2	B			Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	486		Y				two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			280					0,0027951	279,51
P30847	two-component signal transduction system (phosphorelay)|phosphorylation				transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		BAES_ECOLI	P30847	C6EAM7	B			Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	467		Y		plasma membrane	signal transduction	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160									
P40719	two-component signal transduction system (phosphorelay)|phosphorylation				transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		QSEC_ECOLI	P40719	C6EHW7	B			Histidine kinase (Sensory histidine kinase in two-component regulatory system with QseB) (EC 2.7.3.-)	449		Y		plasma membrane	signal transduction	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160									
P18392	two-component signal transduction system (phosphorelay)|phosphorylation		protein autophosphorylation|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)		transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		RSTB_ECOLI	P18392	C6EDN9	B			Histidine kinase (Sensory histidine kinase in two-component regulatory system with RstA)	433		Y		plasma membrane	signal transduction	protein autophosphorylation|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0046777									
P0AE82	two-component signal transduction system (phosphorelay)|phosphorylation		protein autophosphorylation|two-component signal transduction system (phosphorelay)	two-component sensor activity	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		CPXA_ECOLI	P0AE82	C6EEY6	B			Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	457	Y	Y				protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0046777									
P0AEU3	amino acid transport|transport						HISM_ECOLI	P0AEU3	C6ELE6	B			Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P52094	amino acid transport|transport						HISQ_ECOLI	P52094	C6ELE5	B			Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	228		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P0AEC5	transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation				transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		BARA_ECOLI	P0AEC5	C6EJ86	B			Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	918		Y		plasma membrane	signal transduction	transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351			87					0,00087491	87,491
P0AEC3	transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation		two-component signal transduction system (phosphorelay)	two-component sensor activity|histidine phosphotransfer kinase activity	transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		ARCB_ECOLI	P0AEC3	C6EH17	B			Hybrid sensory histidine kinase in two-component regulatory system with ArcA (EC 2.7.3.-) (Multi-sensor hybrid histidine kinase)	778		Y		plasma membrane		transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351			776	1,60E-01	9,99E+01	0,66	31,57	0,021952	2195,2
P25714			protein insertion into membrane	membrane insertase activity			OXAA_ECOLI	P25714	C6EG98	B			Inner membrane protein oxaA	548	Y	Y				protein insertion into membrane	GO:0051205			439	4,62E+00	7,04E+02	3,83	173,62		
P0AGI1	carbohydrate transport|transport						RBSC_ECOLI	P0AGI1	C6EJ66	B			Inner-membrane translocator (Ribose transport system permease protein rbsC)	327		Y				carbohydrate transport|transport	GO:0006810|GO:0008643									
P0A742	transport|ion transport	cellular water homeostasis			ion channel activity	mechanically-gated ion channel activity	MSCL_ECOLI	P0A742	C6EGH6	B			Large-conductance mechanosensitive channel	136	Y	Y				cellular water homeostasis|transport|ion transport	GO:0006810|GO:0009992|GO:0006811			54			1,15	54,08		
P24205	lipopolysaccharide biosynthetic process				transferase activity|acyltransferase activity		MSBB_ECOLI	P24205	C6EBX2	B			Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase	323		Y		plasma membrane		lipopolysaccharide biosynthetic process	GO:0009103			398	4,68E-01	1,86E+02	0,33	16,12	0,009926	992,6
P0ACV0	lipopolysaccharide biosynthetic process|response to stress		lipid A biosynthetic process	transferase activity	transferase activity|acyltransferase activity		HTRB_ECOLI	P0ACV0	C6EHF9	B			Lipid A biosynthesis lauroyl (Or palmitoleoyl) acyltransferase (Lipid A biosynthesis lauroyl acyltransferase) (EC 2.3.1.-)	306	Y	Y		plasma membrane	response to stress	lipid A biosynthetic process|lipopolysaccharide biosynthetic process|response to stress	GO:0009103|GO:0006950|GO:0009245									
P27243	lipopolysaccharide biosynthetic process		lipopolysaccharide core region biosynthetic process	O antigen ligase activity	ligase activity		RFAL_ECOLI	P27243	C6EDG8	B			Lipid A-core, surface polymer ligase (O-antigen polymerase)	417		Y		plasma membrane		lipopolysaccharide core region biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0009244									
P76372	lipopolysaccharide biosynthetic process						WZZB_ECOLI	P76372	C6EB58	B			Lipopolysaccharide biosynthesis protein	326	Y	Y				lipopolysaccharide biosynthetic process	GO:0009103			779	7,48E+00	9,32E+02	14	626,95		
P75958	transport		lipoprotein transport	lipoprotein transporter activity			LOLE_ECOLI	P75958	C6EGX4	B			Lipoprotein releasing system, transmembrane protein LolE	412	Y	Y		protein complex		transport|lipoprotein transport	GO:0006810|GO:0042953			107	5,20E-01	1,98E+02	0,33	16,12		
P0ADC3	transport		lipoprotein transport	lipoprotein transporter activity			LOLC_ECOLI	P0ADC3	C6EGX6	B			Lipoprotein releasing system, transmembrane protein, LolC/E family (Outer membrane-specific lipoprotein transporter subunit)	399		Y				transport|lipoprotein transport	GO:0006810|GO:0042953									
P52067	response to antibiotic						FSR_ECOLI	P52067	C6EKY5	B			Major facilitator superfamily MFS_1 (Predicted fosmidomycin efflux system)	406		Y				response to antibiotic	GO:0046677									
P77726	transport						YAJR_ECOLI	P77726	C6EL42	B			Major facilitator superfamily MFS_1 (Predicted transporter)	454		Y				transport	GO:0006810									
P69801	transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system						PTNC_ECOLI	P69801	C6EC12	B			Mannose-specific enzyme IIC component of PTS (PTS system, mannose/fructose/sorbose family, IIC subunit)	266		Y				transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401			4348			0,12	6,05	0,086909	8690,9
P0ABU9	bacteriocin transport|transport|protein transport		bacteriocin transport				TOLQ_ECOLI	P0ABU9	C6EJK0	B			Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolQ)	230	Y	Y				transport|bacteriocin transport|protein transport	GO:0006810|GO:0043213|GO:0015031			245	1,78E+00	4,05E+02	1,85	85,75		
P0ABV6	bacteriocin transport|transport|protein transport		bacteriocin transport				TOLR_ECOLI	P0ABV6	C6EJJ9	B			Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolR)	142		Y				transport|bacteriocin transport|protein transport	GO:0006810|GO:0043213|GO:0015031									
P0ABU7	bacteriocin transport|transport|protein transport						EXBB_ECOLI	P0ABU7	C6EHY7	B			Membrane spanning protein in TonB-ExbB-ExbD complex (TonB-system energizer ExbB)	244		Y				bacteriocin transport|transport|protein transport	GO:0043213|GO:0006810|GO:0015031			364	4,18E+00	6,64E+02	1,37	64,08		
P0C0L7	transport		proline transport|amino acid transport|transport|hyperosmotic salinity response|response to osmotic stress	solute:hydrogen symporter activity|uniporter activity	symporter activity		PROP_ECOLI	P0C0L7	C6ED13	B			Metabolite/H+ symporter, major facilitator superfamily (MFS) (Proline/glycine betaine transporter)	500	Y	Y				proline transport|transport|amino acid transport|hyperosmotic salinity response|response to osmotic stress	GO:0006810|GO:0006865|GO:0006970|GO:0042538|GO:0015824			182	1,31E+00	3,39E+02	0,52	25,05		
P64423	transport|ion transport						ZNTB_ECOLI	P64423	C6EFP1	B			Mg2 transporter protein CorA family protein (Zinc transporter)	327	Y	Y				transport|ion transport	GO:0006810|GO:0006811									
P46022	regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization		Gram-negative-bacterium-type cell wall biogenesis|peptidoglycan biosynthetic process	peptidoglycan glycosyltransferase activity	transferase activity		MTGA_ECOLI	P46022	C6EH19	B			Monofunctional biosynthetic peptidoglycan transglycosylase (Monofunctional TGase) (EC 2.4.2.-)	242		Y		plasma membrane		Gram-negative-bacterium-type cell wall biogenesis|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization	GO:0009252|GO:0008360|GO:0007047|GO:0043164									
P0AFA7	transport|sodium ion transport|ion transport		cellular sodium ion homeostasis|proton transport|response to lithium ion|sodium ion transport|intracellular pH reduction	cation:cation antiporter activity|sodium:hydrogen antiporter activity	antiporter activity		NHAB_ECOLI	P0AFA7	C6EGT1	B			Na(+)/H(+) antiporter nhaB (Sodium/proton antiporter nhaB)	513		Y				transport|cellular sodium ion homeostasis|proton transport|sodium ion transport|response to lithium ion|ion transport|intracellular pH reduction	GO:0006810|GO:0051452|GO:0010226|GO:0006883|GO:0006814|GO:0015992|GO:0006811									
P32703	transport|sodium ion transport|ion transport				antiporter activity		YJCE_ECOLI	P32703	C6ED59	B			Na+/H+ antiporter (Predicted cation/proton antiporter)	549		Y				transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811			160	3,59E-01	1,60E+02				
P77272	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation				transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity		PTYBC_ECOLI	P77272	C6EKS4	B			N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	474		Y				carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401									
