Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein Length	UNTREATED	TREATED		GO Annotation			
ACRB_ECOLI	C6EH17	B	Hybrid sensory histidine kinase in two-component regulatory system with ArcA (EC 2.7.3.-) (Multi-sensor hybrid histidine kinase)	778		Y		transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	C6EH17	transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351
ACRB_ECOLI	C6E9S4	B	NADH dehydrogenase subunit L (EC 1.6.5.3) (Proton-translocating NADH-quinone oxidoreductase, chain L)	613		Y		oxidation-reduction process	C6E9S4	oxidation-reduction process	GO:0055114
ACRB_ECOLI	C6EHJ1	B	Proline:sodium symporter (Sodium/proline symporter)	502		Y		proline transport|amino acid transport|transport|sodium ion transport|ion transport	C6EHJ1	proline transport|amino acid transport|transport|sodium ion transport|ion transport	GO:0006810|GO:0006865|GO:0015824|GO:0006811|GO:0006814
ACRB_ECOLI	C6ED60	B	Predicted permease (Xanthine/uracil/vitamin C permease)	449		Y		transport	C6ED60	transport	GO:0006810
IHFA_ECOLI	C6ECP5	A	Integration host factor subunit alpha (IHF-alpha)	99	Y			transcription, DNA-dependent|regulation of transcription, DNA-dependent|DNA recombination|regulation of translation	C6ECP5	transcription, DNA-dependent|regulation of transcription, DNA-dependent|DNA recombination|regulation of translation	GO:0006355|GO:0006351|GO:0006417|GO:0006310
ACRB_ECOLI	C6EFA5	B	Heavy metal translocating P-type ATPase	732	Y	Y		response to cadmium ion|detoxification of zinc ion	C6EFA5	response to cadmium ion|detoxification of zinc ion	GO:0046686|GO:0010312
ACRB_ECOLI	C6EAW8	B	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	360		Y		regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	C6EAW8	regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	GO:0009252|GO:0051301|GO:0008360|GO:0007049|GO:0007047
ACRB_ECOLI	C6EKY6	B	Potassium efflux system protein (Predicted transporter with NAD(P)-binding Rossmann-fold domain)	558	Y	Y		transport|ion transport	C6EKY6	transport|ion transport	GO:0006810|GO:0006811
RS3_ECOLI	C6EGF2	A	30S ribosomal protein S3	233	Y	Y		translation	C6EGF2	translation	GO:0006412
DEAD_ECOLI	C6EH63	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	629	Y			ribosomal large subunit assembly|cellular response to cold|response to stress	C6EH63	ribosomal large subunit assembly|cellular response to cold|response to stress	GO:0006950|GO:0000027|GO:0070417
NUOI_ECOLI	C6E9S1	F1	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	180	Y	Y		oxidation-reduction process|aerobic respiration|anaerobic respiration	C6E9S1	oxidation-reduction process|aerobic respiration|anaerobic respiration	GO:0009061|GO:0055114|GO:0009060
MREB_ECOLI	C6EGL0	F1	Cell shape determining protein, MreB/Mrl family (Cell wall structural complex MreBCD, actin-like component MreB)	347	Y	Y		regulation of cell shape	C6EGL0	regulation of cell shape	GO:0008360
HFLD_ECOLI	C6EGV9	F1	High frequency lysogenization protein hflD	213		Y		response to heat	C6EGV9	response to heat	GO:0009408
SRP54_ECOLI	C6EJY2	F1	Signal Recognition Particle (SRP) component with 4.5S RNA (Ffs) (Signal recognition particle protein)	453	Y	Y		protein targeting to membrane	C6EJY2	protein targeting to membrane	GO:0006612
RS9_ECOLI	C6EH02	A	30S ribosomal protein S9	130	Y	Y		translation	C6EH02	translation	GO:0006412
ACRB_ECOLI	C6EIB9	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238		Y		amino acid transport|transport	C6EIB9	amino acid transport|transport	GO:0006810|GO:0006865
CYSA_ECOLI	C6EL55	F1	Sulfate ABC transporter, ATPase subunit (Sulfate/thiosulfate transporter subunit)	365	Y	Y		sulfate transport|transport	C6EL55	sulfate transport|transport	GO:0006810|GO:0008272
ACRB_ECOLI	C6EA36	B	Conserved inner membrane protein (Putative uncharacterized protein)	204		Y		response to acidity	C6EA36	response to acidity	GO:0010447
RL10_ECOLI	C6EE34	A	50S ribosomal protein L10	165	Y	Y		regulation of translation	C6EE34	regulation of translation	GO:0006417
ACRB_ECOLI	C6EEJ8	B	ABC transporter related (Fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein)	911		Y		transport	C6EEJ8	transport	GO:0006810
ACRB_ECOLI	C6EAF7	B	Amino acid permease-associated region (Lysine transporter)	489		Y		amino acid transport|transport	C6EAF7	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EKY0	B	Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	834		Y		copper ion transport|transport|response to acidity|ion transport	C6EKY0	copper ion transport|transport|response to acidity|ion transport	GO:0006810|GO:0010447|GO:0006811|GO:0006825
ACRB_ECOLI	C6EFI8	B	Putative uncharacterized protein damX (Sporulation domain protein)	428	Y	Y		cell cycle|cell division|cytokinesis	C6EFI8	cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049
ACRB_ECOLI	C6EA67	B	Acyl-CoA dehydrogenase (EC 1.3.99.3) (Putative uncharacterized protein)	814	Y	Y		oxidation-reduction process|fatty acid metabolic process|lipid metabolic process	C6EA67	oxidation-reduction process|fatty acid metabolic process|lipid metabolic process	GO:0006631|GO:0055114|GO:0006629
ACRB_ECOLI	C6EHQ5	B	Sodium:dicarboxylate symporter (Sodium:serine/threonine symporter)	414		Y		amino acid transport|transport|serine transport	C6EHQ5	amino acid transport|transport|serine transport	GO:0032329|GO:0006810|GO:0006865
PARC_ECOLI	C6EHX4	F1	DNA topoisomerase IV subunit A (EC 5.99.1.-) (DNA topoisomerase IV, A subunit) (EC 5.99.1.3)	752	Y			DNA topological change|sister chromatid cohesion|chromosome segregation|plasmid partitioning|DNA-dependent DNA replication	C6EHX4	DNA topological change|sister chromatid cohesion|chromosome segregation|plasmid partitioning|DNA-dependent DNA replication	GO:0007059|GO:0007062|GO:0006261|GO:0030541|GO:0006265
NUOB_ECOLI	C6E9R5	F1	NADH-quinone oxidoreductase subunit B (EC 1.6.99.5) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	220	Y			oxidation-reduction process|electron transport coupled proton transport|transport|anaerobic respiration|aerobic respiration	C6E9R5	oxidation-reduction process|electron transport coupled proton transport|transport|anaerobic respiration|aerobic respiration	GO:0006810|GO:0015990|GO:0009061|GO:0055114|GO:0009060
ACRB_ECOLI	C6EG56	B	Potassium transporter (Potassium uptake protein)	622		Y		transport|potassium ion transport|ion transport	C6EG56	transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811
ATPA_ECOLI	C6EG69	F1	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	513	Y	Y		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	C6EG69	transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811
ACRB_ECOLI	C6EK58	B	Peptidoglycan glycosyltransferase (EC 2.4.1.129) (Transpeptidase involved in peptidoglycan synthesis (Penicillin-binding protein 2))	633		Y		regulation of cell shape|response to antibiotic|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization|metabolic process	C6EK58	regulation of cell shape|response to antibiotic|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization|metabolic process	GO:0009252|GO:0046677|GO:0042493|GO:0008152|GO:0008360|GO:0007047
ACRB_ECOLI	C6EL14	B	ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	593		Y		transport	C6EL14	transport	GO:0006810
SECA_ECOLI	C6EAV7	F1	Protein translocase subunit secA	901	Y	Y		transport|protein transport|transmembrane transport	C6EAV7	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031
HNS_ECOLI	C6EGN0	A	Global DNA-binding transcriptional dual regulator H-NS (Histone family protein nucleoid-structuring protein H-NS)	137	Y			regulation of transcription, DNA-dependent|transcription, DNA-dependent	C6EGN0	regulation of transcription, DNA-dependent|transcription, DNA-dependent	GO:0006355|GO:0006351
CLPB_ECOLI	C6EJZ8	A	ATP-dependent chaperone ClpB (Protein disaggregation chaperone)	857	Y			response to stress	C6EJZ8	response to stress	GO:0006950
IHFB_ECOLI	C6EI70	A	Integration host factor subunit beta (IHF-beta)	94	Y			transcription, DNA-dependent|regulation of transcription, DNA-dependent|DNA recombination|regulation of translation	C6EI70	transcription, DNA-dependent|regulation of transcription, DNA-dependent|DNA recombination|regulation of translation	GO:0006355|GO:0006351|GO:0006417|GO:0006310
RS7_ECOLI	C6EGC3	A	30S ribosomal protein S7	156	Y			negative regulation of translation|ribosomal small subunit assembly|translation	C6EGC3	negative regulation of translation|ribosomal small subunit assembly|translation	GO:0000028|GO:0017148|GO:0006412
ATPE_ECOLI	C6EG72	F1	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	139	Y			transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	C6EG72	transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811
ACRB_ECOLI	C6EIY9	B	ABC-2 type transporter (Predicted transporter subunit: membrane component of ABC superfamily)	377		Y		transport	C6EIY9	transport	GO:0006810
ACRB_ECOLI	C6EA86	B	Binding-protein-dependent transport systems inner membrane component (DL-methionine transporter subunit)	217		Y		amino acid transport|transport	C6EA86	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EJ32	B	2-acyl-glycerophospho-ethanolamine acyltransferase (EC 2.3.1.40) (EC 6.2.1.20) (AMP-dependent synthetase and ligase)	719		Y		fatty acid metabolic process|metabolic process|phospholipid biosynthetic process	C6EJ32	fatty acid metabolic process|metabolic process|phospholipid biosynthetic process	GO:0008654|GO:0008152|GO:0006631
ACRB_ECOLI	C6EAM7	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	467		Y		two-component signal transduction system (phosphorelay)|phosphorylation	C6EAM7	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160
ACRB_ECOLI	C6EC11	B	PTS system, mannose/fructose/sorbose family, IID subunit	283		Y		transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	C6EC11	transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401
ACRB_ECOLI	C6EK42	B	Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	224		Y		amino acid transport|transport	C6EK42	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EDP6	B	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit beta)	462	Y	Y		oxidation-reduction process	C6EDP6	oxidation-reduction process	GO:0055114
ACRB_ECOLI	C6EKW8	B	Predicted inner membrane protein (Putative uncharacterized protein)	804		Y		transport	C6EKW8	transport	GO:0006810
DLDH_ECOLI	C6EAU1	F1	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	474	Y	Y		oxidation-reduction process|pyruvate metabolic process|glycine decarboxylation via glycine cleavage system|glycolysis|tricarboxylic acid cycle|2-oxoglutarate metabolic process	C6EAU1	oxidation-reduction process|pyruvate metabolic process|glycine decarboxylation via glycine cleavage system|glycolysis|tricarboxylic acid cycle|2-oxoglutarate metabolic process	GO:0006099|GO:0019464|GO:0006090|GO:0006103|GO:0006096|GO:0055114
ACRB_ECOLI	C6EA31	B	Fused fructose-specific PTS enzymes: IIBcomponent/IIC components (PTS system, fructose subfamily, IIC subunit)	563		Y		carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	C6EA31	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401
ACRB_ECOLI	C6EIG8	B	Sugar transporter	464		Y		carbohydrate transport|galactose transport|transport	C6EIG8	carbohydrate transport|galactose transport|transport	GO:0006810|GO:0008643|GO:0015757
MDH_ECOLI	C6EGZ6	F1	Malate dehydrogenase (EC 1.1.1.37)	312	Y			oxidation-reduction process|glycolysis|malate metabolic process|tricarboxylic acid cycle|fermentation|anaerobic respiration	C6EGZ6	oxidation-reduction process|glycolysis|malate metabolic process|tricarboxylic acid cycle|fermentation|anaerobic respiration	GO:0006099|GO:0006096|GO:0009061|GO:0055114|GO:0006108|GO:0006113
SYM_ECOLI	C6EAJ7	A	Methionyl-tRNA synthetase	677	Y			translation	C6EAJ7	translation	GO:0006412
ACRB_ECOLI	C6ECA8	B	Fused trehalose(Maltose)-specific PTS enzyme: IIB component/IIC component (PTS system, trehalose-specific IIBC subunit)	473	Y	Y		carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	C6ECA8	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401
DADA_ECOLI	C6EGS8	F1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	432	Y	Y		oxidation-reduction process	C6EGS8	oxidation-reduction process	GO:0055114
KAD_ECOLI	C6EKZ0	A	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase)	214	Y			purine ribonucleotide interconversion|purine ribonucleotide biosynthetic process|nucleotide biosynthetic process|phosphorylation	C6EKZ0	purine ribonucleotide interconversion|purine ribonucleotide biosynthetic process|nucleotide biosynthetic process|phosphorylation	GO:0016310|GO:0015951|GO:0009165|GO:0009152
ACRB_ECOLI	C6EG28	B	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase (EC 2.4.1.-) (Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase)	367		Y		cell wall macromolecule biosynthetic process|lipopolysaccharide biosynthetic process|cellular cell wall organization	C6EG28	cell wall macromolecule biosynthetic process|lipopolysaccharide biosynthetic process|cellular cell wall organization	GO:0009103|GO:0044038|GO:0007047
ACRB_ECOLI	C6EHF9	B	Lipid A biosynthesis lauroyl (Or palmitoleoyl) acyltransferase (Lipid A biosynthesis lauroyl acyltransferase) (EC 2.3.1.-)	306	Y	Y		lipid A biosynthetic process|lipopolysaccharide biosynthetic process|response to stress	C6EHF9	lipid A biosynthetic process|lipopolysaccharide biosynthetic process|response to stress	GO:0009103|GO:0006950|GO:0009245
ACRB_ECOLI	C6EL54	B	Sulfate ABC transporter, inner membrane subunit	291		Y		sulfate transport|transport	C6EL54	sulfate transport|transport	GO:0006810|GO:0008272
ADD_ECOLI	C6EDM4	A	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	333	Y			purine nucleotide salvage|purine ribonucleoside monophosphate biosynthetic process|hypoxanthine salvage|purine nucleotide interconversion|adenosine catabolic process|nucleotide metabolic process	C6EDM4	purine nucleotide salvage|purine ribonucleoside monophosphate biosynthetic process|hypoxanthine salvage|purine nucleotide interconversion|adenosine catabolic process|nucleotide metabolic process	GO:0015950|GO:0032261|GO:0043103|GO:0006154|GO:0009168|GO:0009117
DHSB_ECOLI	C6EJL3	F1	Succinate dehydrogenase and fumarate reductase iron-sulfur protein (EC 1.3.99.1) (Succinate dehydrogenase, FeS subunit) (EC 1.3.99.1)	238	Y	Y		oxidation-reduction process|transport|tricarboxylic acid cycle|electron transport chain|aerobic respiration	C6EJL3	oxidation-reduction process|transport|tricarboxylic acid cycle|electron transport chain|aerobic respiration	GO:0006810|GO:0006099|GO:0022900|GO:0055114|GO:0009060
ACRB_ECOLI	C6EL65	B	Protein CysZ	253		Y		cellular amino acid biosynthetic process|transport|cysteine biosynthetic process	C6EL65	cellular amino acid biosynthetic process|transport|cysteine biosynthetic process	GO:0006810|GO:0008652|GO:0019344
ACRB_ECOLI	C6EL42	B	Major facilitator superfamily MFS_1 (Predicted transporter)	454		Y		transport	C6EL42	transport	GO:0006810
RS5_ECOLI	C6EGG3	A	30S ribosomal protein S5	167	Y	Y		response to antibiotic|translation	C6EGG3	response to antibiotic|translation	GO:0046677|GO:0006412
ACRB_ECOLI	C6EG12	B	Predicted uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase) (EC 2.1.1.107)	401	Y	Y		porphyrin biosynthetic process|methylation	C6EG12	porphyrin biosynthetic process|methylation	GO:0032259|GO:0006779
CARB_ECOLI	C6EB19	A	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	1073	Y			cellular amino acid biosynthetic process|arginine biosynthetic process|pyrimidine nucleotide biosynthetic process	C6EB19	cellular amino acid biosynthetic process|arginine biosynthetic process|pyrimidine nucleotide biosynthetic process	GO:0008652|GO:0006221|GO:0006526
GCSP_ECOLI	C6EIK5	A	Glycine dehydrogenase [decarboxylating] (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase)	957	Y			oxidation-reduction process	C6EIK5	oxidation-reduction process	GO:0055114
ACRB_ECOLI	C6ECN2	B	Predicted inner membrane protein (Putative uncharacterized protein)	178		Y		SOS response|response to DNA damage stimulus	C6ECN2	SOS response|response to DNA damage stimulus	GO:0006974|GO:0009432
PPIB_ECOLI	C6EKU1	A	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	164	Y			protein folding	C6EKU1	protein folding	GO:0006457
ACRB_ECOLI	C6EKC5	B	Amino acid permease-associated region	470		Y		amino acid transport|transport	C6EKC5	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EL76	B	Nucleoside (Except guanosine) transporter (Nucleoside transporter)	400		Y		transport	C6EL76	transport	GO:0006810
ACRB_ECOLI	C6EL34	B	Cytochrome o ubiquinol oxidase subunit II (EC 1.10.3.-) (Ubiquinol oxidase, subunit II)	315	Y	Y		oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain	C6EL34	oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain	GO:0006810|GO:0019646|GO:0022900|GO:0055114
CH10_ECOLI	C6ECY3	A	10 kDa chaperonin (Protein Cpn10) (groES protein)	97	Y			response to heat|phage assembly|cell cycle|cell division	C6ECY3	response to heat|phage assembly|cell cycle|cell division	GO:0051301|GO:0009408|GO:0007049|GO:0042963
ACRB_ECOLI	C6EKY5	B	Major facilitator superfamily MFS_1 (Predicted fosmidomycin efflux system)	406		Y		response to antibiotic	C6EKY5	response to antibiotic	GO:0046677
ACRB_ECOLI	C6EH52	B	Preprotein translocase, SecG subunit (Protein-export membrane protein)	110	Y	Y		transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	C6EH52	transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0043952|GO:0015031
NUOG_ECOLI	C6E9R9	F1	NADH-quinone oxidoreductase (EC 1.6.99.5)	908	Y	Y		oxidation-reduction process|aerobic respiration|anaerobic respiration	C6E9R9	oxidation-reduction process|aerobic respiration|anaerobic respiration	GO:0009061|GO:0055114|GO:0009060
ACRB_ECOLI	C6EL35	B	Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	663	Y	Y		oxidation-reduction process|electron transport coupled proton transport|transport|aerobic electron transport chain|proton transport|electron transport chain|ion transport	C6EL35	oxidation-reduction process|electron transport coupled proton transport|transport|aerobic electron transport chain|proton transport|electron transport chain|ion transport	GO:0006810|GO:0019646|GO:0022900|GO:0015990|GO:0055114|GO:0015992|GO:0006811
ACRB_ECOLI	C6EBA0	B	Heavy metal sensor signal transduction histidine kinase	452		Y		two-component signal transduction system (phosphorelay)|phosphorylation	C6EBA0	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160
TIG_ECOLI	C6EL29	A	Trigger factor (TF)	432	Y			protein folding|protein complex assembly|cell cycle|cell division|'de novo' cotranslational protein folding	C6EL29	protein folding|protein complex assembly|cell cycle|cell division|'de novo' cotranslational protein folding	GO:0006457|GO:0051083|GO:0051301|GO:0006461|GO:0007049
ACRB_ECOLI	C6ELH6	B	Protein-export membrane protein SecD	604	Y	Y		transport|protein transport|transmembrane transport	C6ELH6	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031
ILVD_ECOLI	C6EG40	A	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	616	Y			cellular amino acid biosynthetic process|branched chain family amino acid biosynthetic process	C6EG40	cellular amino acid biosynthetic process|branched chain family amino acid biosynthetic process	GO:0008652|GO:0009082
RS2_ECOLI	C6EAB6	A	30S ribosomal protein S2	241	Y	Y		translation	C6EAB6	translation	GO:0006412
ACRB_ECOLI	C6EA23	B	Phosphoesterase PA-phosphatase related (Undecaprenyl pyrophosphate phosphatase)	237		Y		transport|Gram-negative-bacterium-type cell outer membrane assembly	C6EA23	transport|Gram-negative-bacterium-type cell outer membrane assembly	GO:0006810|GO:0043165
ACRB_ECOLI	C6EJY0	B	Putative uncharacterized protein	420		Y		carbohydrate catabolic process|non-phosphorylated glucose catabolic process	C6EJY0	carbohydrate catabolic process|non-phosphorylated glucose catabolic process	GO:0019595|GO:0016052
RS6_ECOLI	C6ECE9	A	30S ribosomal protein S6	131	Y			translation	C6ECE9	translation	GO:0006412
HEMH_ECOLI	C6EKY9	A	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	320		Y		protoporphyrinogen IX metabolic process|heme biosynthetic process|response to light stimulus|porphyrin biosynthetic process	C6EKY9	protoporphyrinogen IX metabolic process|heme biosynthetic process|response to light stimulus|porphyrin biosynthetic process	GO:0046501|GO:0009416|GO:0006783|GO:0006779
LOLD_ECOLI	C6EGX5	F1	Lipoprotein releasing system, ATP-binding protein (Outer membrane-specific lipoprotein transporter subunit)	233	Y	Y		transport|lipoprotein transport	C6EGX5	transport|lipoprotein transport	GO:0006810|GO:0042953
RFAF_ECOLI	C6EDH0	A	ADP-heptose:LPS heptosyltransferase II (EC 2.-.-.-) (Lipopolysaccharide heptosyltransferase II)	348	Y			lipopolysaccharide biosynthetic process	C6EDH0	lipopolysaccharide biosynthetic process	GO:0009103
RS11_ECOLI	C6EGG9	A	30S ribosomal protein S11	129		Y		translation	C6EGG9	translation	GO:0006412
PCNB_ECOLI	C6EAE1	A	Poly(A) polymerase (EC 2.7.7.19)	472	Y			plasmid maintenance|mRNA processing|mRNA polyadenylation|transcription, DNA-dependent|RNA modification	C6EAE1	plasmid maintenance|mRNA processing|mRNA polyadenylation|transcription, DNA-dependent|RNA modification	GO:0006397|GO:0006276|GO:0009451|GO:0006351|GO:0006378
ACRB_ECOLI	C6EGW2	B	Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	486		Y		two-component signal transduction system (phosphorelay)|phosphorylation	C6EGW2	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160
BETA_ECOLI	C6ELS0	F1	Choline dehydrogenase (EC 1.1.99.1)	556	Y			oxidation-reduction process|glycine betaine biosynthetic process from choline|response to osmotic stress|response to stress	C6ELS0	oxidation-reduction process|glycine betaine biosynthetic process from choline|response to osmotic stress|response to stress	GO:0019285|GO:0006970|GO:0006950|GO:0055114
ACRB_ECOLI	C6EE76	B	Cell division protein FtsN (Essential cell division protein)	319		Y		barrier septum formation|cell cycle cytokinesis|cell cycle|cell division	C6EE76	barrier septum formation|cell cycle cytokinesis|cell cycle|cell division	GO:0051301|GO:0033205|GO:0000917|GO:0007049
ACRB_ECOLI	C6EJW5	B	FAD dependent oxidoreductase (Predicted enzyme)	422		Y		oxidation-reduction process	C6EJW5	oxidation-reduction process	GO:0055114
RS12_ECOLI	C6EGC2	A	30S ribosomal protein S12	124	Y	Y		RNA folding|response to antibiotic|Group I intron splicing|positive regulation of RNA splicing|translation	C6EGC2	RNA folding|response to antibiotic|Group I intron splicing|positive regulation of RNA splicing|translation	GO:0046677|GO:0033120|GO:0034337|GO:0006412|GO:0000372
ACRB_ECOLI	C6EJN7	B	Potassium-transporting ATPase B chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	682		Y		transport|potassium ion transport|protein autophosphorylation|ion transport|detection of chemical stimulus|osmosensory signaling pathway via two-component system	C6EJN7	transport|potassium ion transport|protein autophosphorylation|ion transport|detection of chemical stimulus|osmosensory signaling pathway via two-component system	GO:0006810|GO:0006813|GO:0009593|GO:0006811|GO:0007234|GO:0046777
GLGA_ECOLI	C6EFE5	A	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	477	Y			glycogen biosynthetic process	C6EFE5	glycogen biosynthetic process	GO:0005978
PFLB_ECOLI	C6EK07	A	Autonomous glycyl radical cofactor	127	Y			glucose metabolic process|carbohydrate metabolic process	C6EK07	glucose metabolic process|carbohydrate metabolic process	GO:0006006|GO:0005975
ACRB_ECOLI	C6EFB2	B	Predicted transporter subunit: membrane component of ABC superfamily (Protein insertion ABC transporter, inner membrane subunit FtsX)	352	Y	Y		cell cycle|cell division|cytokinesis	C6EFB2	cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049
RL22_ECOLI	C6EGF1	A	50S ribosomal protein L22	110	Y			response to antibiotic	C6EGF1	response to antibiotic	GO:0046677
EFTU2_ECOLI	C6EE39	F1	Elongation factor Tu	394	Y	Y		translational elongation|response to antibiotic|translation	C6EE39	translational elongation|response to antibiotic|translation	GO:0046677|GO:0006412|GO:0006414
ACRB_ECOLI	C6EG89	B	Predicted inner membrane protein (Xanthine/uracil/vitamin C permease)	445		Y		transport|adenine transport	C6EG89	transport|adenine transport	GO:0006810|GO:0015853
RL20_ECOLI	C6ECP1	A	50S ribosomal protein L20	118	Y	Y		ribosomal large subunit assembly	C6ECP1	ribosomal large subunit assembly	GO:0000027
RS8_ECOLI	C6EGG0	A	30S ribosomal protein S8	130	Y			translation|regulation of translation|regulation of mRNA stability	C6EGG0	translation|regulation of translation|regulation of mRNA stability	GO:0006412|GO:0043488|GO:0006417
TPIS_ECOLI	C6EEX9	A	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	255	Y			pentose-phosphate shunt|gluconeogenesis|glycolysis	C6EEX9	pentose-phosphate shunt|gluconeogenesis|glycolysis	GO:0006098|GO:0006094|GO:0006096
DAPD_ECOLI	C6EAB9	A	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase)	274	Y			cellular amino acid biosynthetic process|lysine biosynthetic process|diaminopimelate biosynthetic process	C6EAB9	cellular amino acid biosynthetic process|lysine biosynthetic process|diaminopimelate biosynthetic process	GO:0008652|GO:0019877|GO:0009085
HSLU_ECOLI	C6EE78	A	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	443	Y			response to heat|response to stress	C6EE78	response to heat|response to stress	GO:0006950|GO:0009408
