Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein Length	Unique Peptides 301	Unique Spectra 301	Total #spectra 301	Unique Peptides 303	Unique Spectra 303	Total #spectra 303	Unique Peptides 11	Unique Spectra 11	Total #spectra 11	Unique Peptides 12	Unique Spectra 12	Total #spectra 12	Unique Peptides 13	Unique Spectra 13	Total #spectra 13	Unique Peptides MS6_11	Unique Spectra MS6_11	Total #spectra MS6_11	Unique Peptides MS6_12	Unique Spectra MS6_12	Total #spectra MS6_12	Unique Peptides MS6_13	Unique Spectra MS6_13	Total #spectra  MS6_13		Unique Peptides MS5_11	Unique Spectra MS5_11	Total #spectra MS5_11	Unique Peptides MS5_12	Unique Spectra MS5_12	Total #spectra MS5_12	Unique Peptides MS5_13	Unique Spectra MS5_13	Total #spectra  MS5_13	
CYSZ_ECOLI	C6EL65	B	Protein CysZ	253	1	1	1	2	2	2	1	1	1	2	2	2										1	1	1										
YQJE_ECOLI	C6EHP4	B	Conserved inner membrane protein (Putative uncharacterized protein)	134	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1							1	1	1										
YEAJ_ECOLI	C6EC44	B	Diguanylate cyclase (Predicted diguanylate cyclase)	496				1	1	1																1	1	2										
MTGA_ECOLI	C6EH19	B	Monofunctional biosynthetic peptidoglycan transglycosylase (Monofunctional TGase) (EC 2.4.2.-)	242	1	1	3	1	1	3	1	1	1	2	2	2	2	2	4							1	1	1										
FTSQ_ECOLI	C6EAW2	B	Cell division protein FtsQ (Membrane anchored protein involved in growth of wall at septum)	276	4	4	7	4	4	7	4	4	4	4	4	4	3	3	3							1	1	2										
FTSB_ECOLI	C6EJB9	B	Cell diviision protein FtsB (Septum formation initiator)	103	3	3	4	3	3	3	1	1	1	1	1	1	2	2	2							1	1	1										
HISQ_ECOLI	C6ELE5	B	Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	228	3	3	7	3	4	9	3	3	3	1	1	1	3	4	4							1	1	3										
YLAC_ECOLI	C6EL06	B	Predicted inner membrane protein (Putative uncharacterized protein)	156	2	3	4	3	4	5	2	3	3				1	1	2							1	1	2										
YGAM_ECOLI	C6EJV3	B	Putative uncharacterized protein	109							1	2	2	1	1	1	2	2	2											2	2	2	2	2	2	2	2	2
KEFC_ECOLI	C6EB06	B	Glutathione-regulated potassium-efflux system protein (Potassium efflux system protein)	620																1	1	1	1	1	1	1	1	1										
YEGT_ECOLI	C6EAL2	B	Nucleoside transporter (Predicted nucleoside transporter)	425																						1	1	1										
MQO_ECOLI	C6E9Y9	B	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	548																										3	3	4	3	3	3	3	3	5
LRP_ECOLI	C6EI93	B	DNA-binding transcriptional dual regulator, leucine-binding (Transcriptional regulator, AsnC family)	164																										2	2	3	3	3	4	3	3	4
ODP1_ECOLI	C6EAU3	B	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	887																										8	8	11	9	9	13	13	13	20
IDH_ECOLI	C6EGV5	B	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	416																										3	3	4	4	4	5	6	6	8
TYPH_ECOLI	C6EBI9	B	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	440																										3	4	6	3	4	5	4	5	6
GATD_ECOLI	C6EAL9	B	Alcohol dehydrogenase GroES domain protein (Galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding) (EC 1.1.1.251)	346																										3	3	3	2	2	3	2	2	3
PCNB_ECOLI	C6EAE1	B	Poly(A) polymerase (EC 2.7.7.19)	472																										3	4	5	3	4	4	2	3	5
PYRG_ECOLI	C6EJ92	B	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	545																										1	1	1	1	1	1	1	1	1
RSMB_ECOLI	C6EGH8	B	16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent (EC 2.1.1.61) (Sun protein)	429																																2	2	3
YJGR_ECOLI	C6EC88	B	Predicted ATPase (Putative uncharacterized protein)	500																																1	1	2
YGDL_ECOLI	C6EJ54	B	Putative uncharacterized protein ygdL (UBA/THIF-type NAD/FAD binding protein)	268																																1	1	1
SANA_ECOLI	C6EAG8	B	Putative uncharacterized protein (Putative uncharacterized protein sanA)	239	5	5	5	6	6	9	1	1	1	1	1	1	1	1	1																			
FRDC_ECOLI	C6ECX1	B	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																			
YJCH_ECOLI	C6ED57	B	Conserved inner membrane protein involved in acetate transport (Putative uncharacterized protein)	104	1	1	1	1	1	1				2	2	2	1	1	1																			
RSTB_ECOLI	C6EDN9	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with RstA)	433	3	3	2	4	4	5	3	3	3				4	4	4																			
WECA_ECOLI	C6EG28	B	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase (EC 2.4.1.-) (Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase)	367	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2																			
KUP_ECOLI	C6EG56	B	Potassium transporter (Potassium uptake protein)	622	2	2	2	3	3	4	1	1	1	1	1	1	1	1	1																			
RBSC_ECOLI	C6EJ66	B	Inner-membrane translocator (Ribose transport system permease protein rbsC)	327				2	2	2				1	1	1	1	1	1
CCMF_ECOLI	C6EA04	B	Cytochrome c assembly protein (Heme lyase, CcmF subunit)	647	2	2	2	1	1	1							1	1	1
MDTC_ECOLI	C6EAM9	B	Acriflavin resistance protein (Multidrug efflux system, subunit C)	1025	1	1	2										2	2	2
FTSL_ECOLI	C6EAX2	B	Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	121	1	2	2	2	2	2							1	1	1
YEDV_ECOLI	C6EBA0	B	Heavy metal sensor signal transduction histidine kinase	452	2	2	3	1	1	1							1	1	1
OPPC_ECOLI	C6EFZ1	B	Binding-protein-dependent transport systems inner membrane component (Oligopeptide transporter subunit)	302	2	3	4	3	5	8							1	2	2
NARX_ECOLI	C6EGP2	B	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	598	1	1	1	1	1	2							1	1	1
CVRA_ECOLI	C6EGS6	B	Potassium/proton antiporter (Sodium/hydrogen exchanger)	578	2	2	3										2	2	2
PTYBC_ECOLI	C6EKS4	B	N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	474	1	1	1	1	1	1							1	1	1
DPPB_ECOLI	C6EED7	B	Binding-protein-dependent transport systems inner membrane component (Dipeptide transporter)	339	2	2	6	2	2	3	2	2	2	3	3	3			
UPPP_ECOLI	C6EHT8	B	Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	273	1	1	1				2	2	2	2	2	2			
PGSA_ECOLI	C6EBF0	B	CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthetase) (EC 2.7.8.5)	182	1	1	1							3	3	3			
POTB_ECOLI	C6EGW6	B	Binding-protein-dependent transport systems inner membrane component	285				2	2	2				2	2	2			
ARTQ_ECOLI	C6EIB9	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238	1	1	2							1	1	1			
YOJI_ECOLI	C6E9Y8	B	Cyclic peptide transporter (Fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component)	547	4	4	6	3	3	4	2	2	2						
YEGE_ECOLI	C6EAP0	B	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Predicted diguanylate cyclase, GGDEF domain signalling protein)	1105	1	1	1	1	1	1	1	1	1						
ATP6_ECOLI	C6EG65	B	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	271	1	1	1	1	1	1	3	3	5						
LGT_ECOLI	C6EJ41	B	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	291	1	1	2	1	1	1	2	2	4						
DEDA_ECOLI	C6ELD6	B	Conserved inner membrane protein	219	1	1	1	1	1	1	1	1	1						
METI_ECOLI	C6EA86	B	Binding-protein-dependent transport systems inner membrane component (DL-methionine transporter subunit)	217							2	2	3	2	2	3	2	3	5
YEEF_ECOLI	C6EB69	B	Amino acid permease-associated region (Predicted amino-acid transporter)	452										2	2	2	1	1	1
YDIK_ECOLI	C6ECR8	B	Predicted inner membrane protein (Putative uncharacterized protein)	370							2	2	3				2	2	3
DEGS_ECOLI	C6EGZ7	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	355							3	3	3	3	3	3	2	2	2
GLTK_ECOLI	C6EK42	B	Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	224							2	2	2	2	2	2	2	2	2
YPFJ_ECOLI	C6EKN6	B	Putative uncharacterized protein (Putative uncharacterized protein ypfJ)	287							1	1	1	1	1	1	1	1	1
YFCJ_ECOLI	C6ELD1	B	Major facilitator superfamily MFS_1 (Predicted transporter)	392							3	3	3	2	2	2	1	1	1
MDTK_ECOLI	C6ECU0	B	Multidrug resistance protein mdtK (Multidrug-efflux transporter)	457													1	1	1
PANF_ECOLI	C6EGK2	B	Sodium/panthothenate symporter (Sodium/pantothenate symporter)	483													2	2	3
YCBC_ECOLI	C6EI62	B	Conserved inner membrane protein (Putative uncharacterized protein)	259													2	2	2
YPJD_ECOLI	C6EJY1	B	Cytochrome c assembly protein (Predicted inner membrane protein)	288													1	1	2
BCR_ECOLI	C6EA15	B	Bicyclomycin/multidrug efflux system (Drug resistance transporter, Bcr/CflA subfamily)	396										2	2	2			
YIHN_ECOLI	C6EF27	B	Predicted transporter (Sugar phosphate permease-like protein)	421										1	1	1			
PSTA_ECOLI	C6EG77	B	Phosphate ABC transporter, inner membrane subunit PstA (Phosphate transporter subunit)	296										1	1	1
YBHL_ECOLI	C6EIZ6	B	Predicted inner membrane protein (Putative uncharacterized protein)	234							1	1	1			
YPDA_ECOLI	C6EL88	B	Predicted sensory kinase in two-component system with YpdB (Signal transduction histidine kinase, LytS) (EC 2.7.13.3)	565							1	1	1			
LYSP_ECOLI	C6EAF7	B	Amino acid permease-associated region (Lysine transporter)	489	1	1	1	1	1	1						
YJDF_ECOLI	C6ED03	B	Conserved inner membrane protein (Putative uncharacterized protein)	209	1	1	2	1	1	1						
YIDE_ECOLI	C6ED85	B	Putative uncharacterized protein yidE (YidE/YbjL duplication)	553	1	1	2	1	1	1						
YHIH_ECOLI	C6EEJ8	B	ABC transporter related (Fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein)	911	3	3	4	4	4	5						
SAPB_ECOLI	C6EFT9	B	Binding-protein-dependent transport systems inner membrane component (Predicted antimicrobial peptide transporter subunit)	321	1	1	1	1	1	1						
POTC_ECOLI	C6EGW7	B	Binding-protein-dependent transport systems inner membrane component (Spermidine/putrescine ABC transporter membrane protein)	264	2	2	2	1	1	1						
SSTT_ECOLI	C6EHQ5	B	Sodium:dicarboxylate symporter (Sodium:serine/threonine symporter)	414	2	2	2	2	2	3						
LPXK_ECOLI	C6EI67	B	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	328	3	3	3	1	1	2						
YBJL_ECOLI	C6EIQ8	B	Putative transport protein ybjL	561	2	2	2	1	1	1						
PROW_ECOLI	C6EJU7	B	Binding-protein-dependent transport systems inner membrane component (Glycine betaine transporter subunit)	354	1	1	1	1	1	1						
YGAF_ECOLI	C6EJW5	B	FAD dependent oxidoreductase (Predicted enzyme)	422	1	1	3	3	3	4						
CYST_ECOLI	C6EL53	B	Sulfate ABC transporter, inner membrane subunit (Sulfate/thiosulfate transporter subunit)	277	1	2	5	1	2	4						
FLK_ECOLI	C6ELD2	B	Flagella assembly protein (Predicted flagella assembly protein)	331	2	2	4	2	2	3						
GLPT_ECOLI	C6E9W1	B	Glycerol-3-phosphate transporter (sn-glycerol-3-phosphate transporter)	452				1	1	2																												
YTFN_ECOLI	C6ECC4	B	Putative uncharacterized protein (Putative uncharacterized protein ytfN)	1259				1	1	1																												
UHPT_ECOLI	C6EDA3	B	Phosphoglycerate transporter (Sugar phosphate antiporter)	463				1	1	1																												
YQJK_ECOLI	C6EHP3	B	Putative uncharacterized protein (Putative uncharacterized protein yqjK)	99				1	1	1																												
EMRB_ECOLI	C6EJU0	B	Drug resistance transporter, EmrB/QacA subfamily (Multidrug efflux system protein)	512				2	2	3																												
YEBE_ECOLI	C6EBY3	B	Putative uncharacterized protein (Putative uncharacterized protein yebE)	219	1	1	1																															
SECE_ECOLI	C6EE38	B	Preprotein translocase, SecE subunit (Translocase)	127	1	1	1																															
MVIN_ECOLI	C6EHE4	B	Integral membrane protein MviN (Predicted inner membrane protein)	511	1	1	1																															
ETK_ECOLI	C6EHM6	B	Capsular exopolysaccharide family (EC 2.7.10.2) (Cryptic autophosphorylating protein tyrosine kinase Etk)	726	1	1	1																															
FTSK_ECOLI	C6EI92	B	Cell divisionFtsK/SpoIIIE (DNA-binding membrane protein required for chromosome resolution and partitioning)	1342	1	1	1																															
YLIF_ECOLI	C6EIU9	B	Diguanylate cyclase (Predicted diguanylate cyclase)	442	1	1	1																															
DHSC_ECOLI	C6EJL6	B	Succinate dehydrogenase, cytochrome b556 subunit	134	1	1	1																															
YLAB_ECOLI	C6EL07	B	Conserved inner membrane protein (EAL domain protein)	516	1	1	1																															
PHOR_ECOLI	C6ELI4	B	PAS/PAC sensor signal transduction histidine kinase (Sensory histidine kinase in two-component regulatory system with PhoB) (EC 2.7.1.-)	431	2	2	2																															
NLPA_ECOLI	C6EDB0	E	Cytoplasmic membrane lipoprotein-28 (Lipoprotein, YaeC family)	272	4	4	5	5	5	7	3	3	3	4	4	4	3	3	3	4	4	5	2	2	3	5	5	7								1	1	1
ACRA_ECOLI	C6EL01	E	Efflux transporter, RND family, MFP subunit (Multidrug efflux system)	397	23	34	60	24	35	77	20	24	24	17	21	21	18	21	22	12	16	28	15	19	33	14	19	33		6	7	11	6	6	10	4	5	9
DCRB_ECOLI	C6EFA2	E	Periplasmic protein (Putative uncharacterized protein)	185	8	8	20	7	10	24	8	10	14	7	8	12	8	9	13	7	8	18	8	9	21	7	9	21		4	4	6	4	4	8	5	5	9
YIAF_ECOLI	C6EEC7	E	Putative uncharacterized protein (Putative uncharacterized protein yiaF)	236	12	16	38	12	16	39	10	13	15	9	11	15	10	13	17	9	12	21	8	10	19	9	9	20		2	2	2	3	3	3	2	2	3
ACFD_ECOLI	C6EID7	E	Lipoprotein AcfD-like protein	1520										1	1	1	2	2	2							1	1	1		1	1	1	1	1	2	1	1	1
METQ_ECOLI	C6EA87	E	DL-methionine transporter subunit (Lipoprotein, YaeC family)	271	13	16	36	16	20	41	10	14	17	10	13	14	13	15	18	9	12	25	6	7	18	9	11	24										
YMBA_ECOLI	C6EI30	E	Putative uncharacterized protein	187	4	5	10	4	5	9	3	4	4	3	3	3	3	4	4	2	2	2	2	2	3	3	3	6										
YFHM_ECOLI	C6EKI9	E	Alpha-2-macroglobulin domain protein (Putative uncharacterized protein yfhM)	1653							2	2	2				1	1	1																			
PLSC_ECOLI	C6EHX6	F1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	245	7	8	11	8	8	10	4	4	4	3	4	4	6	7	7	1	1	1	1	2	2	4	4	6		2	2	2				2	2	2
DADA_ECOLI	C6EGS8	F1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	432	7	7	10	4	4	8	7	7	7	4	4	4	5	5	5	8	8	10	5	5	7	6	6	8		9	11	21	9	12	26	10	12	27
GLNQ_ECOLI	C6EIX3	F1	ABC transporter related (Glutamine ABC transporter ATP-binding protein)	240	7	7	9	7	8	11	6	7	7	5	6	6	7	10	11	6	6	7	6	6	8	7	7	9		1	1	1	1	1	2	2	2	2
SECA_ECOLI	C6EAV7	F1	Protein translocase subunit secA	901	8	9	14	5	6	10	4	4	4	2	2	3	2	2	2	1	1	1	1	1	1	3	3	4		7	7	9	8	8	12	8	8	14
PUTA_ECOLI	C6EHJ3	F1	Delta-1-pyrroline-5-carboxylate dehydrogenase (Fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase) (EC 1.5.1.12) (EC 1.5.99.8)	1320	2	2	3	4	5	5	2	2	4	2	2	2	2	2	2	1	1	2	2	2	2	3	3	3		10	12	23	11	13	27	14	19	35
PLSB_ECOLI	C6EDX9	F1	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	807	17	20	40	25	28	58	27	29	30	14	15	15	23	26	26	11	11	15	12	12	18	16	16	22		1	1	1	2	2	3	3	3	5
NUOCD_ECOLI	C6E9R6	F1	NADH dehydrogenase I, D subunit (NADH:ubiquinone oxidoreductase, chain C,D) (EC 1.6.5.3)	600	10	11	16	8	8	10	8	8	8	4	4	7	5	5	5	9	9	13	7	7	10	8	8	12		9	9	26	11	13	23	13	14	34
RNE_ECOLI	C6EHC9	F1	Fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	1061	21	22	30	22	22	33	19	19	19	14	14	14	14	15	15	15	15	19	9	9	12	11	11	24		16	17	21	17	22	30	19	21	29
ATPA_ECOLI	C6EG69	F1	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	513	15	15	24	16	18	27	11	11	11	7	8	10	9	10	11	11	11	23	12	12	18	11	11	17		23	28	61	21	28	68	22	29	72
PSS_ECOLI	C6EK01	F1	Phosphatidylserine synthase (EC 2.7.8.8) (Phospholipase D/Transphosphatidylase)	451	15	15	25	13	13	23	13	13	13	11	11	11	13	13	13	11	11	14	11	11	16	11	11	15		2	2	11	2	2	6	3	3	8
EFTU2_ECOLI	C6EE39	F1	Elongation factor Tu	394	7	8	13	7	7	9	7	7	7	5	5	5	5	5	5	7	7	10	5	5	8	6	6	9					12	18	35	14	19	41
MURG_ECOLI	C6EAW5	F1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	355	9	9	15	8	8	11	9	9	10	9	9	9	10	10	11	6	6	10	6	6	7	6	6	9		2	2	2	1	1	1	1	1	1
FTSE_ECOLI	C6EFB1	F1	Type II (General) Secretory Pathway (IISP) Family protein	222	3	3	4	4	4	5	2	2	2				2	2	2	3	3	3	1	1	1	3	3	4		3	3	7	3	3	7	3	3	6
DLDH_ECOLI	C6EAU1	F1	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	474	6	7	9	5	5	6	3	3	3	2	2	2	4	4	4	4	4	4	4	4	5	2	2	3		14	18	29	16	19	29	16	21	32
DHSA_ECOLI	C6EJL4	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	588	10	11	13	9	9	10	7	7	7	5	5	5	7	7	7	3	3	4	5	5	6	3	3	4		10	11	17	12	12	18	13	13	19
NUOI_ECOLI	C6E9S1	F1	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	180	5	6	10	4	5	9	3	3	3	2	2	4	3	3	5	2	2	4	2	2	4	2	2	5		3	3	4	3	3	4	4	4	6
DHNA_ECOLI	C6EGY3	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	434	13	15	17	13	14	18	9	9	9	9	10	10	12	12	12	4	4	6	6	6	7	5	5	6		2	2	2	4	4	5	4	4	4
ATPD_ECOLI	C6EG68	F1	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	177							2	2	2				2	3	3	2	3	10	2	3	7	2	3	6		3	5	18	3	5	22	3	5	29
NUOG_ECOLI	C6E9R9	F1	NADH-quinone oxidoreductase (EC 1.6.99.5)	908	4	4	4	2	2	2										2	2	3	1	1	1	1	1	1		8	10	20	9	11	22	11	13	28
MREB_ECOLI	C6EGL0	F1	Cell shape determining protein, MreB/Mrl family (Cell wall structural complex MreBCD, actin-like component MreB)	347	2	2	2							2	2	2	2	2	2	1	1	2	2	2	4	1	1	1		2	2	2	4	4	4	4	4	5
DHSB_ECOLI	C6EJL3	F1	Succinate dehydrogenase and fumarate reductase iron-sulfur protein (EC 1.3.99.1) (Succinate dehydrogenase, FeS subunit) (EC 1.3.99.1)	238	7	7	8	5	5	6	3	3	3				3	3	3	2	2	2	1	1	1	2	2	2		4	5	7	4	5	8	5	6	10
ATPB_ECOLI	C6EG71	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	460	5	5	8	3	3	5	3	3	3							2	2	3	1	1	2	2	2	2		14	17	38	14	17	42	16	21	68
CYSA_ECOLI	C6EL55	F1	Sulfate ABC transporter, ATPase subunit (Sulfate/thiosulfate transporter subunit)	365	4	4	6	5	5	7	3	3	3	1	1	1	5	5	5	2	2	4	1	1	3	1	1	3		1	1	4	1	1	4	2	2	4
NUOF_ECOLI	C6E9R8	F1	NADH-quinone oxidoreductase, F subunit (EC 1.6.99.5) (NADH:ubiquinone oxidoreductase, chain F) (EC 1.6.5.3)	445	2	2	3	2	2	2	1	1	1				2	2	4	1	1	2	1	1	1	1	1	1		9	11	18	9	11	20	10	12	24
GLPD_ECOLI	C6EFE8	F1	FAD dependent oxidoreductase	501				1	1	1																1	1	1		2	2	2	2	2	2	2	3	4
YEFI_ECOLI	C6EB51	F1	Glycosyl transferase group 1 (Putative glycosyltransferase WbbC)	370	5	5	8	5	5	8	1	1	1	1	1	1	3	3	3							2	2	2					1	1	1	1	1	1
MLAF_ECOLI	C6EH32	F1	ABC transporter related (Predicted toluene transporter subunit: ATP-binding component of ABC superfamily)	269				2	2	2							2	2	2							1	1	1								1	1	1
LOLD_ECOLI	C6EGX5	F1	Lipoprotein releasing system, ATP-binding protein (Outer membrane-specific lipoprotein transporter subunit)	233													2	2	2							1	1	1		1	1	4	2	2	3	2	2	6
ATPG_ECOLI	C6EG70	F1	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	287	4	4	4	3	3	4	4	4	4	1	1	1	2	2	2							1	1	1		5	6	12	6	7	14	6	8	19
PSD_ECOLI	C6ECW5	F1	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65)	322	4	4	9	7	7	10	6	6	7	4	4	4	6	6	6	4	4	6	3	3	5	5	5	7										
PYRD_ECOLI	C6EI37	F1	Dihydroorotate dehydrogenase (EC 1.3.5.2) (DHOdehase) (Dihydroorotate oxidase)	336	3	3	4	2	2	2	3	4	4				2	3	3	2	2	3	1	1	1	1	1	1										
HFLD_ECOLI	C6EGV9	F1	High frequency lysogenization protein hflD	213	4	5	9	4	5	9	3	3	3	3	3	3	3	4	4	4	4	5	3	3	4	3	3	4										
YBJX_ECOLI	C6EIA4	F1	Putative uncharacterized protein (Putative uncharacterized protein ybjX)	330	1	1	1	1	1	1	3	3	3	3	3	3	2	2	2							2	2	2										
DNAA_ECOLI	C6ECH7	F1	Chromosomal replication initiator protein dnaA	467	5	5	9	4	4	4	1	1	1	1	1	1	1	1	1							2	2	4										
FTSA_ECOLI	C6EAW1	F1	Cell division protein (Cell division protein FtsA)	420	3	3	3	3	4	4	1	1	1				2	2	2											2	2	3	1	1	3	3	3	3
DNAK_ECOLI	C6EB40	F1	Chaperone protein DnaK (Molecular chaperone DnaK)	638	1	1	1	1	1	2																				12	15	25	13	16	31	16	20	40
FTSZ_ECOLI	C6EAW0	F1	Cell division protein ftsZ	383	1	1	1	1	1	1	2	2	2	2	2	2														8	8	14	10	10	18	12	12	18
METN_ECOLI	C6EA85	F1	D-methionine ABC transporter, ATPase subunit (DL-methionine transporter subunit)	343	2	2	2	1	1	1	1	1	1																	2	2	4	4	4	5	5	5	9
UGPC_ECOLI	C6EFC4	F1	ABC transporter related	356	1	1	1	1	1	1																				2	2	3	2	2	3	2	2	4
SRP54_ECOLI	C6EJY2	F1	Signal Recognition Particle (SRP) component with 4.5S RNA (Ffs) (Signal recognition particle protein)	453	2	2	2	1	1	1							2	2	2											2	2	2	1	1	1	1	1	3
YADG_ECOLI	C6EAT0	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	308				1	1	1				1	1	2																				1	1	1
PSTB_ECOLI	C6EG78	F1	Phosphate ABC transporter, ATPase subunit (Phosphate transporter subunit)	257	1	1	1																													2	3	3
NUOB_ECOLI	C6E9R5	F1	NADH-quinone oxidoreductase subunit B (EC 1.6.99.5) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	220																						2	2	3		3	3	4	4	4	5	4	4	6
MDH_ECOLI	C6EGZ6	F1	Malate dehydrogenase (EC 1.1.1.37)	312																										8	9	10	7	7	9	8	9	15
FRDA_ECOLI	C6ECW9	F1	Fumarate reductase (EC 1.3.99.1) (Fumarate reductase, flavoprotein subunit)	602																										5	6	7	3	3	4	4	4	5
ODP2_ECOLI	C6EAU2	F1	Dihydrolipoamide acetyltransferase (EC 2.3.1.12) (Pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase) (EC 2.3.1.12)	630																										8	8	10	8	10	21	9	10	12
PNP_ECOLI	C6EH61	F1	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	711																										5	5	5	8	9	11	9	9	10
BETA_ECOLI	C6ELS0	F1	Choline dehydrogenase (EC 1.1.99.1)	556																										4	4	5	5	5	5	4	4	5
PSPA_ECOLI	C6EFS8	F1	Phage shock protein A, PspA (Regulatory protein for phage-shock-protein operon)	222																										4	4	5	5	5	7	6	9	12
PARC_ECOLI	C6EHX4	F1	DNA topoisomerase IV subunit A (EC 5.99.1.-) (DNA topoisomerase IV, A subunit) (EC 5.99.1.3)	752																													2	2	3	3	3	5
SECB_ECOLI	C6EDI0	F1	Protein-export protein secB	155																										1	1	1	1	1	1	2	2	2
ATPE_ECOLI	C6EG72	F1	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	139																										4	5	7	4	5	5	4	4	5
HTPG_ECOLI	C6EKZ1	F1	Chaperone protein htpG (Heat shock protein htpG) (High temperature protein G)	624																										1	1	1	2	2	2	2	2	2
ACP_ECOLI	C6EHC0	F1	Acyl carrier protein (ACP)	78																										2	2	3	1	2	3	2	3	5
PPK_ECOLI	C6EKL0	F1	Polyphosphate kinase (EC 2.7.4.1)	688																										4	5	5	4	4	5	3	4	5
PTNAB_ECOLI	C6EC13	F1	Fused mannose-specific PTS enzymes: IIA component/IIB component (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIA subunit) (EC 2.7.1.69)	323																										3	3	3	2	2	2	2	3	3
LPTB_ECOLI	C6EH26	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	241																										2	2	2	2	2	3	2	3	5
SEQA_ECOLI	C6EJP7	F1	Regulatory protein for replication initiation (SeqA family protein)	181																										2	2	3	3	3	3	4	4	5
LEPA_ECOLI	C6EK18	F1	GTP-binding protein lepA	599																										2	3	3	2	2	3	1	1	2
RPOE_ECOLI	C6EK14	F1	RNA polymerase sigma factor	191																										2	2	2	3	3	3	1	1	1
